#HOLE:,940A
#LEG:,155
#TOP:,83.362801
#BOTTOM:,231.952805
DEPTH_WMSF,C1,C2
m,in,in
221.4372,13.0593,15.1115
221.5896,13.0531,15.1069
221.7420,13.0600,15.1057
221.8944,13.3356,15.2382
222.0468,13.3356,15.2373
222.1992,13.3356,15.2337
222.3516,13.3356,15.2314
222.5040,13.3356,15.2405
222.6564,13.3382,15.2415
222.8088,13.3356,15.2224
222.9612,13.3356,15.2373
223.1136,13.3356,15.2179
223.2660,13.3355,15.2229
223.4184,12.7980,15.2269
223.5708,12.5640,15.1471
223.7232,12.5752,15.1453
223.8756,13.1033,15.2427
224.0280,13.3422,15.2441
224.1804,13.2635,15.2425
224.3328,12.2718,13.7332
224.4852,12.2648,13.6333
224.6376,12.2700,13.7018
224.7900,12.5762,13.9382
224.9424,12.7957,14.1628
225.0948,12.7934,14.1982
225.2472,12.7934,14.1246
225.3996,13.2539,13.6832
225.5520,13.2250,13.4048
225.7044,13.2341,13.3837
225.8568,13.1953,13.2223
226.0092,13.2709,13.4863
226.1616,13.2747,13.4399
226.3140,13.2938,13.7929
226.4664,13.3356,14.7299
226.6188,13.3263,14.5052
226.7712,13.3356,15.2409
226.9236,13.3317,14.8940
227.0760,13.2736,13.2541
227.2284,7.4319,7.4540
227.3808,5.4551,5.8424
227.5332,5.0371,5.1621
227.6856,4.9422,4.9800
227.8380,4.9193,4.9051
227.9904,4.8599,4.7996
228.1428,4.8457,4.7730
228.2952,4.8410,4.7587
228.4476,4.8451,4.7363
228.6000,4.8475,4.7019
228.7524,4.8410,4.6965
228.9048,4.8437,4.6898
229.0572,4.8073,4.6592
229.2096,4.8090,4.6486
229.3620,4.8119,4.6151
229.5144,4.8084,4.6133
229.6668,4.8055,4.6113
229.8192,4.7995,4.6913
229.9716,4.7824,4.6858
230.1240,4.6801,4.6955
230.2764,4.5343,4.4556
230.4288,4.4796,4.3886
230.5812,4.4521,4.3315
230.7336,4.4091,4.3164
230.8860,4.3466,4.2523
231.0384,4.3114,4.2173
231.1908,4.2268,4.1173
231.3432,4.0454,3.9362
231.4956,3.7972,3.6992
231.6480,3.7934,3.6961
231.8004,3.7934,3.6961
231.9528,-999.2500,-999.2500

