#HOLE:,940A
#LEG:,155
#TOP:,0.000000
#BOTTOM:,218.998795
DEPTH_WMSF,NPHI,ENPH,CNTC,CFTC,CNEC,CFEC,TNRA,ENRA
m,%,%,cps,cps,cps,cps,--,--
44.0436,49.8038,31.9370,1327.2445,304.5417,4443.5024,906.3075,4.4246,4.9029
44.1960,47.8623,32.4035,1322.2734,302.9485,4457.4424,901.5654,4.2978,4.9441
44.3484,48.7241,32.0274,1319.0688,309.2743,4456.5073,907.4780,4.3541,4.9109
44.5008,47.7687,32.0714,1310.3677,303.3435,4452.1030,905.8636,4.2917,4.9148
44.6532,47.9872,31.1058,1302.2587,306.5304,4444.7930,920.3996,4.3059,4.8292
44.8056,48.1602,32.7642,1301.9612,306.5304,4469.6191,898.2417,4.3172,4.9760
44.9580,49.0242,31.9786,1301.0363,306.3978,4464.5083,909.9073,4.3737,4.9066
45.1104,48.7705,32.6085,1296.6862,301.6698,4480.4380,902.9094,4.3571,4.9622
45.2628,48.2570,32.0992,1306.1172,304.7498,4468.8374,908.8145,4.3236,4.9172
45.4152,47.6754,32.8183,1323.5258,312.8499,4475.0488,898.4714,4.2856,4.9807
45.5676,47.0554,33.5423,1322.0596,317.7415,4461.1123,884.3424,4.2451,5.0446
45.7200,46.9236,33.6265,1314.4224,314.6616,4431.1509,877.1138,4.2365,5.0520
45.8724,48.0123,33.3573,1319.3682,309.8268,4386.5562,872.3800,4.3076,5.0283
46.0248,48.1194,32.5141,1309.3387,303.3925,4369.7134,882.0781,4.3146,4.9539
46.1772,48.4658,31.9655,1295.3262,306.2408,4335.6934,883.8629,4.3372,4.9054
46.3296,47.9397,30.8854,1287.1840,301.7076,4316.4492,897.4610,4.3028,4.8096
46.4820,47.7889,32.2834,1286.4467,301.7076,4339.5376,879.6055,4.2930,4.9335
46.6344,47.2071,32.0926,1281.3660,300.3999,4353.0049,885.3633,4.2550,4.9166
46.7868,49.4364,32.2853,1280.9928,304.7002,4375.1631,886.7965,4.4006,4.9337
46.9392,50.5118,31.7313,1283.8248,299.8685,4389.0513,898.5371,4.4708,4.8847
47.0916,51.8051,32.3656,1299.6707,299.9756,4417.5562,894.1028,4.5552,4.9408
47.2440,49.4470,33.0274,1308.9703,295.4828,4424.9116,885.1275,4.4013,4.9992
47.3964,48.5663,32.4060,1326.4668,309.2769,4428.5537,895.6816,4.3438,4.9443
47.5488,46.9947,31.7015,1335.6898,312.5231,4436.9067,908.8266,4.2411,4.8820
47.7012,47.1965,31.1419,1334.8192,320.5451,4457.6211,922.4444,4.2543,4.8324
47.8536,46.8099,31.8122,1334.5361,317.8535,4483.4956,916.5289,4.2291,4.8918
48.0060,48.6116,32.1023,1338.8867,319.2813,4490.7456,913.2182,4.3467,4.9175
48.1584,46.9965,32.7250,1338.2114,314.5512,4527.0718,910.4210,4.2413,4.9725
48.3108,48.6155,32.5550,1338.2474,321.9235,4558.1396,919.4434,4.3470,4.9575
48.4632,49.6300,32.6962,1344.3430,315.6016,4563.2266,918.1608,4.4132,4.9700
48.6156,52.6706,32.0396,1337.3804,307.5313,4558.4058,928.0250,4.6118,4.9119
48.7680,50.9831,31.0488,1336.1809,292.1141,4549.0859,942.9841,4.5016,4.8241
48.9204,49.5318,30.1666,1328.1974,298.4921,4529.3911,954.4290,4.4068,4.7457
49.0728,48.5806,31.0889,1328.4707,306.4038,4487.1953,929.4684,4.3447,4.8277
49.2252,48.5391,31.9325,1325.8578,311.3146,4453.6025,908.4404,4.3420,4.9025
49.3776,48.5955,31.8454,1330.8011,312.4134,4432.5952,905.5801,4.3457,4.8948
49.5300,47.6975,31.5494,1325.9099,309.2800,4416.0483,907.0569,4.2870,4.8685
49.6824,48.8597,31.1930,1324.9004,312.4139,4400.8960,909.8514,4.3629,4.8369
49.8348,47.8557,32.6042,1324.4504,306.5852,4414.0908,889.6070,4.2974,4.9618
49.9872,48.7876,32.3820,1316.9270,310.9749,4405.3667,891.3752,4.3582,4.9422
50.1396,47.2180,32.2858,1299.9432,301.4658,4391.2920,890.0572,4.2557,4.9337
50.2920,47.9216,31.9702,1295.8638,304.6563,4409.1592,898.7626,4.3017,4.9058
50.4444,58.7946,30.5405,1288.0352,300.2653,4322.7427,904.5373,5.0116,4.7790
50.5968,61.5586,30.9246,1267.6267,268.3639,4249.4302,882.8884,5.1921,4.8131
50.7492,76.5977,39.5754,1212.6355,237.0938,4232.9385,759.4799,6.1741,5.5735
50.9016,74.1126,54.6259,1239.0422,202.1891,4143.0454,628.5257,6.0118,6.5917
51.0540,77.4982,81.8361,1223.1389,205.4005,4093.4963,523.7346,6.2329,7.8160
51.2064,68.4001,69.3488,1178.9108,198.3570,4139.6401,567.5075,5.6388,7.2944
51.3588,65.2937,54.9845,1146.1014,199.8474,4164.4614,629.9554,5.4360,6.6107
51.5112,68.8866,46.2270,1152.4092,198.3590,4181.9824,686.0434,5.6706,6.0958
51.6636,71.0606,45.8773,1086.4989,189.9554,4237.8950,697.9105,5.8125,6.0723
51.8160,70.8387,45.2683,1065.6974,186.7770,4246.7583,704.2128,5.7981,6.0305
51.9684,70.7820,47.0669,1067.6517,188.3343,4257.1533,692.0996,5.7944,6.1511
52.1208,68.1534,46.8610,1066.0326,188.8227,4295.3091,699.8266,5.6227,6.1377
52.2732,69.7391,46.3974,1070.8927,193.5905,4303.4722,704.6620,5.7263,6.1071
52.4256,68.6846,45.5212,1073.4017,189.7806,4332.8389,716.4120,5.6574,6.0480
52.5780,69.8793,47.0656,1070.0525,192.9602,4369.6538,710.3994,5.7354,6.1510
52.7304,67.8654,49.7165,1064.8575,188.2567,4382.6211,693.9269,5.6039,6.3157
52.8828,71.6450,47.3542,1068.3201,193.6223,4381.0293,710.0999,5.8507,6.1696
53.0352,71.4314,48.3641,1071.5527,187.1747,4420.3740,709.1485,5.8368,6.2334
53.1876,76.6186,46.9995,1060.2140,185.6151,4413.1382,717.9696,6.1755,6.1467
53.3400,72.1768,46.3769,1064.0023,175.6986,4385.3540,718.2288,5.8854,6.1058
53.4924,71.7782,45.0344,1062.2896,181.0697,4359.9297,724.9412,5.8594,6.0142
53.6448,68.4060,45.1215,1056.1210,184.1541,4362.1196,724.5714,5.6392,6.0203
53.7972,71.9418,45.6193,1044.1239,187.1989,4316.5063,712.9183,5.8701,6.0547
53.9496,72.9126,45.7947,1055.1571,181.9165,4294.3740,707.8647,5.9335,6.0667
54.1020,71.9806,45.9043,1047.0410,180.3596,4269.0703,702.8328,5.8726,6.0741
54.2544,70.9836,47.3025,1054.3209,184.7102,4268.1597,692.1773,5.8075,6.1663
54.4068,73.4606,46.6861,1057.1381,186.3300,4248.4131,693.4808,5.9693,6.1262
54.5592,79.1209,45.4039,1067.5195,183.0894,4247.8281,703.2950,6.3389,6.0399
54.7116,78.0536,43.1801,1065.7886,171.3025,4255.9697,724.0018,6.2692,5.8784
54.8640,75.1883,44.1725,1065.1438,172.9244,4265.2573,716.5416,6.0821,5.9526
55.0164,70.9260,42.5217,1064.5476,177.7220,4270.4082,732.8671,5.8038,5.8270
55.1688,70.8033,44.3490,1069.5168,187.2263,4247.6079,712.0427,5.7957,5.9654
55.3212,69.8657,43.0183,1062.0636,187.1950,4233.9292,721.7820,5.7345,5.8659
55.4736,70.5647,44.7787,1063.1519,188.8856,4222.6968,704.2346,5.7802,5.9962
55.6260,71.5027,45.5926,1075.0537,188.9185,4218.9121,697.0099,5.8414,6.0529
55.7784,73.3599,47.4168,1071.8137,187.3279,4211.5781,682.1904,5.9627,6.1736
55.9308,68.4974,51.0182,1064.1373,182.4907,4228.1899,661.4772,5.6452,6.3920
56.0832,68.4178,46.8797,1069.3330,192.0720,4243.5566,691.2579,5.6400,6.1389
56.2356,65.5567,44.3486,1072.6857,193.6626,4247.1074,711.9623,5.4532,5.9654
56.3880,70.0009,43.5178,1059.6979,200.0224,4272.9009,723.7231,5.7434,5.9041
56.5404,70.4914,46.4753,1063.1619,188.8834,4296.1738,702.8723,5.7754,6.1123
56.6928,70.3360,47.9743,1072.6848,188.8522,4337.5024,698.5838,5.7652,6.2090
56.8452,68.3183,48.3531,1081.4683,193.6985,4354.0425,698.5842,5.6335,6.2327
56.9976,64.1434,47.4538,1083.3578,199.3063,4387.0859,710.3466,5.3609,6.1760
57.1500,65.4340,50.0762,1093.8617,208.8836,4426.9111,698.5768,5.4452,6.3370
57.3024,71.2352,48.9664,1089.8676,201.4945,4462.6157,711.6931,5.8240,6.2704
57.4548,71.2353,48.7987,1093.3328,191.0860,4456.8862,711.9437,5.8240,6.2602
57.6072,71.8996,46.2483,1089.8634,191.1223,4458.4072,731.2199,5.8673,6.0972
57.7596,69.2700,46.0360,1090.4589,192.0748,4466.6841,734.2919,5.6956,6.0830
57.9120,70.2332,45.6476,1087.1067,195.3164,4452.1665,735.0894,5.7585,6.0566
58.0644,69.5353,45.3938,1094.5660,192.0975,4437.6929,734.8155,5.7130,6.0392
58.2168,67.1198,44.8928,1095.4327,195.2785,4421.6138,736.4177,5.5552,6.0042
58.3692,65.2034,44.9249,1101.2677,203.1666,4416.9897,735.3701,5.4301,6.0065
58.5216,65.5773,45.4068,1095.3180,206.3490,4407.6787,729.7367,5.4545,6.0401
58.6740,65.0382,45.6926,1089.1421,201.6111,4421.2129,729.6083,5.4193,6.0597
58.8264,67.7810,43.2925,1088.1616,200.0203,4416.5186,750.2168,5.5984,5.8870
58.9788,66.9683,43.0281,1077.9915,193.6888,4417.0796,752.9070,5.5453,5.8667
59.1312,65.9904,42.0120,1061.4268,195.2122,4407.3062,761.7463,5.4815,5.7858
59.2836,64.6092,43.9524,1063.1599,196.8383,4391.7080,739.7891,5.3913,5.9364
59.4360,65.3053,43.7225,1065.8689,200.0218,4352.9604,735.3732,5.4367,5.9194
59.5884,65.5751,46.7563,1059.0532,198.4980,4310.6372,703.1088,5.4544,6.1308
59.7408,70.6970,48.0752,1041.4344,192.0693,4286.3184,689.6365,5.7888,6.2153
59.8932,68.7833,49.3036,1048.3545,182.4317,4283.6826,680.9344,5.6638,6.2909
60.0456,70.8146,46.0613,1039.6979,185.6137,4196.9849,689.7619,5.7965,6.0847
60.1980,73.1446,44.5803,1037.1002,185.7100,4048.4341,676.7678,5.9486,5.9820
60.3504,76.8688,47.1071,1059.5154,185.7393,3802.1777,617.8718,6.1918,6.1537
60.5028,76.4333,53.0651,1077.5970,179.9010,3522.3733,541.2990,6.1634,6.5073
60.6552,72.7112,61.5298,1084.2939,184.5046,3318.5305,478.2885,5.9203,6.9383
60.8076,59.2850,60.5371,1156.1154,203.5538,3226.9578,468.3042,5.0436,6.8907
60.9600,57.0713,61.3374,1217.1093,281.3130,3144.2651,453.7727,4.8991,6.9292
61.1124,62.3275,70.3144,1326.2219,324.4179,3390.6482,462.1631,5.2423,7.3365
61.2648,65.8131,96.0514,1492.0310,337.0998,3694.6843,441.3146,5.4699,8.3720
61.4172,62.3683,65.5789,1535.9540,311.3950,3938.4097,552.6416,5.2450,7.1265
61.5696,49.5829,62.1975,1481.4547,284.3485,4172.7212,598.6687,4.4101,6.9700
61.7220,57.1306,46.7211,1434.0271,276.8339,4353.3833,710.3489,4.9030,6.1285
61.8744,62.4852,45.4934,1381.1727,252.7714,4445.3564,735.2488,5.2526,6.0461
62.0268,53.6107,40.8186,1356.5333,276.5213,4494.4346,790.9327,4.6731,5.6825
62.1792,45.7736,33.6895,1339.7323,339.9008,4554.4160,900.5256,4.1614,5.0575
62.3316,39.2915,30.0538,1361.4337,355.9858,4600.1655,971.4019,3.7382,4.7356
62.4840,45.8048,26.3338,1381.6801,344.8589,4766.9995,1083.3229,4.1634,4.4004
62.6364,47.7985,25.9317,1334.1029,297.0511,4802.4063,1100.5555,4.2936,4.3636
62.7888,49.0077,25.7244,1235.6328,292.2140,4834.0571,1112.6470,4.3726,4.3446
62.9412,50.3750,25.2793,1230.2939,287.4172,4822.9072,1120.6190,4.4619,4.3038
63.0936,50.8474,25.9268,1237.9868,285.8233,4785.4380,1096.7793,4.4927,4.3632
63.2460,47.4080,25.8886,1238.7629,279.4989,4763.0205,1092.5170,4.2681,4.3597
63.3984,47.0972,26.3767,1247.4496,297.1246,4778.1465,1084.8911,4.2478,4.4043
63.5508,44.9134,26.6799,1239.4943,297.0758,4788.8838,1080.5537,4.1052,4.4319
63.7032,46.4960,26.0142,1242.3577,308.1832,4807.6494,1099.8538,4.2086,4.3712
63.8556,46.4041,26.3765,1239.8807,300.2636,4838.3486,1098.5642,4.2026,4.4042
64.0080,49.6870,25.3414,1238.0155,298.7191,4844.6035,1124.1694,4.4169,4.3095
64.1604,49.9088,25.4298,1250.1921,289.1558,4833.6509,1119.5176,4.4314,4.3176
64.3128,47.8828,25.7043,1253.7994,289.1045,4835.2129,1113.3849,4.2991,4.3428
64.4652,45.1646,26.2704,1253.7993,300.2615,4841.4771,1101.6952,4.1216,4.3946
64.6176,45.3650,26.9054,1251.0616,306.6363,4879.5942,1095.9521,4.1347,4.4524
64.7700,44.9214,26.3466,1258.0117,305.0426,4908.8345,1115.2603,4.1058,4.4015
64.9224,45.9528,26.7810,1242.2301,306.5815,4932.3252,1110.6167,4.1731,4.4411
65.0748,48.1895,25.8695,1237.0160,301.7997,4950.0659,1135.8760,4.3192,4.3579
65.2272,50.3055,26.6019,1247.4498,295.4256,4953.7061,1119.5361,4.4573,4.4248
65.3796,49.6498,26.4053,1248.1884,285.8664,4914.0273,1115.0839,4.4145,4.4069
65.5320,44.7915,26.5761,1241.1095,287.4099,4891.0439,1105.9630,4.0973,4.4224
65.6844,42.5363,25.8067,1237.0222,303.4054,4845.6753,1113.3883,3.9500,4.3522
65.8368,42.5363,25.3629,1234.4149,313.0201,4845.1396,1123.7772,3.9500,4.3115
65.9892,43.1032,25.3354,1219.3822,312.9689,4829.5020,1120.8065,3.9870,4.3090
66.1416,46.8175,25.2298,1216.7777,311.2620,4830.5449,1123.5811,4.2296,4.2992
66.2940,48.0727,24.6728,1229.0737,298.5107,4836.7876,1138.6360,4.3115,4.2479
66.4464,48.4445,25.4449,1236.7657,295.4257,4854.4863,1123.9822,4.3358,4.3190
66.5988,46.1540,26.1351,1238.5029,293.8867,4846.6694,1105.9861,4.1862,4.3822
66.7512,43.2686,27.1402,1233.9943,297.2123,4859.7109,1086.2869,3.9978,4.4737
66.9036,43.6106,27.1105,1224.2013,305.0204,4889.9795,1093.7111,4.0202,4.4710
67.0560,43.7225,26.8568,1211.1647,301.8321,4892.8638,1100.0232,4.0275,4.4480
67.2084,44.9771,26.9249,1205.9794,303.5882,4893.8984,1098.7284,4.1094,4.4541
67.3608,45.3052,27.6094,1206.7195,302.1020,4883.4663,1081.3275,4.1308,4.5162
67.5132,44.2109,27.6168,1218.1718,303.5894,4861.5234,1076.3098,4.0594,4.5168
67.6656,44.8121,26.7188,1228.9613,309.6644,4826.5654,1088.1879,4.0986,4.4354
67.8180,42.9909,26.2320,1232.1777,306.4276,4807.0073,1094.7258,3.9797,4.3911
67.9704,44.4484,25.3296,1230.5400,312.9696,4801.2847,1114.3971,4.0749,4.3084
68.1228,43.4714,25.2938,1231.4075,306.5423,4802.3198,1115.4901,4.0111,4.3051
68.2752,45.1435,24.4773,1215.9146,306.5928,4783.0913,1130.8091,4.1203,4.2298
68.4276,43.0659,25.2671,1210.5764,296.9178,4800.8066,1115.7733,3.9846,4.3027
68.5800,44.6468,25.7868,1199.5469,301.7504,4791.9565,1101.5070,4.0878,4.3504
68.7324,46.0800,26.8657,1193.2174,295.3796,4787.2710,1076.0891,4.1814,4.4488
68.8848,47.9498,27.3844,1174.1313,284.2318,4798.7549,1067.3818,4.3035,4.4958
69.0372,48.0650,27.3803,1176.9827,276.3125,4830.0034,1074.4218,4.3110,4.4954
69.1896,49.1467,26.8341,1182.3206,279.5468,4803.9624,1080.5385,4.3817,4.4459
69.3420,49.5050,27.3224,1191.4866,281.0450,4818.5527,1073.1262,4.4051,4.4902
69.4944,49.3298,27.8657,1196.4104,280.9666,4797.2183,1056.8124,4.3936,4.5393
69.6468,47.4067,27.7840,1207.9358,279.4226,4763.3740,1051.0649,4.2680,4.5320
69.7992,46.7022,26.6322,1218.1023,289.0718,4739.8408,1070.5354,4.2220,4.4275
69.9516,45.6716,26.5968,1209.5762,290.7283,4754.4180,1074.6102,4.1548,4.4243
70.1040,45.9907,26.2797,1202.3937,293.9667,4728.3828,1075.7532,4.1756,4.3954
70.2564,48.2866,26.7094,1196.5156,287.6672,4731.8301,1067.0352,4.3255,4.4346
70.4088,49.5378,27.5602,1202.2108,281.1660,4748.9858,1052.5889,4.4072,4.5117
70.5612,49.0794,27.6774,1192.9122,276.3335,4739.9272,1048.1178,4.3773,4.5223
70.7136,48.1803,27.3248,1193.7473,279.5475,4720.6768,1051.2773,4.3186,4.4904
70.8660,50.4759,27.3560,1193.2505,279.5466,4738.3687,1054.5548,4.4684,4.4932
71.0184,52.9723,27.1722,1179.4692,265.1262,4753.1240,1061.7744,4.6315,4.4766
71.1708,60.9579,27.2675,1120.8453,236.4174,4728.1631,1054.1632,5.1529,4.4852
71.3232,84.6345,25.6667,1084.4465,203.1261,4651.8584,1072.0157,6.6989,4.3394
71.4756,102.7067,23.8157,1113.0153,172.9574,4443.8223,1066.0826,7.8789,4.1684
71.6280,103.2230,26.6659,1146.1650,160.2112,4218.0181,952.0193,7.9126,4.4306
71.7804,79.9624,33.8929,1199.2950,179.2681,3984.8611,785.1325,6.3938,5.0754
71.9328,63.3910,43.4644,1270.2135,220.5767,3773.5464,639.5815,5.3118,5.9000
72.0852,62.4205,47.4535,1314.3047,249.2375,3615.3052,585.3837,5.2484,6.1760
72.2376,66.5209,50.2181,1313.4340,249.2370,3630.2017,572.0980,5.5161,6.3454
72.3900,71.9085,55.0905,1317.7886,241.2794,3638.9795,550.0001,5.8679,6.6163
72.5424,62.8283,60.2030,1319.2379,234.8316,3589.2419,522.1054,5.2750,6.8746
72.6948,51.7775,59.8488,1257.8173,239.6073,3560.7935,519.2686,4.5534,6.8573
72.8472,50.3308,72.1783,1211.2350,254.0816,3569.1648,481.2337,4.4590,7.4167
72.9996,57.0533,77.5104,1191.7076,249.2743,3364.4529,440.3673,4.8979,7.6401
73.1520,67.1680,90.5335,1139.6919,237.3520,3055.6147,374.5010,5.5584,8.1592
73.3044,64.0661,140.7077,1054.8580,200.6192,3080.8438,304.5606,5.3558,10.1157
73.4568,60.2360,163.4084,1059.1788,194.3702,2863.3962,255.2101,5.1057,11.2198
73.6092,58.2792,155.0701,1061.6656,198.3714,2497.6069,231.8872,4.9780,10.7708
73.7616,56.0351,146.1536,1012.5620,204.7276,2303.5076,222.5086,4.8314,10.3524
73.9140,55.8509,142.6203,983.0682,207.8726,2208.7529,216.5957,4.8194,10.1976
74.0664,55.8915,129.8169,983.1702,204.6527,1856.6237,192.0219,4.8221,9.6688
74.2188,56.3751,104.5093,984.7932,206.2423,1726.0956,198.5307,4.8536,8.6944
74.3712,58.3922,104.0130,987.9314,209.3843,1722.3582,198.5312,4.9854,8.6755
74.5236,56.9853,95.4999,988.8992,206.2035,1718.2540,205.7575,4.8935,8.3509
74.6760,57.6667,95.4216,997.5343,209.3827,1729.4651,207.1746,4.9380,8.3479
74.8284,57.8886,80.5015,1007.6901,206.2043,1720.8323,221.6952,4.9525,7.7622
74.9808,57.1474,86.7967,1005.2023,206.2043,1729.6539,215.8523,4.9041,8.0131
75.1332,59.0641,85.8521,994.9440,206.2039,1733.2084,217.3055,5.0292,7.9759
75.2856,56.8066,85.3947,993.9766,199.8824,1717.7201,215.8528,4.8818,7.9578
75.4380,56.7875,83.8498,993.1127,206.2073,1715.9453,217.3039,4.8806,7.8965
75.5904,53.0795,84.8501,990.6268,207.7980,1724.5786,217.3035,4.6385,7.9363
75.7428,57.1121,90.5263,994.6294,220.4374,1725.5598,211.4940,4.9018,8.1589
75.8952,57.8723,89.9115,1006.7134,211.9385,1732.6016,212.9811,4.9514,8.1350
76.0476,58.3658,94.8431,1010.1685,210.3485,1748.7029,210.0381,4.9836,8.3256
76.2000,56.1520,93.2434,1014.3821,208.7987,1747.7688,211.4901,4.8391,8.2641
76.3524,56.9991,96.2594,1021.2947,214.1173,1759.5258,209.9675,4.8944,8.3800
76.5048,55.5974,97.5304,1025.1835,214.1902,1750.5206,207.6872,4.8029,8.4286
76.6572,53.5676,96.8579,1027.0326,220.6340,1757.3846,209.1398,4.6703,8.4029
76.8096,53.5160,91.6068,1033.0817,226.9946,1763.0236,214.9815,4.6670,8.2008
76.9620,55.3948,84.6742,1031.5663,225.3673,1757.2820,221.6191,4.7896,7.9293
77.1144,56.4895,87.3889,1031.3754,218.0325,1758.2626,218.7871,4.8611,8.0364
77.2668,57.9886,82.2275,1035.7039,216.5194,1759.6099,224.6781,4.9590,7.8317
77.4192,57.4187,84.8285,1036.5685,214.9289,1759.8611,221.7731,4.9218,7.9354
77.5716,55.6542,83.0506,1028.7919,214.2688,1766.7341,224.6425,4.8066,7.8646
77.7240,53.7971,93.0592,1031.2789,217.3728,1786.3474,216.3444,4.6853,8.2570
77.8764,54.3037,89.2369,1039.3645,223.7355,1802.0491,222.2362,4.7184,8.1087
78.0288,56.2353,96.2112,1030.6036,223.7733,1825.4104,217.8776,4.8445,8.3781
78.1812,55.2447,93.6672,1039.0316,222.1431,1824.3678,220.3235,4.7798,8.2804
78.3336,53.2467,89.9094,1040.9696,220.5897,1827.1222,224.6024,4.6494,8.1349
78.4860,55.6031,82.8652,1042.9154,228.5885,1821.8391,231.8676,4.8032,7.8572
78.6384,56.4515,83.4391,1047.9968,222.2675,1804.5494,228.9991,4.8586,7.8802
78.7908,60.5386,88.8268,1061.6136,225.3345,1782.3534,220.2419,5.1255,8.0927
78.9432,60.4328,102.8050,1060.2246,215.7814,1788.0508,207.1992,5.1186,8.6296
79.0956,61.9882,104.1948,1077.5378,215.8536,1786.6875,205.7824,5.2202,8.6824
79.2480,59.0887,104.0983,1083.8234,210.3031,1786.2701,205.8213,5.0308,8.6787
79.4004,55.8885,96.6358,1074.4149,216.6310,1800.0200,214.4307,4.8219,8.3944
79.5528,53.3229,96.6403,1058.3094,219.8147,1824.4673,217.3386,4.6543,8.3946
79.7052,54.0026,90.0044,1054.7328,227.0340,1816.8069,223.2330,4.6987,8.1386
79.8576,56.8098,87.2699,1047.4722,225.3635,1813.4513,225.7858,4.8820,8.0317
80.0100,59.5973,84.0479,1054.0612,223.7341,1807.3795,228.6546,5.0640,7.9044
80.1624,58.4516,86.4464,1052.3315,214.1893,1805.8176,225.7456,4.9892,7.9993
80.3148,55.6233,84.6555,1060.8738,217.4516,1804.7465,227.6263,4.8046,7.9286
80.4672,53.2792,87.5565,1057.5223,222.2650,1818.4913,226.0966,4.6515,8.0430
80.6196,57.0169,80.9509,1061.7211,231.2162,1815.3597,233.3270,4.8955,7.7803
80.7720,57.3873,78.9791,1071.1349,226.4033,1830.2692,237.6881,4.9197,7.7003
80.9244,56.9626,78.7465,1080.6553,227.9551,1828.6023,237.7650,4.8920,7.6908
81.0768,54.9529,75.9412,1079.8998,226.9962,1823.4946,240.7189,4.7608,7.5752
81.2292,54.1923,80.8327,1086.4874,228.5471,1823.4957,234.5167,4.7111,7.7755
81.3816,56.8761,80.4752,1081.5337,228.5064,1842.3502,237.3829,4.8864,7.7611
81.5340,58.6531,92.2602,1064.3284,222.1041,1844.7175,224.2517,5.0024,8.2261
81.6864,60.2696,92.5227,1069.6432,219.0387,1850.5042,224.6781,5.1079,8.2362
81.8388,57.4542,91.6636,1085.8684,219.0392,1854.6299,226.0912,4.9241,8.2030
81.9912,55.6773,81.7890,1086.2089,228.6259,1868.5975,239.1320,4.8081,7.8141
82.1436,55.3920,85.4438,1092.4921,231.8099,1879.9987,236.1874,4.7895,7.9598
82.2960,56.3786,84.3090,1102.7670,231.8098,1893.3633,239.2184,4.8539,7.9148
82.4484,55.2097,88.9344,1100.6857,230.0992,1901.6212,234.8578,4.7775,8.0969
82.6008,54.0574,81.7602,1090.4093,233.2428,1903.3888,243.6205,4.7023,7.8129
82.7532,54.9438,74.7288,1094.7422,236.5084,1898.8503,252.3525,4.7602,7.5246
82.9056,54.3129,72.0853,1097.1117,233.3674,1892.1685,255.2595,4.7190,7.4127
83.0580,54.3074,75.8802,1091.9174,236.5083,1899.0592,250.7782,4.7186,7.5727
83.2104,51.3997,84.6866,1096.3633,238.0159,1907.5094,240.5500,4.5288,7.9298
83.3628,52.3855,88.1240,1097.3424,246.0529,1917.3381,237.7291,4.5931,8.0652
83.5152,54.4962,80.1414,1103.1741,246.0524,1909.6776,246.4872,4.7310,7.7476
83.6676,57.0032,79.3097,1105.7720,238.0983,1901.0261,246.4456,4.8947,7.7138
83.8200,58.2668,80.6095,1113.5649,233.2417,1890.7850,243.4532,4.9772,7.7665
83.9724,58.1676,78.5568,1113.8013,228.5496,1871.1324,243.5405,4.9707,7.6830
84.1248,56.1105,78.3595,1118.6536,228.5114,1869.1666,243.5407,4.8364,7.6750
84.2772,54.5815,77.4578,1120.3865,236.4663,1882.3497,246.4471,4.7365,7.6379
84.4296,54.1653,80.7906,1118.8265,239.6301,1892.5659,243.4529,4.7094,7.7738
84.5820,56.8049,79.7846,1101.6272,236.5249,1894.5320,244.9903,4.8817,7.7331
84.7344,60.1675,83.3652,1106.5305,228.5500,1906.6194,242.0425,5.1013,7.8772
84.8868,59.5397,82.2543,1112.5898,220.4965,1918.6335,244.9496,5.0603,7.8328
85.0392,57.3902,80.0387,1104.9670,226.8815,1919.1090,247.8379,4.9199,7.7434
85.1916,56.4943,79.1559,1100.5815,228.5327,1922.0573,249.3747,4.8614,7.7075
85.3440,56.0968,78.4922,1136.0549,236.5446,1926.2936,250.8064,4.8355,7.6804
85.4964,55.6104,78.2147,1127.4515,238.0751,1944.8937,253.6033,4.8037,7.6690
85.6488,55.6376,76.1210,1125.0302,242.8286,1923.1515,253.6244,4.8055,7.5827
85.8012,55.5158,77.2076,1128.4390,236.4837,1935.0627,253.6911,4.7975,7.6276
85.9536,57.4380,76.5085,1142.2421,239.6871,1939.3021,255.2135,4.9230,7.5987
86.1060,57.1387,74.3913,1136.9725,238.0750,1949.0427,259.5113,4.9035,7.5104
86.2584,59.2541,69.5947,1154.9767,244.0376,1938.1110,265.3069,5.0416,7.3052
86.4108,57.6094,73.4606,1167.5363,239.7463,1971.4650,263.8752,4.9342,7.4712
86.5632,55.9627,70.9477,1165.8030,239.7883,1964.7202,266.8052,4.8267,7.3639
86.7156,51.8595,81.7418,1161.3505,240.1290,1970.5880,252.2454,4.5588,7.8122
86.8680,51.4025,78.5613,1145.8643,249.2189,1973.5436,256.8638,4.5290,7.6832
87.0204,48.9459,83.5636,1136.6890,253.6935,1991.0553,252.5078,4.3685,7.8851
87.1728,51.1487,72.5662,1113.7944,258.5323,1985.3553,267.0914,4.5124,7.4332
87.3252,52.8607,74.9696,1113.8527,250.5919,1988.0922,263.8589,4.6242,7.5347
87.4776,57.6296,72.5033,1113.9125,242.8933,1993.1592,268.2379,4.9356,7.4306
87.6300,57.4433,81.7598,1128.4683,234.8733,1991.2925,254.8720,4.9234,7.8129
87.7824,59.3006,81.3839,1126.9850,237.7340,1976.6290,253.4860,5.0447,7.7978
87.9348,57.5623,80.3741,1145.2429,234.6111,1966.4695,253.5091,4.9312,7.7570
88.0872,59.0989,79.1634,1148.5331,236.2217,1967.0072,255.1966,5.0315,7.7078
88.2396,55.7058,86.0109,1153.6714,231.6888,1955.2928,244.9574,4.8099,7.9822
88.3920,58.2135,91.1864,1145.1823,241.2190,1956.9492,239.1035,4.9737,8.1845
88.5444,57.6166,87.7647,1135.4684,231.7491,1948.9803,242.0748,4.9347,8.0511
88.6968,57.3456,82.8098,1118.9976,228.6461,1947.3207,247.9078,4.9170,7.8550
