#HOLE:,940A
#LEG:,155
#TOP:,0.000000
#BOTTOM:,218.998795
DEPTH_WMSF,NPHI,ENPH,CNTC,CFTC,CNEC,CFEC,TNRA,ENRA
m,%,%,cps,cps,cps,cps,--,--
88.8492,54.2125,79.5560,1101.7960,222.2791,1925.6123,249.3090,4.7124,7.7238
89.0016,52.9075,80.6883,1090.3622,231.2666,1902.9956,244.9248,4.6272,7.7697
89.1540,54.4587,88.1587,1074.6571,234.3895,1882.5402,233.3752,4.7285,8.0666
89.3064,53.8670,94.0231,1073.6194,232.7784,1876.0470,226.1903,4.6899,8.2941
89.4588,52.0531,95.9360,1078.1333,235.3111,1856.1847,221.8300,4.5714,8.3676
89.6112,55.7112,88.7703,1078.0785,240.1047,1850.9797,228.7844,4.8103,8.0905
89.7636,54.9065,90.6981,1073.1183,228.9555,1855.8083,227.2722,4.7578,8.1656
89.9160,57.7664,84.7594,1075.7706,230.1086,1848.8319,233.0656,4.9445,7.9327
90.0684,52.9375,88.4308,1080.0420,225.3151,1829.8958,226.5500,4.6292,8.0772
90.2208,53.1884,92.5226,1071.8425,238.0148,1818.2146,220.7578,4.6456,8.2362
90.3732,54.6614,102.4382,1072.7625,234.8521,1814.1913,210.5686,4.7417,8.6157
90.5256,55.5917,101.7048,1075.4146,228.5090,1804.0730,210.0742,4.8025,8.5878
90.6780,55.8673,98.1185,1066.7081,223.7577,1787.4852,211.5088,4.8205,8.4511
90.8304,52.7697,90.2799,1051.9431,222.1058,1782.6759,218.7513,4.6182,8.1493
90.9828,54.0466,89.7902,1039.2415,225.3448,1778.6594,218.7699,4.7016,8.1303
91.1352,55.3760,86.0276,1033.1332,220.5923,1769.7384,221.6931,4.7884,7.9828
91.2876,57.8499,98.4966,1018.4820,214.2877,1766.2848,208.6437,4.9499,8.4656
91.4400,57.3080,93.3071,1013.2434,207.8326,1760.3119,212.9446,4.9146,8.2665
91.5924,56.3672,96.8457,1004.7608,207.8504,1765.3085,210.0945,4.8531,8.4024
91.7448,54.4020,92.8792,1008.2194,211.0714,1757.3779,213.0151,4.7248,8.2500
91.8972,51.6749,90.7022,999.5799,214.2877,1751.7738,214.5273,4.5467,8.1657
92.0496,52.4896,89.4985,996.1230,222.2422,1740.9834,214.4355,4.5999,8.1189
92.2020,53.0712,85.1610,999.7945,220.6317,1750.7861,220.2639,4.6379,7.9486
92.3544,52.9341,89.7936,1016.7165,226.4572,1755.6949,215.9418,4.6290,8.1304
92.5068,51.3935,88.1996,1023.4760,231.2117,1789.4482,221.7907,4.5284,8.0682
92.6592,50.2376,86.7989,1050.4615,242.3780,1835.4984,229.0587,4.4529,8.0132
92.8116,52.2924,88.9793,1076.4821,249.3251,1890.2435,233.4020,4.5871,8.0987
92.9640,52.4683,82.6303,1091.0275,246.1226,1935.7810,246.6643,4.5985,7.8478
93.1164,52.8216,86.3725,1106.5287,249.1341,1972.2733,246.6441,4.6216,7.9964
93.2688,51.8634,82.3179,1120.2618,247.4561,1989.6797,253.9372,4.5590,7.8353
93.4212,55.0303,90.1345,1118.4135,250.6792,1983.9899,243.6234,4.7658,8.1437
93.5736,54.9406,85.5890,1124.4841,239.6849,1986.7321,249.4167,4.7600,7.9655
93.7260,54.5785,83.3837,1131.5311,241.3413,1964.8619,249.4128,4.7363,7.8780
93.8784,51.9498,81.1358,1120.7977,242.9551,1953.0421,250.7829,4.5647,7.7878
94.0308,53.7207,80.5853,1121.0804,248.9995,1936.5193,249.3732,4.6803,7.7655
94.1832,57.0062,77.3020,1131.3004,244.1615,1947.3766,255.1752,4.8949,7.6315
94.3356,55.2948,80.9031,1133.9640,237.8132,1940.1097,249.4230,4.7831,7.7784
94.4880,55.1083,86.3425,1127.1472,242.9377,1959.4814,245.0806,4.7709,7.9953
94.6404,53.1203,96.6089,1134.8296,242.9790,1970.4202,234.7589,4.6411,8.3934
94.7928,54.2800,82.5078,1135.5891,246.1223,1977.5106,252.1392,4.7168,7.8429
94.9452,57.1436,82.9202,1127.9828,242.6244,1970.4053,250.7056,4.9038,7.8594
95.0976,58.5492,78.6809,1119.3079,233.1340,1962.2329,255.2293,4.9956,7.6881
95.2500,57.6437,85.6258,1126.8126,229.8919,1952.6757,245.0965,4.9365,7.9670
95.4024,54.0919,88.4042,1120.8055,233.3446,1955.6335,242.1482,4.7046,8.0762
95.5548,54.0920,94.4412,1127.7418,246.0391,1962.0081,236.0964,4.7046,8.3102
95.7072,56.2590,93.0948,1132.9873,246.1179,1950.3015,236.1617,4.8461,8.2583
95.8596,57.5957,79.9125,1139.6844,241.2978,1939.4825,250.6347,4.9333,7.7383
96.0120,58.1783,73.5873,1137.3224,234.9509,1951.4321,261.0067,4.9714,7.4766
96.1644,60.0002,72.3374,1147.7261,234.9307,1948.0555,262.4178,5.0904,7.4235
96.3168,58.5895,76.0384,1145.9314,228.5873,1945.5171,256.6902,4.9982,7.5792
96.4692,53.7356,83.8093,1144.1373,233.3431,1957.3279,247.9227,4.6813,7.8949
96.6216,52.4512,83.4520,1134.7819,246.1028,1976.9042,250.8547,4.5974,7.8807
96.7740,51.9806,78.8389,1145.9974,252.4895,1974.8265,256.6518,4.5667,7.6946
96.9264,52.7960,76.2253,1143.3341,255.6514,1958.4037,258.1261,4.6199,7.5870
97.0788,51.8800,76.8769,1132.3156,251.1217,1965.1954,258.1034,4.5601,7.6140
97.2312,52.4245,79.0235,1142.9103,254.3728,1976.9117,256.6715,4.5957,7.7021
97.3836,53.5391,77.1413,1152.2655,252.7594,1968.3420,258.1465,4.6685,7.6249
97.5360,53.2006,78.9636,1135.6188,249.2417,1953.8782,253.7615,4.6464,7.6997
97.6884,53.4010,82.3570,1129.6110,245.9904,1965.3795,250.7858,4.6594,7.8369
97.8408,54.9405,82.1776,1139.7621,244.4200,1964.0798,250.8502,4.7600,7.8297
97.9932,57.4793,81.6183,1122.0671,239.1346,1958.2728,250.8285,4.9257,7.8072
98.1456,55.3971,84.8662,1120.4534,232.7679,1956.0143,246.4454,4.7898,7.9369
98.2980,54.6457,86.6671,1113.7543,234.4023,1938.0959,242.0189,4.7407,8.0080
98.4504,51.8380,84.6893,1103.3602,234.9759,1907.8245,240.5865,4.5574,7.9299
98.6028,54.0133,82.9249,1096.4277,241.3208,1878.7236,239.0349,4.6994,7.8596
98.7552,51.8996,76.7974,1088.6935,233.3031,1841.3516,241.9426,4.5614,7.6107
98.9076,51.7096,76.2978,1074.7733,241.2399,1825.6255,240.5301,4.5490,7.5900
99.0600,51.1150,80.2714,1072.9867,238.0778,1832.2255,236.3296,4.5102,7.7528
99.2124,54.9055,86.5663,1072.4587,240.7197,1844.8954,230.4947,4.7577,8.0041
99.3648,55.4704,89.6658,1067.9553,228.9137,1836.9451,226.0736,4.7946,8.1254
99.5172,56.2068,94.3749,1069.1541,227.4029,1853.8373,223.1484,4.8427,8.3076
99.6696,54.2250,90.2294,1075.0992,227.9216,1841.9196,226.0755,4.7133,8.1474
99.8220,56.0216,85.6317,1079.0897,233.2610,1846.4467,231.7561,4.8306,7.9672
99.9744,54.3451,75.5441,1092.6592,232.6433,1851.1628,244.9057,4.7211,7.5587
100.1268,53.9590,80.5029,1103.4072,240.7081,1879.0514,242.0767,4.6959,7.7622
100.2792,53.4937,82.4394,1107.3433,242.3589,1887.4072,240.7349,4.6655,7.8402
100.4316,55.4232,87.0282,1110.1178,242.8958,1906.5002,237.6520,4.7915,8.0222
100.5840,55.7027,78.0177,1123.3926,236.4628,1909.7339,249.2813,4.8097,7.6610
100.7364,54.8029,75.8317,1123.4542,239.3620,1910.0336,252.2945,4.7510,7.5707
100.8888,53.3100,74.6109,1125.0691,244.1374,1908.5767,253.8117,4.6535,7.5197
101.0412,54.6756,76.3766,1127.6648,245.6864,1904.6067,250.8280,4.7427,7.5933
101.1936,55.5794,74.6878,1123.8513,239.0112,1908.3414,253.6716,4.8017,7.5229
101.3460,55.0565,75.1082,1105.6665,229.4434,1913.2566,253.7314,4.7675,7.5405
101.4984,52.8577,77.6204,1105.5571,234.2832,1917.4492,250.8228,4.6240,7.6446
101.6508,52.0759,79.8475,1099.5352,242.6297,1917.4495,247.8719,4.5729,7.7356
101.8032,55.6799,80.3431,1102.3065,249.0133,1921.7268,247.7811,4.8082,7.7557
101.9556,55.5956,86.6227,1110.1545,237.7742,1925.4589,240.4933,4.8027,8.0063
102.1080,56.3774,86.3748,1118.8661,236.4491,1911.9974,239.1035,4.8538,7.9965
102.2604,53.6447,86.7191,1109.8247,232.6325,1916.1484,239.2171,4.6754,8.0101
102.4128,56.7211,79.6210,1117.5818,242.2789,1927.0804,249.4137,4.8762,7.7264
102.5652,55.4521,74.2599,1125.5032,235.9522,1925.5441,256.5711,4.7934,7.5049
102.7176,55.3641,76.2587,1127.3562,244.4797,1924.7634,253.6458,4.7876,7.5884
102.8700,55.5582,75.7044,1138.3226,244.3706,1952.5287,258.0883,4.8003,7.5654
103.0224,53.8753,76.9292,1151.8209,244.3709,1966.5104,258.2028,4.6904,7.6161
103.1748,55.2941,79.2847,1146.7369,249.2596,1958.1198,253.8807,4.7831,7.7128
103.3272,51.7888,84.8401,1147.1824,244.4907,1955.9227,246.4661,4.5542,7.9359
103.4796,53.6478,89.9450,1146.4961,255.5954,1957.1095,240.5404,4.6756,8.1363
103.6320,51.0297,82.7423,1148.5930,250.7932,1957.3534,249.2708,4.5046,7.8523
103.7844,52.9019,74.8100,1143.8987,258.7656,1932.0792,256.6523,4.6269,7.5280
103.9368,52.5471,74.3120,1147.9346,252.3339,1937.6190,258.1049,4.6037,7.5071
104.0892,55.2962,73.8278,1151.2054,254.0377,1942.9113,259.5146,4.7832,7.4867
104.2416,54.4739,79.9623,1156.7329,247.3347,1952.2396,252.2175,4.7295,7.7403
104.3940,54.2149,77.8295,1146.7867,247.2717,1941.5669,253.6925,4.7126,7.6532
104.5464,52.3976,76.3048,1150.3119,247.0717,1958.1948,257.9865,4.5939,7.5903
104.6988,50.1244,71.8356,1156.9384,254.0023,1953.5367,263.9186,4.4455,7.4020
104.8512,51.6726,74.3625,1156.6932,266.9168,1971.3585,262.5249,4.5466,7.5092
105.0036,53.2656,72.8967,1153.5852,262.1437,1965.3936,263.9068,4.6506,7.4473
105.1560,57.1834,75.2260,1160.6891,253.9845,1978.7793,262.2498,4.9064,7.5454
105.3084,55.1175,74.4710,1168.8030,241.2379,1971.6827,262.4088,4.7715,7.5138
105.4608,54.7587,79.0961,1157.2742,246.1220,1989.7109,258.2340,4.7481,7.7051
105.6132,52.9314,76.3431,1163.9060,250.8942,1971.5195,259.6876,4.6288,7.5919
105.7656,54.2388,75.3358,1160.6663,253.7013,1970.1245,260.9441,4.7142,7.5500
105.9180,55.1602,75.8660,1165.2446,252.0861,1953.8475,258.0333,4.7743,7.5721
106.0704,53.7001,76.0743,1163.0844,247.8455,1967.9752,259.6022,4.6790,7.5807
106.2228,55.4197,69.7091,1168.9851,254.3660,1961.5035,268.3256,4.7913,7.3102
106.3752,54.0018,69.7040,1165.5776,249.5272,1972.1294,269.7874,4.6987,7.3099
106.5276,55.0183,67.9473,1163.1079,250.7125,1972.1824,272.6749,4.7651,7.2327
106.6800,52.2500,73.0904,1163.0466,247.7119,1999.8629,268.2392,4.5843,7.4555
106.8324,50.9458,70.9911,1162.7697,257.1396,1986.3466,269.6734,4.4991,7.3657
106.9848,51.7309,74.4879,1174.9067,268.1996,1993.1409,265.2397,4.5504,7.5145
107.1372,55.5460,73.0713,1171.6824,265.0577,1978.8776,265.4533,4.7995,7.4547
107.2896,55.7539,74.8208,1176.6459,250.8776,1998.2147,265.4218,4.8131,7.5285
107.4420,55.3140,77.2605,1166.3472,242.6938,1979.9094,259.4964,4.7844,7.6298
107.5944,50.6580,80.2006,1158.9373,242.5856,1976.5497,255.0397,4.4803,7.7500
107.7468,51.0200,79.2542,1147.1133,258.4624,1955.8715,253.6300,4.5040,7.7115
107.8992,51.0235,80.1698,1142.1458,258.8382,1955.0648,252.3080,4.5042,7.7487
108.0516,52.4948,79.4421,1135.3289,257.3324,1948.4915,252.4225,4.6003,7.7192
108.2040,50.9922,79.2191,1131.4991,247.3948,1934.1211,250.8560,4.5022,7.7101
108.3564,48.7421,78.7466,1128.1509,252.0180,1916.6261,249.2101,4.3552,7.6908
108.5088,50.2414,77.2810,1107.0958,255.1808,1901.9521,249.2512,4.4531,7.6307
108.6612,50.2754,75.5990,1103.2856,251.9271,1896.2537,250.7953,4.4554,7.5610
108.8136,51.8895,70.6378,1096.2397,248.7428,1876.3464,255.2682,4.5607,7.3505
108.9660,51.5315,71.7747,1098.2733,246.9059,1866.1685,252.2043,4.5374,7.3994
109.1184,53.7510,74.9288,1095.5583,247.3615,1877.7632,249.2725,4.6823,7.5330
109.2708,56.1906,76.7529,1106.5817,240.9328,1874.0984,246.3048,4.8416,7.6089
109.4232,55.5865,80.0375,1100.4443,231.6082,1884.7133,243.3974,4.8021,7.7434
109.5756,55.4646,81.5647,1109.1656,234.8522,1900.0436,243.4374,4.7942,7.8051
109.7280,54.7864,80.5538,1116.7427,238.0543,1913.4517,246.4431,4.7499,7.7643
109.8804,53.8708,70.6938,1120.2656,242.8069,1918.4689,260.9128,4.6901,7.3529
110.0328,52.3627,73.6864,1119.4642,244.0303,1929.6101,257.9435,4.5916,7.4807
110.1852,52.4845,72.5741,1120.3872,245.6866,1928.7280,259.4615,4.5996,7.4336
110.3376,55.0565,78.4970,1116.9786,244.1559,1914.8488,249.3099,4.7675,7.6806
110.4900,58.2788,70.7925,1110.1073,236.5271,1898.2366,258.0115,4.9779,7.3572
110.6424,57.2178,70.4894,1101.3912,225.3293,1883.5898,256.4778,4.9087,7.3441
110.7948,56.3233,69.5042,1102.4252,228.4928,1883.6893,257.9967,4.8503,7.3012
110.9472,53.0857,79.9710,1111.9573,233.3063,1873.7570,242.0668,4.6389,7.7407
111.0996,52.9029,78.9968,1103.9354,242.8480,1864.4429,242.1034,4.6269,7.7010
111.2520,52.2323,80.6490,1101.4536,242.8481,1880.1724,242.0369,4.5831,7.7681
111.4044,51.9375,80.3757,1111.0956,244.4191,1888.6212,243.4711,4.5639,7.7571
111.5568,53.7223,79.7654,1113.6945,249.2597,1882.9226,243.5136,4.6804,7.7323
111.7092,55.0414,85.2001,1101.3615,242.2834,1878.2081,236.2487,4.7666,7.9501
111.8616,55.2107,81.6904,1111.9250,237.5296,1879.1912,240.6098,4.7776,7.8101
112.0140,53.8023,82.4254,1117.8126,237.4620,1886.1271,240.5889,4.6857,7.8396
112.1664,51.8492,76.5412,1110.0730,242.8464,1895.2773,249.3754,4.5581,7.6001
112.3188,53.2381,76.6815,1101.9939,245.9262,1918.5806,252.2487,4.6488,7.6059
112.4712,54.0103,75.2245,1108.2598,239.6253,1936.3849,256.6333,4.6992,7.5453
112.6236,54.7164,78.9524,1104.7358,238.0137,1941.7837,252.2058,4.7453,7.6992
112.7760,54.6113,75.4849,1110.9840,241.3005,1927.9637,255.1497,4.7385,7.5562
112.9284,55.2370,74.3488,1122.1914,244.4628,1925.8947,256.4902,4.7793,7.5086
113.0808,55.3477,70.0845,1138.0746,246.0744,1922.2694,262.3721,4.7866,7.3265
113.2332,54.5562,76.8909,1143.9623,244.4195,1920.1986,252.1745,4.7349,7.6146
113.3856,50.9047,78.0867,1144.7699,244.3983,1933.4873,252.2887,4.4964,7.6638
113.5380,51.8588,83.7038,1138.5944,255.4085,1933.1895,244.9957,4.5587,7.8907
113.6904,54.9194,80.0053,1141.2566,253.8792,1941.9409,250.8303,4.7586,7.7421
113.8428,54.4504,79.0317,1137.7874,245.9642,1931.4777,250.7617,4.7280,7.7024
113.9952,54.2639,77.4457,1134.3638,247.6125,1948.3279,255.1019,4.7158,7.6374
114.1476,52.1806,69.7827,1143.1495,247.6129,1941.4398,265.4644,4.5798,7.3134
114.3000,54.3439,70.7947,1144.9292,253.9578,1964.3037,266.9881,4.7210,7.3573
114.4524,52.5679,72.6750,1138.7397,246.0315,1964.5114,264.1229,4.6050,7.4379
114.6048,51.9423,83.7633,1137.6938,250.7420,1977.8241,250.5768,4.5642,7.8931
114.7572,52.1252,82.5217,1138.5781,252.3118,1953.9868,249.1223,4.5761,7.8435
114.9096,53.7147,78.2794,1135.1876,252.0429,1955.6487,254.9177,4.6799,7.6717
115.0620,53.8028,74.9056,1136.9814,247.3326,1943.6980,258.0587,4.6857,7.5320
115.2144,55.7634,78.0609,1137.1602,247.3978,1932.3567,252.1760,4.8137,7.6627
115.3668,54.2762,78.8251,1143.2871,242.8931,1917.6960,249.2453,4.7166,7.6940
115.5192,55.0985,77.1573,1135.8896,243.9303,1922.9197,252.1677,4.7703,7.6256
115.6716,55.2848,80.3585,1134.0782,240.7244,1933.8463,249.3237,4.7825,7.7564
115.8240,54.7495,81.7714,1140.2740,240.8071,1937.2145,247.9357,4.7475,7.8134
115.9764,55.7338,79.8835,1140.9027,246.0711,1940.6819,250.8279,4.8118,7.7371
116.1288,52.6416,78.1999,1141.2552,245.6252,1955.6580,255.0272,4.6099,7.6684
116.2812,54.6312,77.0021,1150.5648,253.5668,1965.0879,257.9141,4.7398,7.6192
116.4336,51.8261,79.8585,1158.4918,248.8998,1962.1716,253.6386,4.5566,7.7361
116.5860,55.2382,82.4820,1152.1167,257.2380,1966.9905,250.8309,4.7794,7.8419
116.7384,55.0203,76.5090,1167.6599,250.7626,1975.0710,259.9200,4.7652,7.5988
116.8908,58.9310,74.9173,1164.1311,250.2950,1968.6427,261.3534,5.0205,7.5325
117.0432,57.1771,72.3468,1167.4186,237.5887,1962.6365,264.3676,4.9060,7.4239
117.1956,54.6291,79.5270,1164.6320,239.2437,1970.9044,255.2118,4.7396,7.7226
117.3480,54.8892,77.5445,1155.2775,244.4443,1971.5745,258.0085,4.7566,7.6415
117.5004,53.8142,78.0049,1140.5999,242.8347,1964.3745,256.4312,4.6864,7.6604
117.6528,55.6963,75.4981,1130.8940,242.8551,1948.9427,257.9074,4.8093,7.5568
117.8052,52.9902,76.0479,1116.1123,234.8360,1933.3160,255.0671,4.6326,7.5796
117.9576,55.6001,72.3993,1103.1740,239.6671,1905.5413,256.5995,4.8030,7.4261
118.1100,53.2864,78.0214,1108.4181,232.7286,1887.7356,246.4050,4.6520,7.6611
118.2624,54.6650,77.9176,1095.5439,240.7270,1886.8531,246.4268,4.7420,7.6569
118.4148,51.3712,82.5744,1096.4127,237.5441,1887.2520,240.5492,4.5269,7.8456
118.5672,56.4692,84.3899,1102.5884,247.6440,1905.1533,240.6103,4.8598,7.9180
118.7196,54.0097,83.5653,1111.1332,234.8966,1909.0858,242.1104,4.6992,7.8852
118.8720,55.3203,88.8907,1106.6971,242.8328,1913.2183,236.3398,4.7848,8.0952
119.0244,53.6195,82.5532,1118.0165,239.6716,1911.0514,243.6091,4.6737,7.8447
119.1768,54.1484,91.8862,1125.9573,245.5936,1928.2585,234.8204,4.7082,8.2116
119.3292,51.8696,80.3405,1133.6954,247.1638,1922.4574,247.8787,4.5595,7.7556
119.4816,49.3351,81.4143,1127.6910,253.5107,1933.0415,247.8575,4.3940,7.7990
119.6340,50.5120,75.2922,1131.2134,260.3584,1936.8722,256.6016,4.4708,7.5482
119.7864,51.7155,73.0321,1122.3478,251.9264,1924.1971,258.1759,4.5494,7.4530
119.9388,53.5467,69.5670,1109.0403,245.5152,1917.4073,262.5162,4.6690,7.3040
120.0912,52.6357,63.8403,1098.5884,237.4961,1890.7415,268.3110,4.6095,7.0468
120.2436,54.7187,64.6292,1102.2288,242.8298,1869.0559,263.8725,4.7455,7.0832
120.3960,52.2697,65.6828,1095.8807,236.4305,1851.2708,259.6006,4.5856,7.1312
120.5484,52.1798,70.4660,1108.3346,249.2747,1852.5453,252.2854,4.5797,7.3431
120.7008,49.9784,70.0147,1115.5503,249.2755,1847.1260,252.2202,4.4360,7.3235
120.8532,51.4694,76.4058,1110.0295,255.3267,1860.2194,244.9434,4.5333,7.5945
121.0056,54.0139,81.5129,1105.3500,245.6410,1865.6189,239.0907,4.6995,7.8030
121.1580,58.6604,87.2140,1106.6727,236.1050,1873.9301,233.3795,5.0029,8.0295
121.3104,59.3908,87.4711,1098.7054,224.6353,1876.2889,233.3799,5.0506,8.0396
121.4628,55.4255,84.7939,1101.8784,224.6582,1874.1398,236.2151,4.7916,7.9340
121.6152,51.5247,80.7840,1113.5194,240.4746,1869.1842,240.4535,4.5369,7.7736
121.7676,52.1642,75.1288,1124.9575,255.5187,1890.3187,250.6609,4.5787,7.5413
121.9200,52.1405,79.7615,1132.6921,253.5300,1903.7305,246.2097,4.5771,7.7322
122.0724,56.1783,80.6160,1131.9873,252.0272,1923.6956,247.6824,4.8408,7.7668
122.2248,53.6003,90.6663,1131.1195,237.6708,1938.1659,237.3940,4.6725,8.1643
122.3772,55.3278,86.7118,1116.8485,240.9225,1950.0081,243.4530,4.7853,8.0098
122.5296,49.2929,82.3301,1102.9858,232.8987,1943.1212,247.9797,4.3912,7.8358
122.6820,50.3178,74.6927,1095.0781,250.4624,1931.8490,256.7896,4.4581,7.5231
122.8344,48.8022,78.9729,1091.4399,249.2412,1921.0253,249.4824,4.3592,7.7000
122.9868,49.2184,85.1928,1089.0043,257.0455,1911.1761,240.4043,4.3863,7.9498
123.1392,50.5233,89.3846,1100.5009,256.9301,1926.6168,237.4297,4.4715,8.1145
123.2916,53.1224,78.9054,1109.2219,255.3584,1917.5553,249.1209,4.6413,7.6973
123.4440,54.1101,76.7529,1116.4784,247.1995,1930.4838,253.7153,4.7057,7.6089
123.5964,52.9809,80.3155,1127.6210,245.6549,1932.5520,249.2129,4.6320,7.7546
123.7488,50.3172,87.5802,1132.5963,250.3440,1933.6494,240.3866,4.4581,8.0439
123.9012,52.6807,87.5391,1128.6151,257.1079,1933.4415,240.4090,4.6124,8.0423
124.0536,52.2410,82.1172,1133.1914,249.2983,1941.4180,248.0327,4.5837,7.8273
124.2060,51.5351,82.9606,1130.8406,249.2773,1927.2786,245.1681,4.5376,7.8611
124.3584,49.3333,86.9933,1129.3031,255.5707,1942.4680,242.1768,4.3938,8.0209
124.5108,50.9158,90.8433,1127.9895,261.9227,1941.8479,237.6451,4.4972,8.1712
124.6632,51.8977,77.2153,1148.7421,262.0312,1935.9438,253.7961,4.5613,7.6280
124.8156,51.9838,71.9696,1144.1660,257.3086,1933.7035,261.0369,4.5669,7.4078
124.9680,51.0379,73.5002,1147.8665,257.2193,1938.5193,259.4075,4.5051,7.4729
125.1204,50.9536,79.6130,1145.1746,255.2367,1925.2980,249.1935,4.4996,7.7261
125.2728,54.3413,83.4829,1143.2034,255.2131,1930.6201,244.9433,4.7208,7.8819
125.4252,51.8365,80.9671,1140.8488,247.3583,1918.4027,246.5504,4.5573,7.7810
125.5776,53.9939,80.1147,1144.2554,258.8711,1931.7762,249.3745,4.6982,7.7465
125.7300,51.6823,75.0825,1136.4010,249.3022,1936.1182,256.7999,4.5472,7.5394
125.8824,55.1192,78.4937,1136.3003,252.3402,1916.3596,249.5110,4.7716,7.6805
126.0348,54.6303,80.0846,1145.3845,240.8706,1899.5477,245.2527,4.7397,7.7453
126.1872,53.9944,85.0747,1127.7937,242.5024,1900.9521,239.2589,4.6982,7.9452
126.3396,53.1557,83.6153,1116.5662,242.2269,1886.9343,239.2406,4.6434,7.8872
126.4920,52.5032,75.7742,1114.9484,239.3900,1886.5245,249.2680,4.6008,7.5683
126.6444,51.6019,77.3460,1107.9067,240.8770,1879.8800,246.2722,4.5420,7.6333
126.7968,53.2715,78.5382,1088.5981,242.8495,1881.0582,244.8568,4.6510,7.6823
126.9492,52.8236,86.2225,1092.9889,239.6867,1874.9670,234.6488,4.6217,7.9905
127.1016,53.7177,88.6248,1092.7839,241.2980,1862.7244,230.3981,4.6801,8.0848
127.2540,52.4382,79.1773,1102.2562,242.8258,1864.7969,241.9181,4.5966,7.7084
127.4064,54.3773,79.1734,1109.6434,247.2203,1877.0427,243.5118,4.7232,7.7082
127.5588,54.3787,76.0051,1122.7651,244.2051,1900.5527,250.8034,4.7233,7.5779
127.7112,52.8326,76.2029,1129.8434,245.5637,1913.8048,252.2787,4.6223,7.5861
127.8636,52.0449,77.1863,1136.0190,250.6556,1934.6754,253.6694,4.5709,7.6268
128.0160,52.5953,76.4394,1142.0889,255.3267,1938.4158,255.1932,4.6068,7.5959
128.1684,56.0429,86.8441,1149.1510,253.6998,1965.1616,245.1855,4.8320,8.0150
128.3208,54.0315,80.4955,1155.8500,245.7858,1949.4186,251.1517,4.7006,7.7619
128.4732,52.4599,77.1475,1154.8436,252.2017,1958.3839,256.8320,4.5980,7.6252
128.6256,50.7778,71.8326,1164.7280,258.7503,1964.8632,265.4534,4.4882,7.4019
128.7780,52.5427,73.9650,1163.8596,263.5028,1955.2188,260.9569,4.6034,7.4925
128.9304,54.8059,78.6426,1154.2621,254.0086,1939.1260,252.2753,4.7512,7.6865
129.0828,55.4422,86.9688,1149.3835,244.2060,1930.2777,240.6859,4.7927,8.0199
129.2352,54.8902,84.3501,1143.8248,239.3515,1905.0118,240.6404,4.7567,7.9164
129.3876,53.3759,84.2558,1125.8812,238.8210,1880.9427,237.7126,4.6578,7.9127
129.5400,50.8730,77.4434,1109.6460,239.2448,1871.4977,245.0455,4.4944,7.6373
129.6924,50.3027,78.1530,1106.1749,245.8000,1856.2365,242.1228,4.4571,7.6665
129.8448,52.0715,74.2194,1087.0389,245.7776,1848.7639,246.3965,4.5726,7.5032
129.9972,51.4923,74.5343,1076.8258,239.3097,1838.9310,244.6546,4.5348,7.5164
130.1496,51.3811,71.2692,1066.0076,236.0589,1805.9309,244.7816,4.5276,7.3777
130.3020,49.2127,80.3920,1047.8794,231.8318,1787.5791,230.4259,4.3860,7.7577
130.4544,50.8743,91.0711,1028.5116,233.4216,1774.0146,216.8708,4.4945,8.1801
130.6068,50.7773,93.4967,1025.5045,228.5671,1757.4149,212.4064,4.4881,8.2738
130.7592,51.3597,92.4051,1015.5490,231.2534,1748.0221,212.3524,4.5262,8.2317
130.9116,51.6283,89.5005,1015.5515,231.3131,1741.9733,214.5554,4.5437,8.1190
131.0640,56.7378,90.1962,1036.1077,234.5541,1735.9552,213.1033,4.8773,8.1461
131.2164,57.6886,87.3586,1058.5367,225.3709,1746.7554,217.3875,4.9394,8.0352
131.3688,56.4257,83.9241,1068.9731,226.9027,1771.9072,224.3067,4.8569,7.8995
131.5212,52.4810,78.7625,1084.1793,231.6572,1781.6205,231.6364,4.5994,7.6915
131.6736,51.8216,79.7701,1086.8275,238.1144,1814.0488,234.6005,4.5563,7.7325
131.8260,54.3252,81.5349,1075.4110,236.5027,1821.1426,233.3644,4.7198,7.8039
131.9784,54.6862,90.6116,1062.8735,224.6591,1821.2373,223.1302,4.7434,8.1622
132.1308,54.2975,88.0081,1064.6029,227.7612,1810.1439,224.5646,4.7180,8.0607
132.2832,50.7615,77.6801,1049.1361,227.8413,1784.7367,233.3877,4.4871,7.6471
132.4356,50.7448,71.8921,1043.0792,236.5645,1760.2247,237.7248,4.4860,7.4045
132.5880,53.3273,73.0836,1035.3475,229.4953,1736.8888,232.9759,4.6546,7.4552
132.7404,56.5249,81.0743,1038.3132,224.6286,1733.9437,222.7202,4.8634,7.7853
132.8928,56.8212,82.4723,1050.6262,224.6084,1747.0941,222.8008,4.8828,7.8415
133.0452,54.7927,81.0030,1068.8674,231.7602,1794.0012,230.5196,4.7503,7.7824
133.1976,53.4223,78.6774,1089.3591,241.3190,1826.6671,237.6007,4.6608,7.6880
133.3500,52.5782,74.5701,1108.3931,241.2566,1872.8901,249.1227,4.6057,7.5179
133.5024,51.6735,74.3185,1123.4004,246.0133,1902.8656,253.4662,4.5466,7.5074
133.6548,52.5876,71.3985,1117.3488,250.6193,1916.3409,259.5512,4.6063,7.3833
