#HOLE:,940A
#LEG:,155
#TOP:,77.419197
#BOTTOM:,227.076004
DEPTH_WMSF,RHOB,PEF,DRHO
m,g/cm3,barns/e-,g/cm3
177.0888,1.9378,3.0242,0.0086
177.2412,1.9400,2.9891,0.0082
177.3936,1.9373,2.9672,0.0080
177.5460,1.9373,2.9122,0.0101
177.6984,1.9283,2.8805,0.0100
177.8508,1.9231,2.8858,0.0112
178.0032,1.9153,2.8841,0.0111
178.1556,1.9281,2.8081,0.0187
178.3080,1.9315,2.7792,0.0155
178.4604,1.9447,2.8039,0.0164
178.6128,1.9443,2.8880,0.0133
178.7652,1.9453,2.8949,0.0159
178.9176,1.9329,2.8661,0.0115
179.0700,1.9341,2.8664,0.0148
179.2224,1.9376,2.9695,0.0123
179.3748,1.9478,2.9652,0.0132
179.5272,1.9431,2.9820,0.0090
179.6796,1.9375,2.8900,0.0086
179.8320,1.9350,2.8992,0.0085
179.9844,1.9319,2.8574,0.0083
180.1368,1.9276,2.8210,0.0089
180.2892,1.9189,2.9619,0.0121
180.4416,1.9369,2.9710,0.0313
180.5940,1.9392,3.1233,0.0307
180.7464,1.9462,3.0697,0.0247
180.8988,1.9478,3.0822,0.0204
181.0512,1.9530,3.0428,0.0181
181.2036,1.9493,2.9707,0.0149
181.3560,1.9470,2.9959,0.0114
181.5084,1.9410,3.0268,0.0082
181.6608,1.9390,3.0236,0.0083
181.8132,1.9353,3.0046,0.0087
181.9656,1.9336,2.8627,0.0084
182.1180,1.9393,2.7776,0.0142
182.2704,1.9405,2.7515,0.0117
182.4228,1.9407,2.8230,0.0103
182.5752,1.9379,2.9058,0.0082
182.7276,1.9387,2.8129,0.0084
182.8800,1.9390,2.8248,0.0112
183.0324,1.9250,2.9011,0.0205
183.1848,1.9520,3.0438,0.0386
183.3372,1.9505,3.0813,0.0247
183.4896,1.9854,3.0363,0.0229
183.6420,1.9725,2.9928,0.0082
183.7944,1.9687,2.9660,0.0088
183.9468,1.9560,3.0069,0.0086
184.0992,1.9463,3.0050,0.0094
184.2516,1.9441,3.0706,0.0142
184.4040,1.9569,3.0621,0.0166
184.5564,1.9622,3.0855,0.0172
184.7088,1.9611,3.0400,0.0098
184.8612,1.9614,3.0251,0.0107
185.0136,1.9602,3.0305,0.0070
185.1660,1.9598,3.0698,0.0064
185.3184,1.9621,3.1211,0.0069
185.4708,1.9570,3.1130,0.0071
185.6232,1.9522,3.0397,0.0074
185.7756,1.9417,2.9849,0.0084
185.9280,1.9386,2.9595,0.0072
186.0804,1.9385,2.9888,0.0076
186.2328,1.9416,2.9811,0.0067
186.3852,1.9384,3.0287,0.0066
186.5376,1.9359,3.0667,0.0073
186.6900,1.9336,3.0467,0.0084
186.8424,1.9370,2.9591,0.0083
186.9948,1.9422,2.8627,0.0078
187.1472,1.9426,2.8732,0.0096
187.2996,1.9518,2.9422,0.0177
187.4520,1.9524,2.9561,0.0172
187.6044,1.9432,2.8995,0.0093
187.7568,1.9285,2.9169,0.0083
187.9092,1.9320,2.9353,0.0209
188.0616,1.9502,3.0172,0.0418
188.2140,1.9549,3.0410,0.0424
188.3664,1.9448,3.0346,0.0282
188.5188,1.9398,2.9864,0.0212
188.6712,1.9326,2.9240,0.0100
188.8236,1.9260,2.8272,0.0078
188.9760,1.9316,2.8779,0.0086
189.1284,1.9375,2.8903,0.0094
189.2808,1.9415,3.0255,0.0074
189.4332,1.9456,3.0781,0.0063
189.5856,1.9458,3.1370,0.0055
189.7380,1.9486,3.1048,0.0079
189.8904,1.9503,3.0945,0.0089
190.0428,1.9540,3.0891,0.0087
190.1952,1.9565,3.1448,0.0086
190.3476,1.9529,3.0953,0.0080
190.5000,1.9537,3.0710,0.0073
190.6524,1.9619,3.0618,0.0060
190.8048,1.9646,3.0590,0.0047
190.9572,1.9623,3.0097,0.0045
191.1096,1.9645,2.9238,0.0070
191.2620,1.9676,2.9532,0.0078
191.4144,1.9720,3.0512,0.0072
191.5668,1.9688,3.1443,0.0079
191.7192,1.9649,3.0809,0.0086
191.8716,1.9650,3.0271,0.0145
192.0240,1.9672,3.0509,0.0156
192.1764,1.9635,3.0550,0.0120
192.3288,1.9559,3.0598,0.0082
192.4812,1.9487,2.9501,0.0073
192.6336,1.9397,2.9292,0.0073
192.7860,1.9373,2.9134,0.0079
192.9384,1.9350,2.9671,0.0094
193.0908,1.9441,2.9974,0.0172
193.2432,1.9483,2.9638,0.0169
193.3956,1.9508,2.9880,0.0107
193.5480,1.9552,3.0481,0.0095
193.7004,1.9522,3.0729,0.0083
193.8528,1.9431,3.0001,0.0088
194.0052,1.9406,3.0127,0.0094
194.1576,1.9483,3.0505,0.0142
194.3100,1.9553,3.1116,0.0148
194.4624,1.9523,3.0809,0.0099
194.6148,1.9540,3.0131,0.0092
194.7672,1.9497,2.9702,0.0066
194.9196,1.9489,2.8985,0.0072
195.0720,1.9458,2.9867,0.0076
195.2244,1.9487,3.0539,0.0090
195.3768,1.9527,3.1139,0.0092
195.5292,1.9502,3.0522,0.0075
195.6816,1.9528,3.0430,0.0065
195.8340,1.9590,3.0672,0.0075
195.9864,1.9640,3.0595,0.0079
196.1388,1.9674,3.0845,0.0112
196.2912,1.9693,3.0539,0.0139
196.4436,1.9647,3.0746,0.0107
196.5960,1.9625,3.0544,0.0090
196.7484,1.9585,3.0687,0.0081
196.9008,1.9593,3.0880,0.0093
197.0532,1.9631,3.0890,0.0091
197.2056,1.9660,3.0470,0.0082
197.3580,1.9684,3.0143,0.0074
197.5104,1.9658,2.9785,0.0064
197.6628,1.9651,3.0509,0.0081
197.8152,1.9669,2.9828,0.0084
197.9676,1.9626,2.9631,0.0082
198.1200,1.9556,2.9542,0.0076
198.2724,1.9549,3.0920,0.0056
198.4248,1.9618,3.1283,0.0052
198.5772,1.9697,3.1207,0.0051
198.7296,1.9690,3.1243,0.0051
198.8820,1.9579,3.1172,0.0027
199.0344,1.9539,3.0956,0.0057
199.1868,1.9574,3.0192,0.0085
199.3392,1.9653,3.0776,0.0097
199.4916,1.9693,3.1150,0.0078
199.6440,1.9617,3.1069,0.0083
199.7964,1.9551,3.0632,0.0077
199.9488,1.9534,3.0435,0.0078
200.1012,1.9587,3.0955,0.0072
200.2536,1.9622,3.0975,0.0065
200.4060,1.9593,3.0827,0.0080
200.5584,1.9689,3.0924,0.0186
200.7108,1.9717,3.1025,0.0208
200.8632,1.9751,3.0835,0.0158
201.0156,1.9689,3.0677,0.0082
201.1680,1.9697,3.0465,0.0078
201.3204,1.9711,3.0029,0.0088
201.4728,1.9720,2.9256,0.0102
201.6252,1.9663,2.9280,0.0080
201.7776,1.9596,3.0224,0.0071
201.9300,1.9614,3.1151,0.0092
202.0824,1.9628,3.1180,0.0077
202.2348,1.9662,3.0945,0.0076
202.3872,1.9674,3.0532,0.0073
202.5396,1.9685,3.0672,0.0076
202.6920,1.9665,3.0501,0.0075
202.8444,1.9619,3.0978,0.0077
202.9968,1.9546,3.1227,0.0073
203.1492,1.9576,3.2149,0.0073
203.3016,1.9627,3.2012,0.0074
203.4540,1.9678,3.1722,0.0074
203.6064,1.9664,3.0778,0.0077
203.7588,1.9632,3.1116,0.0085
203.9112,1.9655,3.0667,0.0098
204.0636,1.9654,3.1138,0.0092
204.2160,1.9687,3.0928,0.0082
204.3684,1.9725,3.1341,0.0093
204.5208,1.9718,3.1177,0.0060
204.6732,1.9759,3.1262,0.0060
204.8256,1.9709,3.1152,0.0029
204.9780,1.9691,3.0908,0.0037
205.1304,1.9631,3.0990,0.0035
205.2828,1.9568,3.0664,0.0044
205.4352,1.9515,3.0719,0.0076
205.5876,1.9420,2.9762,0.0085
205.7400,1.9471,3.0088,0.0133
205.8924,1.9661,3.0422,0.0168
206.0448,1.9707,3.0959,0.0099
206.1972,1.9740,3.1297,0.0072
206.3496,1.9665,3.0602,0.0038
206.5020,1.9651,3.0313,0.0053
206.6544,1.9611,3.0014,0.0060
206.8068,1.9550,3.0648,0.0048
206.9592,1.9531,3.0343,0.0069
207.1116,1.9540,3.0464,0.0096
207.2640,1.9576,3.0084,0.0123
207.4164,1.9640,3.0830,0.0147
207.5688,1.9639,3.0695,0.0098
207.7212,1.9586,3.0629,0.0090
207.8736,1.9562,2.9931,0.0080
208.0260,1.9507,3.0101,0.0049
208.1784,1.9617,3.0238,0.0059
208.3308,1.9615,3.1014,0.0054
208.4832,1.9639,3.0760,0.0075
208.6356,1.9583,3.0637,0.0084
208.7880,1.9621,3.1006,0.0084
208.9404,1.9682,3.1199,0.0069
209.0928,1.9663,3.1581,0.0024
209.2452,1.9646,3.0971,-0.0009
209.3976,1.9639,3.1037,0.0033
209.5500,1.9636,3.0589,0.0039
209.7024,1.9624,3.0280,0.0070
209.8548,1.9597,3.0129,0.0065
210.0072,1.9626,2.9353,0.0066
210.1596,1.9493,2.8949,0.0059
210.3120,1.9313,2.7938,0.0082
210.4644,1.9248,2.7824,0.0141
210.6168,1.9226,2.6958,0.0094
210.7692,1.9338,2.7181,0.0085
210.9216,1.9350,2.7932,0.0085
211.0740,1.9326,2.9195,0.0076
211.2264,1.9453,2.9400,0.0149
211.3788,1.9450,2.9343,0.0122
211.5312,1.9466,2.9799,0.0105
211.6836,1.9383,3.0014,0.0084
211.8360,1.9330,2.9753,0.0093
211.9884,1.9322,2.9387,0.0121
212.1408,1.9328,2.8962,0.0164
212.2932,1.9388,2.9144,0.0143
212.4456,1.9428,2.8942,0.0119
212.5980,1.9492,2.8986,0.0085
212.7504,1.9421,2.8442,0.0076
212.9028,1.9347,2.7942,0.0084
213.0552,1.9264,2.7688,0.0085
213.2076,1.9225,2.8528,0.0110
213.3600,1.9322,2.9390,0.0173
213.5124,1.9484,3.0282,0.0246
213.6648,1.9534,3.0467,0.0213
213.8172,1.9459,3.0459,0.0115
213.9696,1.9342,2.9654,0.0081
214.1220,1.9363,2.9400,0.0097
214.2744,1.9285,2.9257,0.0091
214.4268,1.9351,2.9342,0.0201
214.5792,1.9227,2.9443,0.0148
214.7316,1.9215,2.9801,0.0145
214.8840,1.9253,2.9732,0.0092
215.0364,1.9271,2.8895,0.0080
215.1888,1.9400,2.8762,0.0093
215.3412,1.9360,2.8634,0.0090
215.4936,1.9419,2.8683,0.0087
215.6460,1.9368,2.8655,0.0083
215.7984,1.9413,2.9157,0.0089
215.9508,1.9441,2.9829,0.0091
216.1032,1.9499,2.9144,0.0081
216.2556,1.9554,2.9502,0.0084
216.4080,1.9541,2.9812,0.0094
216.5604,1.9290,3.1015,0.0131
216.7128,1.9822,2.8129,0.0856
216.8652,2.0087,2.4353,0.1233
217.0176,2.0078,2.1763,0.1491
217.1700,1.8903,2.0242,0.0961
217.3224,1.8238,1.7172,0.0799
217.4748,1.6341,1.5586,0.0285
217.6272,1.6076,1.3444,0.0403
217.7796,1.6178,1.5083,0.0580
217.9320,1.7429,1.7439,0.0813
218.0844,1.7798,2.1476,0.0692
218.2368,1.8299,2.6002,0.0771
218.3892,1.8673,2.7603,0.0565
218.5416,1.9180,2.7828,0.0435
218.6940,1.9066,2.7319,0.0145
218.8464,1.9086,2.7149,0.0198
218.9988,1.9215,2.7712,0.0316
219.1512,1.9275,2.8392,0.0308
219.3036,1.9184,2.8969,0.0125
219.4560,1.9262,2.4115,0.0111
219.6084,1.8560,2.1102,-0.0064
219.7608,1.8272,1.9269,0.0191
219.9132,1.7951,2.1767,0.0322
220.0656,1.8440,2.6171,0.0553
220.2180,1.8477,2.8775,0.0140
220.3704,1.8971,2.8549,0.0237
220.5228,1.9136,2.8049,0.0346
220.6752,1.9292,2.8398,0.0477
220.8276,1.9164,2.9057,0.0273
220.9800,1.9097,2.8709,0.0084
221.1324,1.9082,2.8542,-0.0001
221.2848,1.9063,2.8736,-0.0082
221.4372,1.9100,2.8058,-0.0051
221.5896,1.8914,2.7703,-0.0071
221.7420,1.8581,2.6768,0.0099
221.8944,1.8875,2.6161,0.0760
222.0468,1.9269,2.4243,0.1448
222.1992,1.9442,2.3572,0.1729
222.3516,1.9130,2.2856,0.1659
222.5040,1.9199,2.3358,0.1910
222.6564,1.9218,2.3325,0.1962
222.8088,1.9101,2.4142,0.1789
222.9612,1.9057,2.4036,0.1684
223.1136,1.9073,2.4707,0.1718
223.2660,1.9197,2.4668,0.1885
223.4184,1.9193,2.3912,0.1921
223.5708,1.9053,2.4410,0.1949
223.7232,1.9153,2.5119,0.1925
223.8756,1.9049,2.9273,0.1293
224.0280,1.9165,2.9365,0.0568
224.1804,1.9203,2.7705,0.0083
224.3328,1.8887,2.4727,0.0087
224.4852,1.8686,2.3285,0.0240
224.6376,1.8682,2.4407,0.0316
224.7900,1.8826,2.6533,0.0168
224.9424,1.9084,2.6638,0.0071
225.0948,1.9100,2.6319,-0.0027
225.2472,1.9149,2.6443,-0.0049
225.3996,1.9144,2.7191,-0.0067
225.5520,1.9139,2.8045,-0.0073
225.7044,1.9077,2.7434,-0.0093
225.8568,1.9052,2.7541,-0.0095
226.0092,1.9090,2.6528,-0.0085
226.1616,1.9119,2.6240,-0.0059
226.3140,1.9151,2.5785,-0.0061
226.4664,1.9168,2.3431,-0.0054
226.6188,1.9188,2.1654,-0.0065
226.7712,1.9472,1.9796,0.0097
226.9236,1.9548,1.9796,0.0068
227.0760,-999.2500,-999.2500,-999.2500

