#HOLE:,940A
#LEG:,155
#TOP:,83.362801
#BOTTOM:,231.952805
DEPTH_WMSF,FX,FY,FZ,FNOR,DEVI,FINC,RB,P1AZ,HAZI
m,oer,oer,oer,oer,deg,deg,deg,deg,deg,,
123.5964,0.3018,0.0304,0.0780,0.3132,5.3421,19.6052,161.3074,335.5675,174.3359
123.7488,0.3031,0.0161,0.0778,0.3132,5.3418,19.6062,162.3098,336.5685,174.3310
123.9012,0.3034,0.0161,0.0780,0.3132,5.3422,19.6082,163.8963,338.1633,174.3336
124.0536,0.3032,0.0173,0.0779,0.3132,5.3328,19.5975,163.7865,338.0678,174.3480
124.2060,0.3021,0.0258,0.0779,0.3132,5.3384,19.6021,162.9519,337.2550,174.3730
124.3584,0.3028,0.0187,0.0779,0.3132,5.3491,19.6109,163.0062,337.2820,174.3459
124.5108,0.3026,0.0199,0.0779,0.3133,5.3494,19.6100,163.3063,337.5906,174.3532
124.6632,0.3030,0.0189,0.0777,0.3133,5.3505,19.6081,163.1444,337.4242,174.3493
124.8156,0.3029,0.0188,0.0779,0.3133,5.3580,19.6161,163.1583,337.4318,174.3432
124.9680,0.3033,0.0142,0.0778,0.3133,5.3650,19.6204,163.8358,338.0865,174.3181
125.1204,0.3031,0.0120,0.0779,0.3133,5.3632,19.6137,164.2404,338.4491,174.2744
125.2728,0.3030,0.0156,0.0779,0.3133,5.3633,19.6121,164.2480,338.2974,174.1152
125.4252,0.3028,0.0156,0.0779,0.3133,5.3662,19.6137,164.2478,338.1814,173.9991
125.5776,0.3025,0.0194,0.0781,0.3133,5.3646,19.6095,164.2691,338.0759,173.8726
125.7300,0.3021,0.0305,0.0782,0.3133,5.3686,19.6113,161.9766,335.7349,173.8281
125.8824,0.3017,0.0339,0.0779,0.3133,5.3712,19.6135,161.1181,334.8327,173.7920
126.0348,0.3016,0.0348,0.0779,0.3133,5.3673,19.6083,160.9507,334.6390,173.7661
126.1872,0.3004,0.0432,0.0776,0.3133,5.3643,19.6041,160.1773,333.8866,173.7902
126.3396,0.2988,0.0532,0.0775,0.3133,5.3625,19.5995,157.9236,331.7448,173.9106
126.4920,0.3000,0.0467,0.0776,0.3133,5.3683,19.6020,157.9621,331.8201,173.9473
126.6444,0.3008,0.0417,0.0775,0.3133,5.3743,19.6048,159.0864,332.9583,173.9556
126.7968,0.3010,0.0397,0.0775,0.3133,5.3761,19.6028,159.5261,333.3790,173.9359
126.9492,0.3020,0.0270,0.0777,0.3133,5.3766,19.5984,162.9487,336.7944,173.9151
127.1016,0.2995,0.0449,0.0777,0.3133,5.3797,19.5958,160.4027,334.2205,173.8924
127.2540,0.2968,0.0636,0.0777,0.3133,5.3837,19.5942,156.0596,329.8423,173.8745
127.4064,0.2967,0.0640,0.0778,0.3133,5.3863,19.5914,155.0027,328.7693,173.8635
127.5588,0.2974,0.0604,0.0780,0.3133,5.3883,19.5894,155.4252,329.1931,173.8635
127.7112,0.3005,0.0352,0.0777,0.3133,5.3933,19.5916,158.8785,332.6823,173.8953
127.8636,0.3027,0.0195,0.0775,0.3133,5.4012,19.5947,162.6938,336.6199,173.9958
128.0160,0.3022,0.0280,0.0775,0.3132,5.4083,19.5952,162.4277,336.4763,174.1198
128.1684,0.3025,0.0255,0.0775,0.3132,5.4148,19.5954,161.5326,335.7280,174.2728
128.3208,0.3030,0.0174,0.0774,0.3132,5.4187,19.5953,162.8475,337.2038,174.4288
128.4732,0.3035,0.0127,0.0774,0.3132,5.4187,19.5936,164.1165,338.5606,174.5110
128.6256,0.3036,0.0104,0.0774,0.3132,5.4222,19.5935,164.4937,339.0406,174.6134
128.7780,0.3032,0.0018,0.0775,0.3132,5.4263,19.5942,165.3725,339.9666,174.6563
128.9304,0.3024,-0.0203,0.0773,0.3132,5.4311,19.5973,168.3206,342.8517,174.5914
129.0828,0.3002,-0.0434,0.0770,0.3131,5.4319,19.5978,173.3422,347.7579,174.4531
129.2352,0.2999,-0.0438,0.0770,0.3132,5.4251,19.5902,175.1746,349.5535,174.4010
129.3876,0.3000,-0.0429,0.0771,0.3132,5.4218,19.5855,174.9194,349.2372,174.3409
129.5400,0.2966,-0.0617,0.0775,0.3132,5.4216,19.5835,177.3570,351.6363,174.2927
129.6924,0.2959,-0.0659,0.0778,0.3132,5.4191,19.5802,181.5948,355.8462,174.2398
129.8448,0.3011,-0.0348,0.0780,0.3132,5.4213,19.5819,175.8875,350.0130,174.1547
129.9972,0.3038,-0.0008,0.0775,0.3132,5.4170,19.5801,168.3727,342.5017,174.1832
130.1496,0.3032,0.0024,0.0775,0.3132,5.4078,19.5736,166.9003,340.9768,174.1256
130.3020,0.3023,0.0278,0.0776,0.3132,5.4021,19.5696,163.7881,337.8331,174.1097
130.4544,0.3029,0.0201,0.0775,0.3132,5.3946,19.5668,162.4422,336.4063,174.0375
130.6068,0.2999,0.0485,0.0775,0.3133,5.3994,19.5776,160.0103,333.8028,173.8745
130.7592,0.3003,0.0462,0.0773,0.3132,5.3844,19.5638,158.6042,332.2978,173.7798
130.9116,0.3003,0.0460,0.0772,0.3133,5.3781,19.5605,158.8949,332.3827,173.5728
131.0640,0.3007,0.0426,0.0770,0.3133,5.3879,19.5673,159.0921,332.4912,173.4838
131.2164,0.3036,0.0018,0.0777,0.3133,5.3852,19.5615,165.0384,338.3197,173.3447
131.3688,0.3034,0.0080,0.0774,0.3133,5.3883,19.5613,167.6573,340.8415,173.2373
131.5212,0.3034,0.0076,0.0774,0.3133,5.3962,19.5664,166.7057,339.6354,172.9867
131.6736,0.3035,-0.0058,0.0776,0.3133,5.4018,19.5643,167.6040,340.5863,173.0359
131.8260,0.3034,0.0088,0.0770,0.3133,5.4034,19.5613,168.8392,341.7681,172.9775
131.9784,0.3031,0.0095,0.0768,0.3133,5.4177,19.5705,166.2263,339.0910,172.9241
132.1308,0.3031,0.0111,0.0772,0.3133,5.4146,19.5612,166.1027,338.9829,172.9401
132.2832,0.3029,0.0185,0.0773,0.3133,5.4197,19.5591,165.4599,338.3416,172.9442
132.4356,0.3032,0.0153,0.0772,0.3133,5.4280,19.5612,164.6264,337.5939,173.0335
132.5880,0.3034,0.0143,0.0770,0.3132,5.4389,19.5608,165.6663,338.5217,172.9175
132.7404,0.3032,0.0155,0.0769,0.3133,5.4547,19.5618,165.6538,338.4610,172.8697
132.8928,0.3029,0.0221,0.0769,0.3132,5.4680,19.5637,163.4696,336.2111,172.8129
133.0452,0.3037,-0.0014,0.0772,0.3132,5.4865,19.5705,168.5319,341.2231,172.7426
133.1976,0.3033,-0.0131,0.0768,0.3132,5.4762,19.5459,169.5811,342.3333,172.7988
133.3500,0.3027,0.0281,0.0768,0.3133,5.4958,19.5548,163.7345,336.4850,172.8216
133.5024,0.3022,0.0277,0.0770,0.3133,5.5052,19.5513,163.0450,335.8455,172.8745
133.6548,0.3029,0.0244,0.0767,0.3133,5.5121,19.5444,163.1332,335.9525,172.8931
133.8072,0.3032,0.0140,0.0764,0.3133,5.5275,19.5476,165.9882,338.8372,172.9119
133.9596,0.3032,0.0246,0.0760,0.3133,5.5354,19.5454,163.9925,336.8683,172.9469
134.1120,0.3027,0.0238,0.0762,0.3133,5.5412,19.5385,164.0114,337.0915,173.1513
134.2644,0.3033,0.0166,0.0765,0.3133,5.5490,19.5379,164.3539,337.3832,173.0994
134.4168,0.3037,0.0067,0.0762,0.3133,5.5605,19.5398,165.1296,338.2126,173.1501
134.5692,0.3035,0.0101,0.0762,0.3133,5.5629,19.5320,166.3302,339.4909,173.2229
134.7216,0.3037,0.0107,0.0760,0.3133,5.5803,19.5426,165.9432,339.0890,173.2100
134.8740,0.3037,0.0104,0.0759,0.3133,5.5883,19.5445,165.9229,339.0694,173.2111
135.0264,0.3037,0.0127,0.0762,0.3133,5.5882,19.5357,165.6057,338.7344,173.1945
135.1788,0.3037,0.0114,0.0762,0.3133,5.5939,19.5342,165.8518,339.0135,173.2267
135.3312,0.3038,0.0100,0.0761,0.3133,5.6001,19.5350,165.9597,339.1929,173.2980
135.4836,0.3032,0.0218,0.0760,0.3133,5.6012,19.5304,164.7833,338.0535,173.3397
135.6360,0.3030,0.0220,0.0762,0.3133,5.5999,19.5212,163.6338,336.9578,173.3982
135.7884,0.3032,0.0218,0.0761,0.3133,5.6149,19.5298,163.6015,336.9468,173.4200
135.9408,0.3031,0.0231,0.0762,0.3133,5.6193,19.5280,163.6985,337.0480,173.4241
136.0932,0.3033,0.0158,0.0761,0.3133,5.6293,19.5338,164.1789,337.5114,173.4053
136.2456,0.3031,0.0227,0.0757,0.3132,5.6338,19.5339,163.7297,337.0500,173.3950
136.3980,0.3034,0.0201,0.0759,0.3132,5.6338,19.5283,163.6548,336.9590,173.3792
136.5504,0.3039,0.0104,0.0757,0.3132,5.6375,19.5271,165.4472,338.6941,173.3146
136.7028,0.3037,0.0066,0.0758,0.3132,5.6433,19.5313,166.6329,339.7017,173.1316
136.8552,0.3039,0.0160,0.0755,0.3132,5.6497,19.5303,166.2149,339.4017,173.2515
137.0076,0.3039,0.0026,0.0759,0.3132,5.6534,19.5306,166.6147,339.7617,173.2101
137.1600,0.3038,-0.0017,0.0757,0.3132,5.6544,19.5299,168.2533,341.3436,173.1462
137.3124,0.3038,-0.0044,0.0757,0.3132,5.6583,19.5294,168.4080,341.4882,173.1354
137.4648,0.3037,0.0130,0.0757,0.3131,5.6665,19.5320,166.5706,339.6500,173.1430
137.6172,0.3036,0.0141,0.0756,0.3131,5.6747,19.5361,165.4099,338.4373,173.0962
137.7696,0.3038,0.0131,0.0758,0.3131,5.6780,19.5370,165.6151,338.6393,173.0921
137.9220,0.3036,0.0120,0.0760,0.3131,5.6813,19.5372,165.4704,338.4800,173.0783
138.0744,0.3034,0.0126,0.0757,0.3131,5.6851,19.5369,166.5168,339.5268,173.0742
138.2268,0.3033,0.0135,0.0758,0.3131,5.6978,19.5469,165.5367,338.5538,173.0859
138.3792,0.3033,0.0129,0.0756,0.3131,5.6979,19.5450,165.5802,338.5776,173.0659
138.5316,0.3036,0.0128,0.0755,0.3131,5.7003,19.5459,165.7369,338.7300,173.0611
138.6840,0.3036,-0.0026,0.0755,0.3131,5.7012,19.5456,166.7656,339.7662,173.0641
138.8364,0.3038,0.0068,0.0753,0.3131,5.7106,19.5543,167.1401,340.1302,173.0521
138.9888,0.3036,0.0120,0.0754,0.3131,5.7146,19.5549,166.0997,339.0627,173.0297
139.1412,0.3036,0.0111,0.0756,0.3131,5.7223,19.5574,165.9809,338.9296,173.0160
139.2936,0.3038,0.0055,0.0756,0.3131,5.7244,19.5509,166.7613,339.7927,173.0954
139.4460,0.3038,0.0054,0.0755,0.3131,5.7270,19.5523,167.1282,339.8717,172.8059
139.5984,0.3033,0.0178,0.0757,0.3131,5.7375,19.5516,165.5162,338.2125,172.7662
139.7508,0.3032,0.0184,0.0753,0.3131,5.7491,19.5519,165.0303,337.6175,172.6594
139.9032,0.3034,0.0142,0.0756,0.3130,5.7619,19.5550,165.4768,337.9903,172.5841
140.0556,0.3030,0.0202,0.0754,0.3130,5.7653,19.5512,165.5041,337.9835,172.5500
140.2080,0.3024,0.0354,0.0752,0.3130,5.7693,19.5443,162.3618,334.8658,172.5883
140.3604,0.3029,0.0256,0.0751,0.3130,5.7772,19.5433,162.9322,335.4500,172.5999
140.5128,0.3031,0.0259,0.0754,0.3130,5.7904,19.5462,163.8787,336.4298,172.6295
140.6652,0.3031,0.0256,0.0750,0.3130,5.7975,19.5412,163.6307,336.2103,172.6593
140.8176,0.2935,-0.0768,0.0746,0.3130,5.7975,19.5296,176.1782,348.8474,172.6888
140.9700,0.2939,-0.0780,0.0746,0.3130,5.8101,19.5308,183.5564,356.3110,172.7362
141.1224,0.2851,-0.1035,0.0747,0.3130,5.8213,19.5316,185.0442,357.8243,172.7760
141.2748,0.2670,-0.1446,0.0748,0.3130,5.8166,19.5214,192.8246,5.7367,172.8479
141.4272,0.2462,-0.1783,0.0743,0.3130,5.8170,19.5141,203.1612,16.2119,172.9436
141.5796,0.2374,-0.1896,0.0747,0.3129,5.8247,19.5163,205.3820,18.4805,172.9835
141.7320,0.1996,-0.2291,0.0743,0.3129,5.8287,19.5164,212.7240,25.8734,173.0141
141.8844,0.1963,-0.2319,0.0746,0.3128,5.8334,19.5185,218.1822,31.4043,173.0775
142.0368,0.2027,-0.2266,0.0746,0.3128,5.8370,19.5165,216.4515,29.7949,173.2009
142.1892,0.2048,-0.2249,0.0746,0.3128,5.8421,19.5207,215.8877,29.2711,173.2415
142.3416,0.2356,-0.1918,0.0746,0.3128,5.8409,19.5185,211.3618,24.8846,173.3901
142.4940,0.2451,-0.1795,0.0754,0.3128,5.8423,19.5173,204.0137,17.6451,173.5204
142.6464,0.2489,-0.1741,0.0749,0.3128,5.8406,19.5131,203.4719,17.1657,173.5847
142.7988,0.2508,-0.1708,0.0746,0.3128,5.8473,19.5210,199.5568,13.2709,173.6196
142.9512,0.2668,-0.1453,0.0746,0.3128,5.8517,19.5233,199.2514,13.0031,173.6583
143.1036,0.2671,-0.1439,0.0747,0.3128,5.8420,19.5174,195.6923,9.4223,173.6522
143.2560,0.2673,-0.1436,0.0746,0.3127,5.8398,19.5211,195.8390,9.5589,173.6414
143.4084,0.2617,-0.1537,0.0746,0.3127,5.8376,19.5244,196.6770,10.3940,173.6349
143.5608,0.2714,-0.1361,0.0747,0.3127,5.8381,19.5294,194.8278,8.5232,173.6215
143.7132,0.2695,-0.1400,0.0746,0.3126,5.8342,19.5297,194.8712,8.5695,173.6244
143.8656,0.2693,-0.1402,0.0747,0.3126,5.8439,19.5371,195.1205,8.7712,173.5754
144.0180,0.2683,-0.1427,0.0746,0.3126,5.8484,19.5421,195.4638,9.0708,173.5300
144.1704,0.2708,-0.1376,0.0744,0.3126,5.8438,19.5377,195.1027,8.7406,173.5627
144.3228,0.2818,-0.1127,0.0751,0.3126,5.8452,19.5401,191.0831,4.7820,173.6423
144.4752,0.2854,-0.1024,0.0749,0.3126,5.8468,19.5417,187.7784,1.5266,173.7080
144.6276,0.2851,-0.1041,0.0750,0.3126,5.8489,19.5466,187.2722,1.0886,173.7788
144.7800,0.2824,-0.1116,0.0747,0.3126,5.8400,19.5404,188.1262,2.0444,173.8763
144.9324,0.2765,-0.1247,0.0748,0.3126,5.8434,19.5464,190.4872,4.4707,173.9299
145.0848,0.2801,-0.1168,0.0748,0.3127,5.8381,19.5429,190.3902,4.3899,173.9467
145.2372,0.2690,-0.1409,0.0751,0.3126,5.8416,19.5481,192.7424,6.7664,173.9597
145.3896,0.2735,-0.1317,0.0748,0.3126,5.8407,19.5491,192.9505,7.0022,173.9865
145.5420,0.2724,-0.1339,0.0748,0.3126,5.8367,19.5472,193.2402,7.3134,174.0066
145.6944,0.2729,-0.1330,0.0749,0.3126,5.8411,19.5509,193.1381,7.2577,174.0535
145.8468,0.2687,-0.1413,0.0752,0.3127,5.8487,19.5564,194.0304,8.1898,174.0889
145.9992,0.2735,-0.1318,0.0751,0.3127,5.8468,19.5513,193.0291,7.2018,174.1069
146.1516,0.2755,-0.1274,0.0750,0.3127,5.8462,19.5471,192.3900,6.5992,174.1463
146.3040,0.2779,-0.1221,0.0748,0.3127,5.8508,19.5480,191.0454,5.2638,174.1619
146.4564,0.2790,-0.1198,0.0748,0.3127,5.8586,19.5546,190.4253,4.6583,174.1795
146.6088,0.2743,-0.1309,0.0748,0.3127,5.8518,19.5440,191.4526,5.6989,174.1880
146.7612,0.2788,-0.1203,0.0746,0.3127,5.8613,19.5492,190.6823,4.9147,174.1776
146.9136,0.2793,-0.1188,0.0748,0.3127,5.8661,19.5482,190.1763,4.3923,174.1635
147.0660,0.2796,-0.1185,0.0748,0.3127,5.8713,19.5491,190.0363,4.2364,174.1482
147.2184,0.2856,-0.1028,0.0748,0.3127,5.8713,19.5435,188.1248,2.2797,174.1127
147.3708,0.2852,-0.1047,0.0746,0.3127,5.8821,19.5492,187.1964,1.3135,174.0793
147.5232,0.2868,-0.0998,0.0747,0.3127,5.8842,19.5431,186.6050,0.7358,174.0742
147.6756,0.2910,-0.0869,0.0748,0.3128,5.8884,19.5415,185.6787,359.7765,174.0678
147.8280,0.3021,-0.0323,0.0744,0.3128,5.8953,19.5423,176.2566,350.2938,174.0571
147.9804,0.3015,-0.0350,0.0744,0.3128,5.8964,19.5380,173.7151,347.7234,174.0415
148.1328,0.3018,-0.0346,0.0742,0.3128,5.9014,19.5383,173.7745,347.7429,174.0013
148.2852,0.3024,-0.0283,0.0744,0.3128,5.9050,19.5365,173.4182,347.3456,173.9622
148.4376,0.3033,-0.0168,0.0745,0.3128,5.9061,19.5350,171.4042,345.2895,173.9305
148.5900,0.3036,-0.0157,0.0745,0.3129,5.9132,19.5376,170.6373,344.4785,173.8904
148.7424,0.3038,-0.0101,0.0743,0.3129,5.9159,19.5344,169.4990,343.2892,173.8452
148.8948,0.3040,-0.0107,0.0744,0.3129,5.9212,19.5360,169.3575,343.1075,173.8058
149.0472,0.3038,-0.0074,0.0744,0.3129,5.9192,19.5307,169.2839,343.0033,173.7755
149.1996,0.3041,0.0001,0.0745,0.3129,5.9234,19.5320,167.9709,341.6468,173.7386
149.3520,0.3042,0.0002,0.0744,0.3130,5.9242,19.5308,167.5393,341.1852,173.7107
149.5044,0.3041,-0.0001,0.0744,0.3130,5.9243,19.5308,167.5981,341.2176,173.6841
149.6568,0.3040,0.0005,0.0744,0.3130,5.9273,19.5303,167.4824,341.0910,173.6738
149.8092,0.3042,0.0053,0.0744,0.3130,5.9277,19.5264,166.6245,340.2206,173.6654
149.9616,0.3041,0.0019,0.0741,0.3130,5.9262,19.5196,167.1595,340.7475,173.6548
150.1140,0.3041,-0.0075,0.0743,0.3130,5.9283,19.5205,167.8558,341.4178,173.6253
150.2664,0.3038,0.0049,0.0744,0.3130,5.9334,19.5229,168.4913,342.0426,173.6116
150.4188,0.3039,0.0022,0.0742,0.3130,5.9325,19.5193,166.2785,339.8324,173.6250
150.5712,0.3040,-0.0020,0.0744,0.3130,5.9325,19.5158,167.6454,341.2597,173.6789
150.7236,0.3041,-0.0034,0.0747,0.3130,5.9385,19.5178,168.0500,341.6988,173.7114
150.8760,0.3041,0.0037,0.0742,0.3130,5.9422,19.5173,168.1901,341.8788,173.7506
151.0284,0.3039,0.0064,0.0740,0.3129,5.9432,19.5124,167.1417,340.8401,173.7657
151.1808,0.3042,0.0070,0.0743,0.3129,5.9512,19.5173,166.0594,339.7786,173.7918
151.3332,0.3040,0.0072,0.0742,0.3129,5.9563,19.5229,166.0581,339.7726,173.7871
151.4856,0.3039,0.0006,0.0742,0.3129,5.9532,19.5178,166.8638,340.6181,173.8230
151.6380,0.3004,-0.0454,0.0741,0.3129,5.9534,19.5121,172.3768,346.1846,173.8487
151.7904,0.3008,-0.0453,0.0742,0.3129,5.9600,19.5145,175.9596,349.7973,173.8596
151.9428,0.3037,-0.0159,0.0741,0.3129,5.9658,19.5170,173.7932,347.6440,173.8843
152.0952,0.3036,-0.0125,0.0741,0.3129,5.9749,19.5232,169.3174,343.1054,173.8450
152.2476,0.3037,-0.0150,0.0741,0.3129,5.9673,19.5115,170.1453,343.9860,173.8934
152.4000,0.3040,-0.0124,0.0740,0.3129,5.9675,19.5103,169.7539,343.6190,173.9197
152.5524,0.3036,-0.0142,0.0741,0.3128,5.9700,19.5112,169.8030,343.6973,173.9487
152.7048,0.3023,-0.0308,0.0740,0.3128,5.9740,19.5142,174.1374,348.0887,173.9830
152.8572,0.3037,-0.0104,0.0739,0.3128,5.9750,19.5152,169.6593,343.5371,173.9331
153.0096,0.3035,-0.0148,0.0741,0.3128,5.9668,19.5037,169.3935,343.4046,174.0676
153.1620,0.3029,-0.0314,0.0739,0.3128,5.9729,19.5130,172.3456,346.3669,174.0626
153.3144,0.3029,-0.0265,0.0740,0.3128,5.9628,19.5032,172.3337,346.3871,174.0946
153.4668,0.2972,-0.0628,0.0740,0.3128,5.9585,19.5011,176.1906,350.2869,174.1169
153.6192,0.2944,-0.0744,0.0741,0.3128,5.9565,19.5030,181.2002,355.3125,174.1058
153.7716,0.2944,-0.0745,0.0739,0.3128,5.9608,19.5056,181.2433,355.3971,174.1471
153.9240,0.2941,-0.0766,0.0742,0.3128,5.9623,19.5018,181.3719,355.5810,174.2016
154.0764,0.2834,-0.1099,0.0739,0.3128,5.9654,19.4998,185.6262,359.8412,174.2064
154.2288,0.2791,-0.1188,0.0747,0.3128,5.9688,19.5003,185.9466,0.2009,174.2220
154.3812,0.2638,-0.1506,0.0743,0.3128,5.9675,19.4951,194.7645,9.0974,174.2561
154.5336,0.2621,-0.1534,0.0743,0.3127,5.9744,19.4993,197.7163,12.0760,174.2690
154.6860,0.2648,-0.1489,0.0745,0.3127,5.9699,19.4886,196.6936,11.1135,174.3339
154.8384,0.2620,-0.1540,0.0744,0.3127,5.9755,19.4907,196.9398,11.3131,174.2860
154.9908,0.2864,-0.1006,0.0737,0.3127,5.9816,19.4923,186.6946,1.0262,174.2953
155.1432,0.2765,-0.1261,0.0736,0.3127,5.9810,19.4878,188.5228,2.8694,174.3006
155.2956,0.2800,-0.1184,0.0736,0.3127,5.9888,19.4903,190.0034,4.3477,174.2905
155.4480,0.2805,-0.1172,0.0738,0.3127,5.9882,19.4841,189.5833,4.0039,174.3689
155.6004,0.2798,-0.1186,0.0736,0.3127,6.0002,19.4926,189.7726,4.0632,174.2378
155.7528,0.2801,-0.1179,0.0735,0.3127,6.0007,19.4835,190.2694,4.5230,174.1982
155.9052,0.2875,-0.0987,0.0733,0.3127,6.0158,19.4935,188.4174,2.6411,174.1338
156.0576,0.2884,-0.0964,0.0735,0.3127,6.0278,19.4968,184.7498,358.9012,174.1252
156.2100,0.2880,-0.0971,0.0737,0.3127,6.0302,19.4885,185.7257,359.8755,174.1182
156.3624,0.2878,-0.0975,0.0738,0.3127,6.0257,19.4811,185.8474,359.8950,174.0594
156.5148,0.2842,-0.1075,0.0737,0.3127,6.0227,19.4766,186.7350,0.8007,174.0287
156.6672,0.2809,-0.1162,0.0737,0.3127,6.0337,19.4856,190.9441,4.9920,173.9884
156.8196,0.2815,-0.1149,0.0735,0.3127,6.0364,19.4880,189.5580,3.5340,173.9237
156.9720,0.2811,-0.1154,0.0732,0.3127,6.0373,19.4864,189.6483,3.5662,173.8651
157.1244,0.2806,-0.1171,0.0736,0.3128,6.0335,19.4789,190.0489,3.9087,173.8050
157.2768,0.2915,-0.0862,0.0733,0.3128,6.0352,19.4784,187.8480,1.6861,173.7510
157.4292,0.2990,-0.0541,0.0733,0.3128,6.0426,19.4850,179.0839,352.8199,173.6972
157.5816,0.2996,-0.0523,0.0737,0.3128,6.0465,19.4865,177.5735,351.2286,173.6687
157.7340,0.2981,-0.0596,0.0734,0.3128,6.0495,19.4872,177.9840,351.5898,173.6171
157.8864,0.2985,-0.0588,0.0735,0.3128,6.0451,19.4804,179.4248,353.0186,173.5971
158.0388,0.3035,-0.0194,0.0734,0.3128,6.0503,19.4822,174.9225,348.4996,173.6055
158.1912,0.3038,-0.0135,0.0734,0.3128,6.0525,19.4818,170.0745,343.6636,173.6436
158.3436,0.3038,-0.0132,0.0732,0.3128,6.0567,19.4823,170.0886,343.6912,173.6572
158.4960,0.3038,-0.0130,0.0734,0.3128,6.0635,19.4848,170.0152,343.6650,173.7048
158.6484,0.3039,-0.0128,0.0734,0.3128,6.0552,19.4729,169.9885,343.6325,173.6990
158.8008,0.3040,-0.0128,0.0734,0.3128,6.0597,19.4741,170.2373,343.9228,173.7393
158.9532,0.3037,-0.0190,0.0733,0.3128,6.0617,19.4702,170.6378,344.3719,173.7857
159.1056,0.3015,-0.0397,0.0733,0.3129,6.0734,19.4780,172.6538,346.3806,173.8118
159.2580,0.2608,-0.1560,0.0732,0.3129,6.0667,19.4689,187.4169,1.2953,173.8370
159.4104,0.2402,-0.1867,0.0732,0.3129,6.0686,19.4656,203.9366,17.9466,173.8904
159.5628,0.2481,-0.1760,0.0732,0.3129,6.0726,19.4672,204.0149,18.0919,173.9569
159.7152,0.2466,-0.1778,0.0731,0.3129,6.0746,19.4664,203.3246,17.4581,174.0160
159.8676,0.2431,-0.1831,0.0730,0.3129,6.0770,19.4653,204.5652,18.7723,174.0848
160.0200,0.2416,-0.1846,0.0733,0.3129,6.0791,19.4645,204.1445,18.4254,174.1601
160.1724,0.2411,-0.1858,0.0733,0.3129,6.0843,19.4668,204.5688,18.8873,174.1959
160.3248,0.2408,-0.1860,0.0733,0.3128,6.0923,19.4694,204.7314,19.1109,174.2559
160.4772,0.2504,-0.1729,0.0732,0.3128,6.0920,19.4645,203.7495,18.1548,174.2855
160.6296,0.2521,-0.1701,0.0732,0.3128,6.0902,19.4602,200.9839,15.3618,174.2693
160.7820,0.2344,-0.1940,0.0732,0.3128,6.1013,19.4677,203.9366,18.2891,174.2316
160.9344,0.2621,-0.1547,0.0733,0.3128,6.1036,19.4670,203.4421,17.7820,174.2208
161.0868,0.2688,-0.1419,0.0732,0.3128,6.0942,19.4556,195.1384,9.4281,174.2076
161.2392,0.2688,-0.1425,0.0732,0.3128,6.1060,19.4667,194.9710,9.2399,174.1873
161.3916,0.2730,-0.1341,0.0732,0.3128,6.1122,19.4696,193.8251,8.0726,174.1715
161.5440,0.2716,-0.1369,0.0730,0.3128,6.1170,19.4718,193.3368,7.5705,174.1601
161.6964,0.2815,-0.1150,0.0728,0.3128,6.1170,19.4689,191.3297,5.5168,174.1239
161.8488,0.2759,-0.1280,0.0732,0.3128,6.1211,19.4668,190.0492,4.2178,174.1121
162.0012,0.2762,-0.1273,0.0729,0.3128,6.1250,19.4683,191.9084,6.0662,174.0915
162.1536,0.2850,-0.1060,0.0731,0.3128,6.1311,19.4729,189.0741,3.1933,174.0679
162.3060,0.2789,-0.1213,0.0731,0.3128,6.1326,19.4721,190.6544,4.7642,174.0499
162.4584,0.2819,-0.1145,0.0729,0.3128,6.1377,19.4733,189.9073,3.9816,174.0183
162.6108,0.2844,-0.1082,0.0729,0.3128,6.1379,19.4672,189.4803,3.5223,173.9883
162.7632,0.2813,-0.1155,0.0729,0.3128,6.1419,19.4683,189.0131,3.0333,173.9690
162.9156,0.2863,-0.1032,0.0729,0.3128,6.1448,19.4706,189.1820,3.2401,173.9620
163.0680,0.2882,-0.0979,0.0724,0.3128,6.1494,19.4741,185.9102,359.8520,173.9518
163.2204,0.2863,-0.1027,0.0731,0.3128,6.1575,19.4805,186.7147,0.6898,173.9365
163.3728,0.2785,-0.1218,0.0733,0.3128,6.1507,19.4721,189.4399,3.4209,173.9274
163.5252,0.2838,-0.1094,0.0727,0.3128,6.1554,19.4755,189.1609,3.1514,173.9383
163.6776,0.2848,-0.1069,0.0728,0.3128,6.1604,19.4783,187.9798,1.9219,173.8964
163.8300,0.2840,-0.1092,0.0727,0.3128,6.1640,19.4751,188.1287,2.0949,173.9196
163.9824,0.2768,-0.1265,0.0729,0.3128,6.1642,19.4718,189.3240,3.2924,173.9151
164.1348,0.2684,-0.1426,0.0733,0.3128,6.1728,19.4762,192.3575,6.3546,173.9273
164.2872,0.2819,-0.1148,0.0727,0.3128,6.1758,19.4758,191.2780,5.2541,173.9120
164.4396,0.2819,-0.1142,0.0730,0.3128,6.1768,19.4765,189.4063,3.3707,173.9105
164.5920,0.2819,-0.1145,0.0728,0.3128,6.1817,19.4775,189.3447,3.3174,173.9190
164.7444,0.2804,-0.1176,0.0729,0.3128,6.1806,19.4701,189.4515,3.4436,173.9379
164.8968,0.2785,-0.1211,0.0730,0.3128,6.1846,19.4691,189.8481,3.8516,173.9470
165.0492,0.2745,-0.1314,0.0726,0.3128,6.1919,19.4736,191.8815,5.9102,173.9609
165.2016,0.2773,-0.1253,0.0725,0.3128,6.1972,19.4762,192.6224,6.6739,173.9798
