#HOLE:,940A
#LEG:,155
#TOP:,62.331600
#BOTTOM:,231.800400
DEPTH_WMSF,C1,C2
m,in,in
201.1680,11.2940,13.4108
201.3204,11.3046,13.4254
201.4728,11.2374,13.3550
201.6252,11.2563,13.4200
201.7776,11.2500,13.2404
201.9300,11.4730,13.3365
202.0824,11.3647,13.4479
202.2348,11.3694,13.6795
202.3872,11.2563,13.4479
202.5396,11.2940,13.4757
202.6920,11.2940,13.4850
202.8444,11.2846,13.5870
202.9968,11.4212,13.5592
203.1492,11.8258,13.6703
203.3016,11.2846,13.4711
203.4540,11.3364,13.5592
203.6064,11.3411,13.5221
203.7588,11.3882,13.5499
203.9112,11.3882,13.5499
204.0636,11.3882,13.5592
204.2160,11.4353,13.3969
204.3684,11.6518,13.5592
204.5208,11.4039,13.6333
204.6732,11.3788,13.5546
204.8256,11.3458,13.6564
204.9780,11.3505,13.7073
205.1304,11.3317,13.7443
205.2828,11.3375,13.7128
205.4352,11.3191,13.7505
205.5876,11.1809,13.6333
205.7400,11.2375,13.4851
205.8924,11.7114,14.0426
206.0448,11.5765,14.0487
206.1972,11.5765,13.5592
206.3496,11.5765,13.4850
206.5020,11.5766,13.4850
206.6544,11.6660,13.5035
206.8068,11.7365,13.4061
206.9592,11.6518,13.4757
207.1116,11.6519,13.4526
207.2640,11.7836,13.6703
207.4164,11.9010,13.8136
207.5688,11.8822,13.9336
207.7212,11.8493,13.8413
207.8736,11.7694,13.7813
208.0260,11.7694,13.9244
208.1784,11.8541,13.9843
208.3308,11.9292,13.9705
208.4832,11.6801,14.2096
208.6356,11.8807,14.1223
208.7880,11.8775,14.1315
208.9404,11.8480,14.1214
209.0928,11.9499,13.9364
209.2452,11.6882,13.5399
209.3976,11.9151,13.7720
209.5500,11.9198,13.7813
209.7024,11.9340,13.7813
209.8548,12.0889,13.7859
210.0072,12.1124,13.6564
210.1596,12.1827,13.7166
210.3120,12.1874,13.7119
210.4644,12.1874,13.7073
210.6168,12.1874,13.6796
210.7692,12.4124,13.8781
210.9216,12.9774,13.2063
211.0740,11.9997,13.3829
211.2264,11.9433,13.3922
211.3788,11.9527,13.3968
211.5312,11.9527,13.3504
211.6836,12.0279,13.1318
211.8360,12.1123,13.5499
211.9884,11.7647,13.4108
212.1408,11.7708,13.3975
212.2932,11.8729,13.4061
212.4456,11.9387,13.5963
212.5980,12.2155,13.6934
212.7504,11.9621,13.6425
212.9028,11.9574,13.6333
213.0552,11.9245,13.6333
213.2076,11.9245,13.7074
213.3600,11.7896,14.0497
213.5124,11.9151,13.7073
213.6648,11.9245,13.6749
213.8172,11.9198,13.6333
213.9696,11.9198,13.6333
214.1220,11.9057,13.6564
214.2744,11.8024,13.4804
214.4268,11.8870,13.5963
214.5792,12.2671,14.1085
214.7316,12.3936,13.3318
214.8840,12.3796,13.3550
215.0364,12.4171,13.4061
215.1888,12.4982,13.3975
215.3412,12.5294,13.3318
215.4936,12.5621,13.2714
215.6460,12.5715,13.2249
215.7984,12.5434,13.2249
215.9508,12.5341,13.2156
216.1032,12.5668,13.1737
216.2556,12.7304,12.9826
216.4080,12.7724,12.7866
216.5604,12.9134,12.7810
216.7128,12.9786,12.7483
216.8652,12.9822,12.7445
217.0176,12.9887,12.7496
217.1700,12.9822,12.7164
217.3224,13.0940,12.5061
217.4748,13.3356,15.2337
217.6272,13.3309,15.2427
217.7796,13.3356,15.2427
217.9320,13.3356,15.2427
218.0844,13.3356,15.2427
218.2368,13.3356,15.2427
218.3892,13.3356,15.2423
218.5416,13.3356,11.9613
218.6940,13.3356,12.1448
218.8464,13.3309,13.9290
218.9988,13.3356,13.8784
219.1512,13.3356,15.2427
219.3036,13.3356,15.2427
219.4560,13.3356,15.2382
219.6084,13.3356,15.2427
219.7608,13.3422,15.2483
219.9132,13.3356,12.7959
220.0656,13.3356,12.9829
220.2180,13.3356,15.2424
220.3704,13.3356,12.9826
220.5228,13.3356,12.8846
220.6752,13.3356,12.7071
220.8276,13.3356,12.5621
220.9800,13.3356,13.2018
221.1324,13.3356,14.7445
221.2848,13.3422,14.7957
221.4372,13.3356,14.5896
221.5896,13.3317,14.5279
221.7420,13.3317,14.1982
221.8944,13.3356,11.9568
222.0468,13.3356,13.7722
222.1992,13.3356,15.2427
222.3516,13.3356,15.2427
222.5040,13.3356,15.2427
222.6564,13.3356,15.2427
222.8088,13.3356,15.2427
222.9612,13.3356,15.2427
223.1136,13.3356,15.2201
223.2660,13.3317,14.8784
223.4184,13.3317,15.2354
223.5708,13.3317,15.2399
223.7232,13.3224,15.1272
223.8756,13.3356,15.2336
224.0280,13.3336,14.3048
224.1804,13.3317,12.3928
224.3328,13.3317,12.7392
224.4852,13.3317,14.2443
224.6376,13.3317,13.9040
224.7900,13.3317,12.2662
224.9424,13.3317,12.2756
225.0948,13.3317,12.3084
225.2472,13.3317,12.4865
225.3996,13.3356,12.6042
225.5520,13.3317,12.7951
225.7044,13.3224,13.5669
225.8568,13.1916,13.1085
226.0092,13.1870,13.0759
226.1616,13.2056,13.1551
226.3140,13.2474,13.4247
226.4664,13.2064,13.4743
226.6188,13.2965,13.4982
226.7712,13.2853,13.4775
226.9236,13.2923,13.9918
227.0760,13.3339,15.2403
227.2284,13.3339,14.6923
227.3808,13.3314,13.8844
227.5332,6.1299,6.6608
227.6856,4.6276,4.9508
227.8380,4.5909,4.6152
227.9904,4.5555,4.5370
228.1428,4.5568,4.5016
228.2952,4.5399,4.4579
228.4476,4.5202,4.4587
228.6000,4.4861,4.4120
228.7524,4.4496,4.3881
228.9048,4.4496,4.3868
229.0572,4.4166,4.3192
229.2096,4.4171,4.3225
229.3620,4.3711,4.2527
229.5144,4.3219,4.2153
229.6668,4.3087,4.2121
229.8192,4.2406,4.1278
229.9716,4.2031,4.1111
230.1240,4.1768,4.0710
230.2764,3.8343,3.7221
230.4288,3.8269,3.7258
230.5812,3.8232,3.7258
230.7336,3.8232,3.7221
230.8860,3.8239,3.7250
231.0384,3.8219,3.7258
231.1908,3.8233,3.7246
231.3432,3.8281,3.7308
231.4956,3.8281,3.7308
231.6480,-999.2500,-999.2500
231.8004,-999.2500,-999.2500

