#HOLE:,940A
#LEG:,155
#TOP:,62.331600
#BOTTOM:,231.800400
DEPTH_WMSF,C1,C2
m,in,in
191.8716,11.6493,13.6779
192.0240,11.5364,13.2237
192.1764,11.5448,13.2115
192.3288,11.5260,13.2255
192.4812,11.6048,13.2342
192.6336,11.7365,13.4046
192.7860,11.8917,13.5592
192.9384,12.1184,13.8698
193.0908,11.5389,13.3318
193.2432,11.3411,13.4850
193.3956,11.3411,13.2900
193.5480,11.3505,13.3272
193.7004,11.3317,13.2807
193.8528,11.3034,13.4479
194.0052,11.2657,13.3318
194.1576,11.2940,13.3831
194.3100,11.4777,14.8718
194.4624,11.5012,15.1028
194.6148,11.4416,14.7746
194.7672,11.2751,13.4015
194.9196,11.2799,13.2853
195.0720,11.3411,13.3458
195.2244,11.3647,13.4108
195.3768,11.3505,13.4061
195.5292,11.3882,13.4386
195.6816,11.3788,13.4293
195.8340,11.3505,13.4061
195.9864,11.3772,13.4902
196.1388,11.3717,13.1865
196.2912,11.3505,13.4169
196.4436,11.4118,13.3365
196.5960,11.3941,13.3371
196.7484,11.3729,13.2847
196.9008,11.4047,13.2748
197.0532,11.4071,13.3086
197.2056,11.5389,13.3303
197.3580,11.5059,13.4061
197.5104,11.5436,13.4943
197.6628,11.5719,13.7165
197.8152,11.6660,13.5592
197.9676,11.7365,13.5499
198.1200,11.7365,13.4850
198.2724,11.7647,13.5545
198.4248,11.6519,13.3457
198.5772,11.7318,13.3132
198.7296,11.5731,13.3650
198.8820,11.5599,13.3537
199.0344,11.5552,13.3352
199.1868,11.5396,13.3599
199.3392,11.4800,13.4650
199.4916,11.5317,13.4326
199.6440,11.5765,13.2807
199.7964,11.5766,13.3365
199.9488,11.6471,13.4293
200.1012,11.3764,13.4651
200.2536,11.3106,13.7119
200.4060,11.3128,13.9151
200.5584,11.2657,13.5592
200.7108,11.3128,13.4293
200.8632,11.2469,13.3690
201.0156,11.2375,13.2156
