#HOLE:,940A
#LEG:,155
#TOP:,83.362801
#BOTTOM:,231.952805
DEPTH_WMSF,SGR,CGR,THOR,URAN,POTA,W1NG,W2NG,W3NG,W4NG,W5NG
m,gAPI,gAPI,ppm,ppm,%,cps,cps,cps,cps,cps
119.3292,91.6864,59.3784,9.5627,3.6499,1.5678,192.0741,74.6305,13.3068,6.3637,5.2069
119.4816,90.6321,57.7483,9.3285,3.7150,1.5191,193.0248,63.1390,21.0463,3.0067,6.0130
119.6340,88.5053,55.8751,9.0361,3.6863,1.4678,196.1227,64.2182,20.8268,4.6282,2.8927
119.7864,85.9471,54.0111,8.7339,3.6079,1.4190,177.3898,74.5631,12.6285,2.4053,3.6080
119.9388,87.2977,53.4957,8.7581,3.8187,1.3842,170.0916,59.5895,24.2984,2.3144,4.0498
120.0912,88.8621,52.2525,8.7557,4.1359,1.3123,201.4418,63.7411,22.2487,6.0130,4.8105
120.2436,92.3304,54.3063,9.3435,4.2957,1.3157,178.7687,78.6802,18.5135,2.8928,3.4712
120.3960,90.7595,54.8336,9.6290,4.0586,1.2900,195.6068,66.8069,24.6759,4.2130,3.0093
120.5484,90.1703,55.4776,9.8407,3.9193,1.2856,202.8306,63.5658,15.6024,3.4671,2.8894
120.7008,86.6850,53.9410,9.6350,3.6992,1.2368,187.9151,69.9622,15.0330,2.3129,4.0474
120.8532,87.4639,55.6774,9.8382,3.5910,1.2978,179.3477,67.1104,10.4141,4.0497,4.0499
121.0056,88.2968,57.1820,9.9462,3.5151,1.3640,203.8479,69.7538,17.4383,3.6079,6.6143
121.1580,89.5748,58.7476,9.9948,3.4826,1.4456,195.3195,75.6996,16.7581,2.3116,2.8895
121.3104,88.7493,59.0297,9.8578,3.3575,1.4891,198.3176,57.6930,15.0241,4.2068,4.8075
121.4628,87.9871,59.1948,9.9889,3.2527,1.4728,202.8304,68.7658,16.1806,4.6232,2.3117
121.6152,87.8381,58.8685,10.0708,3.2728,1.4376,184.6061,60.7340,20.4445,9.0195,5.4117
121.7676,86.8919,57.1962,9.9722,3.3548,1.3597,183.2900,67.6493,13.2989,2.8911,2.3131
121.9200,87.9119,58.3302,10.1686,3.3419,1.3870,183.2942,62.5001,17.4278,3.6057,7.2115
122.0724,91.9688,61.4103,10.7829,3.4523,1.4449,198.7874,64.7213,15.6026,2.8895,6.3564
122.2248,92.5246,61.2328,10.8489,3.5351,1.4215,213.3396,67.3081,18.0286,5.4086,4.2067
122.3772,93.7438,61.7150,10.8892,3.6184,1.4416,185.4960,74.5452,14.4471,4.0450,3.4673
122.5296,90.8639,59.6702,10.4127,3.5240,1.4167,194.2273,78.1714,20.4448,3.0066,5.4117
122.6820,92.5315,60.6151,10.5247,3.6057,1.4496,194.7416,69.3442,17.3366,2.3115,2.3115
122.8344,93.0700,59.4476,10.3935,3.7984,1.4076,197.6308,69.9221,26.5818,2.8893,2.8895
122.9868,94.3741,58.9569,10.4420,4.0012,1.3694,199.0372,72.1584,24.6539,2.4058,6.0134
123.1392,93.3888,57.5021,10.2058,4.0542,1.3314,188.4940,65.9153,19.6588,10.4072,8.6726
123.2916,90.8494,55.5468,9.9206,3.9882,1.2739,191.1631,71.5352,18.6356,3.0057,2.4046
123.4440,89.9305,53.9184,9.6893,4.0684,1.2248,188.5886,60.0603,22.2220,3.0031,3.6037
123.5964,89.8563,51.8447,9.4117,4.2943,1.1589,189.0716,64.7590,18.5025,4.0475,5.2037
123.7488,92.2341,52.1120,9.4815,4.5327,1.1606,183.4041,70.9567,18.6409,6.0131,3.6079
123.9012,91.3398,52.0238,9.4336,4.4416,1.1650,194.1627,80.3229,16.1803,3.4672,2.8894
124.0536,93.2360,53.9711,9.7972,4.4359,1.2065,180.3986,68.5509,16.2356,3.0065,4.2093
124.2060,95.0050,55.2886,10.0786,4.4869,1.2276,209.1881,69.3443,15.0249,1.7339,4.6229
124.3584,93.3329,53.9183,10.0336,4.4528,1.1567,209.7333,72.7156,20.4321,6.6105,3.6058
124.5108,92.9634,53.4231,10.2697,4.4670,1.0812,172.2063,61.2545,11.5576,5.7787,4.0450
124.6632,88.8748,51.3535,10.0714,4.2389,0.9999,200.7202,69.1105,16.2259,5.4086,3.0048
124.8156,91.9555,53.7255,10.5802,4.3189,1.0374,184.7178,68.5918,15.6438,4.8136,3.0085
124.9680,94.7575,56.5670,11.0971,4.3145,1.1007,194.7424,64.7222,15.0248,7.5122,4.6231
125.1204,96.5409,58.6772,11.4518,4.2776,1.1535,210.8102,81.6808,19.2191,5.4054,6.6064
125.2728,94.2663,58.7832,11.3181,4.0086,1.1861,200.9352,68.0942,17.9610,4.6485,3.0002
125.4252,86.2878,55.8531,10.5410,3.4383,1.1691,162.8124,74.7494,18.6006,5.3671,6.9765
125.5776,82.4017,54.9890,10.2403,3.0969,1.1782,160.6403,65.6246,18.5043,3.6328,5.3710
125.7300,81.4129,54.8554,10.1734,3.0003,1.1836,178.5310,58.5001,17.0194,4.1220,3.2578
125.8824,82.0707,55.7574,10.3155,2.9727,1.2081,175.0620,60.2971,15.2930,3.5752,3.4035
126.0348,81.9049,56.7797,10.3993,2.8385,1.2511,166.7821,64.1870,15.0263,3.5825,6.5625
126.1872,82.8647,59.7996,10.7738,2.6057,1.3529,180.5311,55.9691,13.6330,3.0324,6.0645
126.3396,83.7102,63.2299,11.1592,2.3137,1.4765,177.5939,62.3748,16.0237,5.2968,7.3514
126.4920,83.1709,66.0485,11.3891,1.9344,1.5952,179.5231,59.5468,19.9452,4.2225,4.2500
126.6444,81.2785,66.5261,11.2252,1.6666,1.6554,174.0775,58.1475,17.6018,1.8867,3.8652
126.7968,80.8829,67.2582,11.2255,1.5392,1.6980,164.0787,59.5664,21.3592,1.5665,4.0984
126.9492,80.5106,66.7466,11.1232,1.5550,1.6884,173.9685,59.7302,19.1561,2.4922,3.6660
127.1016,81.0034,67.1436,11.2138,1.5658,1.6936,169.9378,54.5938,16.4229,2.9621,3.1768
127.2540,83.0218,69.4911,11.5440,1.5286,1.7650,174.5944,55.6883,16.8927,2.5890,3.2823
127.4064,85.7653,72.9368,12.0542,1.4493,1.8649,185.7338,68.9694,19.3202,3.9688,5.1211
127.5588,86.4573,73.7274,12.0358,1.4381,1.9146,175.8432,79.0467,17.9843,4.2616,4.7890
127.7112,86.9532,71.8092,11.5368,1.7109,1.9015,166.8684,76.1093,17.4767,2.9219,4.1582
127.8636,89.6227,70.2661,11.0095,2.1868,1.9158,187.4388,75.0156,19.4513,2.6416,4.7217
128.0160,92.3356,69.6053,10.7430,2.5679,1.9300,197.8743,78.1267,20.5586,2.3945,4.7087
128.1684,92.1126,67.5127,10.3353,2.7791,1.8888,186.1105,73.9997,20.7771,2.2677,4.2324
128.3208,90.7719,64.1273,9.9244,3.0101,1.7728,188.0000,68.9784,16.3437,3.8946,3.7618
128.4732,90.7270,61.2445,9.5898,3.3307,1.6711,188.0931,66.7265,14.9222,5.3359,4.7930
128.6256,89.0511,58.3670,9.1969,3.4665,1.5812,178.1240,64.9296,20.0820,4.8652,5.6587
128.7780,85.2318,54.7980,8.5762,3.4382,1.4960,161.5620,64.2028,18.7871,3.9785,5.1679
128.9304,83.9214,52.9621,8.1053,3.4976,1.4822,153.1886,59.1565,18.0703,2.9687,4.4560
129.0828,84.1294,51.9031,7.7176,3.6407,1.4972,171.6560,63.1795,17.2190,2.3283,3.5937
129.2352,85.9261,52.5799,7.5990,3.7672,1.5600,167.3128,60.5724,20.5153,4.4962,2.0586
129.3876,85.8944,51.7462,7.3329,3.8578,1.5641,172.3856,62.1723,15.9962,5.5155,1.4258
129.5400,84.7278,49.5205,6.9242,3.9775,1.5152,170.4057,69.1169,17.1601,3.4939,2.5372
129.6924,85.2923,47.9544,6.6389,4.2182,1.4804,160.8134,64.5937,16.6212,3.7481,3.5840
129.8448,84.4307,47.0215,6.5211,4.2262,1.4494,176.1555,63.5315,19.0798,4.6426,3.4817
129.9972,85.4347,47.9029,6.6472,4.2401,1.4758,163.8754,67.5310,19.2295,4.7441,3.4980
130.1496,80.1102,45.4539,6.3098,3.9152,1.3999,171.1852,62.9608,19.0586,3.9491,2.3790
130.3020,77.7624,44.1222,6.0722,3.8004,1.3693,132.7519,60.9837,18.5235,2.3330,3.3865
130.4544,73.1878,41.5617,5.7413,3.5729,1.2856,164.5634,50.4506,19.2192,3.0030,0.6006
130.6068,75.4806,42.7139,5.9779,3.7017,1.3059,145.7076,52.6166,18.5024,2.3128,0.0001
130.7592,76.6565,43.6982,6.3162,3.7234,1.2963,157.8493,57.2419,17.3463,2.8910,2.3128
130.9116,79.0608,45.7203,6.7068,3.7666,1.3369,161.7562,55.9228,21.0460,3.0067,3.0065
131.0640,80.7555,47.9777,7.0985,3.7030,1.3909,167.5818,52.0086,16.1805,4.0451,1.1558
131.2164,82.2235,49.9834,7.2831,3.6422,1.4712,171.2744,60.0962,19.8319,4.8076,2.4039
131.3688,85.3619,53.7384,7.7961,3.5726,1.5885,177.5082,60.7117,22.5496,3.4693,3.4694
131.5212,83.0467,53.0347,7.6867,3.3905,1.5692,181.5974,69.1525,18.0394,4.8105,6.0131
131.6736,79.8375,51.8203,7.6042,3.1652,1.5147,147.4424,75.1648,12.7208,3.4692,4.0475
131.8260,75.9209,49.2203,7.2966,3.0164,1.4241,162.4063,51.7297,18.0448,3.6089,4.8120
131.9784,77.0530,50.8777,7.6923,2.9571,1.4424,167.0046,57.7860,13.2912,2.3116,4.0452
132.1308,77.4551,51.5428,8.0206,2.9274,1.4163,180.2937,44.4965,17.9138,5.2007,5.7786
132.2832,78.1745,52.2939,8.4375,2.9238,1.3776,163.5603,55.3215,16.8369,3.6080,4.2093
132.4356,77.2611,51.5262,8.5967,2.9073,1.3014,171.1476,51.4603,14.4549,5.2036,5.2035
132.5880,76.6231,51.1082,8.7453,2.8825,1.2477,168.3697,56.5243,12.6280,2.4053,0.6015
132.7404,75.7578,51.1690,8.8533,2.7779,1.2299,156.6022,54.8975,16.1805,2.3115,2.8893
132.8928,76.6985,51.8769,9.0020,2.8042,1.2417,157.5469,55.9234,19.8436,3.0066,2.4055
133.0452,80.8852,54.7302,9.4129,2.9548,1.3267,163.0545,61.8676,19.0806,3.4694,6.3600
133.1976,83.5029,56.6727,9.6345,3.0311,1.3960,188.7013,62.5002,18.6298,6.6104,3.0049
133.3500,84.9411,57.4312,9.6416,3.1079,1.4388,178.0863,65.3368,17.9243,4.0473,4.0474
133.5024,82.7135,54.4728,9.1479,3.1904,1.3641,179.9034,64.9816,19.2538,2.4068,4.2118
133.6548,82.0352,50.6713,8.5871,3.5433,1.2535,174.0387,58.9768,17.9242,4.0476,4.6255
133.8072,81.8891,48.3364,8.2830,3.7905,1.1777,172.6828,62.3737,16.7487,6.3529,3.4653
133.9596,81.9975,47.9292,8.1075,3.8488,1.1886,174.9852,63.7398,19.8435,6.6144,5.4119
134.1120,84.6205,50.9994,8.5691,3.7983,1.2762,178.0874,57.2425,17.9241,4.0475,5.2037
134.2644,88.2737,53.5651,8.9830,3.9211,1.3438,199.2179,65.0017,15.6490,6.0185,3.6112
134.4168,91.7138,55.8447,9.4975,4.0522,1.3749,203.9871,68.7661,23.6923,2.8893,3.4671
134.5692,91.6299,53.6121,9.1954,4.2950,1.3046,200.7210,66.1055,18.6296,3.0048,1.8030
134.7216,88.0769,51.0726,8.7765,4.1805,1.2395,198.3216,61.2901,15.6116,2.8909,4.0474
134.8740,86.3684,49.2071,8.4406,4.1982,1.1972,171.3790,72.7588,17.4381,1.2027,4.2091
135.0264,86.6611,50.1363,8.5170,4.1263,1.2362,202.9486,52.6171,13.2986,2.8913,1.7347
135.1788,86.9684,50.0397,8.4390,4.1719,1.2460,198.9005,64.7585,12.7206,8.0947,3.4692
135.3312,88.1029,51.9750,8.5972,4.0815,1.3275,184.6070,62.5377,15.0332,5.4118,3.0067
135.4836,87.1456,52.8259,8.6073,3.8772,1.3750,199.4790,64.7586,17.3463,2.8910,5.2037
135.6360,85.7633,53.8305,8.6418,3.6075,1.4267,190.2272,65.3373,21.3929,2.8909,4.0475
135.7884,84.5675,54.7201,8.6861,3.3719,1.4698,170.2775,74.0075,12.6355,1.8052,4.8133
135.9408,84.3999,55.1307,8.7774,3.3066,1.4756,182.8172,78.6803,15.0426,3.4714,2.3143
136.0932,87.3404,57.0715,9.1954,3.4196,1.5060,179.1400,68.1883,25.4257,5.7787,5.2006
136.2456,86.8888,55.0368,9.0414,3.5984,1.4180,196.1485,67.3878,18.0508,5.4152,2.4069
136.3980,87.2306,55.0493,9.1466,3.6356,1.3979,184.6060,53.2423,21.9904,5.7869,4.6296
136.5504,87.9919,56.1464,9.4407,3.5977,1.4037,177.6117,78.1019,16.7778,4.0495,4.0497
136.7028,92.2697,61.9390,10.3353,3.4265,1.5642,195.4328,70.5411,21.3934,0.5784,2.8911
136.8552,93.5829,65.7967,10.8875,3.1391,1.6797,204.6827,78.6352,20.2370,4.0473,4.6256
137.0076,90.7794,66.1017,10.7414,2.7879,1.7263,193.0233,73.9627,19.8433,1.8040,4.8106
137.1600,85.3222,62.5568,10.0712,2.5719,1.6523,170.5700,73.4305,14.4552,2.8910,4.6256
137.3124,80.7298,57.9272,9.2226,2.5761,1.5505,178.5604,54.3199,16.7580,2.3115,5.2007
137.4648,80.7450,58.0039,9.1975,2.5691,1.5599,167.6698,59.4947,13.8223,2.4040,4.2067
137.6172,83.1691,60.6963,9.6782,2.5388,1.6217,192.5409,52.0394,16.1898,5.2038,2.8911
137.7696,86.7685,66.8245,10.7692,2.2531,1.7629,188.2146,72.1583,19.2423,4.8107,3.6079
137.9220,86.7424,68.6989,11.1794,2.0384,1.7910,197.6294,65.2989,19.0699,6.3563,3.4674
138.0744,86.2910,70.7463,11.5236,1.7561,1.8422,175.6730,62.9878,23.6920,2.8894,6.9344
138.2268,84.4852,68.6747,11.2992,1.7862,1.7659,195.7950,66.0658,15.0153,3.6036,6.0059
138.3792,85.1625,68.4689,11.4400,1.8859,1.7261,182.0279,62.4106,19.0695,3.4672,3.4673
138.5316,82.7596,65.1136,11.1614,1.9935,1.5858,175.2962,76.9447,17.3562,4.0496,5.2068
138.6840,83.6530,66.3571,11.4653,1.9540,1.5981,170.0729,66.7071,19.2311,1.8030,4.2066
138.8364,85.5764,67.5409,11.6920,2.0375,1.6222,183.0793,72.1921,24.8334,3.4652,2.3101
138.9888,89.1345,69.9798,12.1039,2.1640,1.6828,199.5192,78.1242,15.6253,4.2067,2.4041
139.1412,88.8779,69.5601,12.0333,2.1824,1.6724,199.5941,65.3745,20.8272,3.4713,6.9424
139.2936,87.4662,68.8352,11.8998,2.1048,1.6565,185.2079,63.1392,19.2420,4.8104,6.6146
139.4460,83.4042,67.0959,11.4366,1.8424,1.6468,191.8506,67.6103,14.4468,2.3116,6.9343
139.5984,83.1651,67.5595,11.4901,1.7630,1.6632,168.6408,64.1067,15.5936,4.0426,4.6202
139.7508,83.6735,68.0175,11.5055,1.7687,1.6869,182.8027,70.9561,18.0395,1.8042,4.2092
139.9032,85.1522,68.2685,11.6465,1.9074,1.6736,191.2743,71.0766,15.0243,5.2008,3.4673
140.0556,83.7187,66.7332,11.3777,1.9189,1.6373,192.4291,52.5863,10.9796,4.6228,4.6230
140.2080,81.2297,65.4758,11.1762,1.7798,1.6039,179.2481,57.7442,13.2334,1.8045,5.4135
140.3604,81.6810,65.3260,11.2694,1.8477,1.5768,178.6646,54.9298,17.9240,2.3128,4.6255
140.5128,82.3921,65.8511,11.4305,1.8687,1.5755,183.4031,65.5441,14.4319,3.0067,3.0068
140.6652,82.6824,64.9258,11.3898,2.0060,1.5297,177.4060,64.7206,17.3361,4.0450,5.7786
140.8176,82.5457,65.5858,11.4802,1.9160,1.5502,187.4994,55.2892,18.6300,3.6060,4.2067
140.9700,85.4696,68.6138,11.9033,1.9042,1.6429,177.9843,67.0331,22.5371,6.9341,2.8894
141.1224,89.5661,73.3464,12.5937,1.8324,1.7821,194.7124,75.1200,27.0426,2.4039,3.6061
141.2748,92.5264,76.4936,13.1101,1.8113,1.8633,209.3081,72.2755,15.6118,3.4694,9.2509
141.4272,92.4467,77.3105,13.2685,1.7100,1.8796,194.2276,76.9688,21.6475,6.0131,3.6080
141.5796,89.5258,76.2134,13.0732,1.5039,1.8543,198.7860,68.7658,20.2251,4.0450,5.2008
141.7320,90.3060,77.5523,13.2331,1.4408,1.9006,190.8071,61.8683,15.6120,2.8910,5.7820
141.8844,90.3346,76.8584,13.0913,1.5224,1.8882,198.4360,73.3615,24.0523,2.4055,4.8104
142.0368,93.2562,78.7261,13.4030,1.6415,1.9354,189.6505,75.7442,13.2992,5.7819,2.3129
142.1892,92.1041,77.8601,13.1298,1.6092,1.9390,193.9941,72.0721,22.8224,4.2042,4.2042
142.3416,94.3154,80.8630,13.5719,1.5198,2.0265,196.4757,72.8114,15.6029,4.6229,4.6232
142.4940,95.1542,82.5535,13.7980,1.4235,2.0802,207.5811,73.4054,23.4661,4.2117,9.6268
142.6464,94.5003,82.4479,13.8746,1.3616,2.0589,205.2615,70.5404,30.0669,2.3127,7.5165
142.7988,95.2654,82.0511,13.7645,1.4929,2.0576,179.7185,82.0573,19.0698,5.2008,5.2010
142.9512,90.9222,78.0710,13.0977,1.4518,1.9576,207.2052,83.4831,21.0208,4.8046,8.4081
143.1036,92.0667,78.2435,13.0755,1.5616,1.9720,173.9406,77.4334,17.9139,1.7338,4.0452
143.2560,92.1065,78.4510,13.1139,1.5427,1.9765,213.0873,63.1158,17.3711,5.2113,5.7904
143.4084,94.3096,77.5312,13.0249,1.8955,1.9406,230.4439,72.2014,15.6440,3.6100,6.0167
143.5608,93.4565,76.7495,12.8943,1.8874,1.9209,208.4888,59.4869,19.0587,1.7328,2.8878
143.7132,88.7698,72.9322,12.3166,1.7892,1.8127,192.1918,75.0744,20.4207,4.2042,4.8048
143.8656,89.2635,75.0880,12.6237,1.6014,1.8776,184.9186,63.5661,25.4257,4.0450,4.6231
144.0180,89.4735,73.5521,12.3319,1.7987,1.8458,200.8684,73.5162,17.9452,2.8945,6.9462
144.1704,90.7960,71.2675,11.9440,2.2062,1.7894,202.7669,66.7873,20.4575,6.0167,3.0085
144.3228,91.6734,68.3855,11.4986,2.6309,1.7096,188.3857,72.2335,24.2703,4.0451,4.6229
144.4752,93.8613,66.7078,11.2792,3.0676,1.6553,202.7152,72.1919,22.5234,4.0427,4.6204
144.6276,94.0057,64.4954,10.9515,3.3338,1.5913,215.6678,74.0097,16.1899,4.0475,6.3601
144.7800,96.1463,62.6800,10.6897,3.7808,1.5373,191.2222,72.1589,20.4451,6.0130,3.6081
144.9324,96.6341,60.3602,10.3213,4.0980,1.4750,215.2149,75.2101,22.5626,2.8930,5.7852
145.0848,98.9304,59.1588,10.2138,4.4931,1.4263,205.7208,80.9011,17.9139,7.5119,2.3117
145.2372,97.3806,56.4209,9.7922,4.6273,1.3502,203.7252,74.5191,17.4284,1.8031,6.0096
145.3896,98.1855,55.1827,9.7533,4.8581,1.2857,191.2760,71.6558,26.5811,5.2008,5.7785
145.5420,97.2800,52.9764,9.4496,5.0051,1.2173,220.2937,75.1657,13.8771,4.6256,2.8911
145.6944,98.4654,53.9614,9.7163,5.0277,1.2219,201.4438,66.7471,17.4387,4.2092,3.6080
145.8468,95.6059,52.5339,9.5892,4.8660,1.1639,211.0417,71.6976,22.5496,3.4694,4.0475
145.9992,95.8406,53.7342,9.9051,4.7569,1.1714,179.8509,80.6011,18.6464,7.2179,4.8120
146.1516,93.9508,51.4621,9.5705,4.8001,1.1052,200.8341,73.9917,15.0210,5.0069,3.8942
146.3040,97.5099,53.0486,9.7835,5.0229,1.1555,194.8879,73.9859,17.4436,3.6093,3.0076
146.4564,97.3320,51.7572,9.5421,5.1487,1.1280,205.4990,88.5660,17.3661,7.5252,4.0521
146.6088,99.2690,53.5852,9.8703,5.1610,1.1696,201.4430,67.3492,17.4385,4.8106,3.6080
146.7612,95.8456,51.0857,9.4502,5.0566,1.1071,198.0939,84.3189,20.2137,5.7753,4.6202
146.9136,97.4530,51.5716,9.6106,5.1833,1.1036,194.7423,66.4552,20.2252,4.6230,2.8895
147.0660,97.6308,51.1457,9.5346,5.2515,1.0939,209.2601,72.7606,18.0397,4.8106,5.4119
147.2184,96.9744,52.5170,9.7784,5.0225,1.1255,204.3415,81.6194,18.5238,4.6308,5.2099
147.3708,95.9487,53.0977,9.8434,4.8410,1.1465,203.8485,57.7277,17.4382,1.8042,6.6145
147.5232,95.6669,53.8636,9.9047,4.7226,1.1790,203.7519,69.2650,15.0075,6.3489,5.7719
147.6756,95.2415,54.7147,9.8634,4.5784,1.2367,205.8813,84.6329,19.2078,1.2008,4.2016
147.8280,91.1088,54.8178,9.6937,4.0999,1.2763,189.2900,68.3067,20.8393,5.7887,3.4732
147.9804,91.8155,58.8611,10.3348,3.7229,1.3850,174.8223,65.9920,20.2604,5.2098,3.4733
148.1328,94.6158,63.2040,11.1154,3.5487,1.4836,227.0264,76.8765,18.6189,4.2043,4.8048
148.2852,96.5318,67.4495,11.8245,3.2855,1.5907,217.0257,70.4191,22.5107,6.3491,5.1947
148.4376,94.0394,68.1951,11.9220,2.9197,1.6149,188.7037,79.9270,19.8316,5.4086,3.6059
148.5900,90.9260,68.0043,11.8752,2.5895,1.6130,217.5287,64.7963,17.3562,5.2066,5.7852
148.7424,89.4899,68.3092,11.8816,2.3928,1.6295,201.2140,68.2272,19.6587,1.7347,3.4694
148.8948,88.3047,67.5234,11.7035,2.3477,1.6189,197.7161,57.6934,17.4281,3.6059,7.2112
149.0472,90.8327,69.6519,11.9477,2.3929,1.6946,193.1209,75.1657,21.3937,6.3601,2.3129
149.1996,90.7210,69.3913,11.8487,2.4097,1.6990,218.4321,66.4551,25.4258,4.0449,3.4673
149.3520,90.5455,70.3459,11.9731,2.2820,1.7300,186.9003,71.5139,18.6298,0.6013,4.8078
149.5044,87.3633,69.2694,11.8092,2.0441,1.6997,208.2126,62.4636,17.9294,5.7837,5.7838
149.6568,91.5088,74.0662,12.6281,1.9705,1.8172,205.0847,57.7715,17.3311,5.1992,6.9323
149.8092,92.9270,77.1829,13.1256,1.7787,1.9004,220.7517,80.6010,18.0450,3.0075,4.8121
149.9616,94.6167,80.1713,13.6493,1.6319,1.9709,218.1477,72.7169,16.2265,3.0048,6.6105
150.1140,92.2272,79.6928,13.4950,1.4160,1.9735,196.0113,82.1035,24.2842,3.4694,5.7820
150.2664,90.5335,77.8439,13.1930,1.4336,1.9255,210.5866,63.6395,20.2487,5.7852,5.7853
150.4188,89.4818,75.1374,12.6268,1.6205,1.8799,199.9424,71.6550,19.6477,3.4673,5.2009
150.5712,89.0537,73.4469,12.3478,1.7631,1.8366,203.1242,61.2986,22.8367,4.2069,6.0096
150.7236,88.4414,72.9465,12.2551,1.7505,1.8257,190.6972,70.4992,24.8480,6.9342,5.2008
150.8760,88.5204,72.5079,12.3749,1.8090,1.7765,205.2608,60.1338,19.6588,3.4692,4.6257
151.0284,88.9364,71.2236,12.2492,2.0011,1.7265,191.9633,74.0095,18.5025,3.4692,5.7819
151.1808,89.0367,68.6429,11.7563,2.3039,1.6737,197.7447,68.8053,19.0807,2.8912,4.0475
151.3332,90.1771,69.2085,11.7097,2.3689,1.7158,191.9632,57.8212,20.2370,5.7818,5.2039
151.4856,88.3749,67.6283,11.2569,2.3438,1.7133,195.5468,74.6083,19.2538,1.8053,7.2200
151.6380,89.5969,68.8668,11.3776,2.3419,1.7616,182.7130,64.1808,17.3459,5.7818,4.0474
151.7904,88.1745,67.1972,10.9372,2.3699,1.7514,203.2914,71.6140,15.5935,1.7327,3.4652
151.9428,89.9525,69.2265,11.1711,2.3415,1.8234,194.2762,68.2281,17.3461,4.0473,3.4691
152.0952,90.7007,70.0168,11.2537,2.3367,1.8531,199.9419,72.8124,17.9135,2.3115,1.7337
152.2476,92.6007,72.2883,11.5541,2.2947,1.9260,194.2770,90.7762,12.1427,2.8910,4.0475
152.4000,94.3388,72.0284,11.5328,2.5205,1.9150,213.4789,66.5324,19.6703,2.3145,5.7853
152.5524,94.5500,69.9933,11.2222,2.7742,1.8579,197.1661,78.6361,20.8153,7.5164,4.6255
152.7048,92.6888,66.0865,10.6881,3.0053,1.7360,185.6025,89.0423,20.8152,4.6255,3.4692
152.8572,89.5192,63.1295,10.2658,2.9813,1.6472,181.5556,76.9001,20.2370,2.8910,3.4694
153.0096,86.2071,60.4650,9.8495,2.9081,1.5744,186.0734,64.1431,18.4920,3.4672,6.9341
153.1620,85.3326,59.6128,9.6922,2.9056,1.5558,185.4952,60.6766,22.5368,2.8893,2.3117
153.3144,80.2505,55.3031,9.0139,2.8184,1.4389,180.9969,69.1510,21.6471,3.0066,5.4117
153.4668,74.7708,51.3617,8.3324,2.6446,1.3441,160.2534,49.7542,13.3066,2.8925,2.3143
153.6192,67.7394,46.4333,7.5457,2.4070,1.2126,141.5775,50.2741,17.3356,0.5780,4.6229
153.7716,66.3810,45.5949,7.3587,2.3483,1.2007,139.8438,43.9184,9.8239,2.8892,4.6228
153.9240,74.3157,49.7511,8.1942,2.7751,1.2776,136.5376,52.0694,12.7278,1.1573,1.7356
154.0764,81.8936,55.5138,9.2087,2.9802,1.4127,185.7635,70.6012,12.7317,4.6297,1.7363
154.2288,90.5585,62.9004,10.4784,3.1246,1.5919,179.8213,59.5555,16.7682,6.3601,4.6256
154.3812,89.0878,64.8546,10.7388,2.7377,1.6542,188.9628,71.0773,21.9585,4.0450,4.6230
154.5336,90.3083,66.7735,11.0300,2.6588,1.7084,190.6971,63.5656,15.0248,3.4672,5.2009
154.6860,89.0217,65.2251,10.8604,2.6884,1.6517,202.6452,65.5444,19.2422,3.6080,6.0131
154.8384,90.1738,63.7986,10.7333,2.9797,1.5938,192.5418,69.3839,17.3460,4.6256,3.4692
154.9908,89.8759,60.9448,10.3656,3.2684,1.5003,201.7914,64.7594,16.7681,4.0473,4.0473
155.1432,89.5929,57.7116,9.8760,3.6017,1.4088,185.4957,78.0117,20.2251,2.3114,2.3115
155.2956,91.6265,56.6749,9.7312,3.9486,1.3770,188.4939,70.5415,15.6117,1.7348,2.8911
155.4480,92.3208,53.6155,9.3439,4.3726,1.2754,190.6191,84.1845,20.4445,4.8107,3.6081
155.6004,94.4238,55.2482,9.6770,4.4258,1.3046,186.7595,72.2751,12.7210,6.9382,6.9385
155.7528,88.7883,52.5229,9.2028,4.0970,1.2397,191.8507,71.0770,21.3807,2.8893,7.5120
155.9052,89.2309,54.8082,9.4722,3.8888,1.3195,169.4149,60.1347,15.0342,1.7350,2.3132
156.0576,88.7975,53.8160,9.2404,3.9520,1.3075,183.8956,74.5175,22.8361,4.8075,5.4088
156.2100,93.2316,54.7483,9.3638,4.3476,1.3374,194.8518,60.7130,19.0807,3.4694,6.3597
156.3624,94.4446,54.7263,9.3722,4.4871,1.3345,176.8298,75.7000,19.6474,5.2009,2.3116
156.5148,97.5884,55.5521,9.5164,4.7490,1.3541,196.0321,70.3555,18.6416,6.0131,3.6078
156.6672,100.6771,57.6272,9.9730,4.8635,1.3847,202.8321,76.2787,23.1144,5.2007,2.8893
156.8196,101.0600,58.1656,10.1588,4.8459,1.3793,207.5725,77.4793,20.8151,4.0478,2.8914
156.9720,97.7948,58.8367,10.4114,4.4012,1.3685,191.9618,79.2144,19.0800,6.9383,6.3596
157.1244,94.1335,59.6968,10.4635,3.8904,1.4082,182.0292,85.5225,13.8696,5.7781,1.1565
157.2768,89.6593,58.9786,10.2753,3.4661,1.4036,189.3015,69.7114,20.4320,1.2023,7.2111
157.4292,90.9673,60.6770,10.5517,3.4220,1.4479,177.9819,68.7661,14.4460,4.6234,3.4667
157.5816,92.5227,61.5546,10.8674,3.4985,1.4366,204.6821,69.9628,23.1282,3.4696,2.8914
