#HOLE:,940A
#LEG:,155
#TOP:,75.895203
#BOTTOM:,235.000793
DEPTH_WMSF,IDPH,IMPH,SFLU
m,ohmm,ohmm,ohmm
179.8320,1.5923,1.5352,1.3652
179.9844,1.5921,1.5396,1.3673
180.1368,1.5972,1.5457,1.3531
180.2892,1.6012,1.5511,1.3841
180.4416,1.6009,1.5544,1.4595
180.5940,1.5985,1.5559,1.4601
180.7464,1.5845,1.5566,1.4585
180.8988,1.5789,1.5559,1.4137
181.0512,1.5781,1.5512,1.4071
181.2036,1.5787,1.5416,1.3053
181.3560,1.5770,1.5293,1.3370
181.5084,1.5706,1.5189,1.3295
181.6608,1.5679,1.5134,1.4002
181.8132,1.5670,1.5123,1.4114
181.9656,1.5685,1.5122,1.4233
182.1180,1.5818,1.5120,1.4105
182.2704,1.5714,1.5140,1.4087
182.4228,1.5827,1.5206,1.4068
182.5752,1.5842,1.5307,1.4378
182.7276,1.5849,1.5400,1.4344
182.8800,1.5888,1.5457,1.3732
183.0324,1.5955,1.5490,1.3650
183.1848,1.5927,1.5528,1.3380
183.3372,1.5902,1.5558,1.4042
183.4896,1.5781,1.5529,1.4564
183.6420,1.5656,1.5403,1.4548
183.7944,1.5632,1.5203,1.4428
183.9468,1.5563,1.5007,1.3981
184.0992,1.5515,1.4893,1.3867
184.2516,1.5504,1.4886,1.3886
184.4040,1.5501,1.4955,1.4034
184.5564,1.5477,1.5047,1.4327
184.7088,1.5475,1.5114,1.4133
184.8612,1.5472,1.5127,1.4520
185.0136,1.5497,1.5096,1.4549
185.1660,1.5488,1.5040,1.4477
185.3184,1.5477,1.4963,1.4737
185.4708,1.5414,1.4862,1.4172
185.6232,1.5357,1.4746,1.4105
185.7756,1.5353,1.4640,1.4099
185.9280,1.5272,1.4579,1.3709
186.0804,1.5204,1.4580,1.3751
186.2328,1.5147,1.4622,1.3771
186.3852,1.5066,1.4652,1.3986
186.5376,1.5021,1.4631,1.4178
186.6900,1.5018,1.4560,1.4296
186.8424,1.5065,1.4473,1.3848
186.9948,1.5142,1.4422,1.3454
187.1472,1.5235,1.4451,1.3309
187.2996,1.5247,1.4564,1.3378
187.4520,1.5257,1.4720,1.3631
187.6044,1.5257,1.4843,1.4571
187.7568,1.5281,1.4862,1.4744
187.9092,1.5278,1.4765,1.4505
188.0616,1.5265,1.4614,1.4136
188.2140,1.5262,1.4495,1.4041
188.3664,1.5143,1.4454,1.4016
188.5188,1.5096,1.4491,1.3806
188.6712,1.5089,1.4592,1.3785
188.8236,1.5086,1.4735,1.3587
188.9760,1.5120,1.4891,1.3612
189.1284,1.5148,1.5010,1.3660
189.2808,1.5153,1.5035,1.3768
189.4332,1.5153,1.4944,1.3581
189.5856,1.5157,1.4782,1.3688
189.7380,1.5285,1.4635,1.3721
189.8904,1.5364,1.4578,1.3662
190.0428,1.5374,1.4637,1.3855
190.1952,1.5394,1.4775,1.4123
190.3476,1.5391,1.4923,1.4308
190.5000,1.5383,1.5019,1.4331
190.6524,1.5415,1.5043,1.4125
190.8048,1.5457,1.5020,1.3927
190.9572,1.5489,1.4985,1.3933
191.1096,1.5489,1.4963,1.3930
191.2620,1.5491,1.4964,1.3864
191.4144,1.5503,1.4989,1.3995
191.5668,1.5549,1.5034,1.4233
191.7192,1.5533,1.5074,1.4588
191.8716,1.5519,1.5076,1.4761
192.0240,1.5490,1.5023,1.4740
192.1764,1.5428,1.4926,1.4725
192.3288,1.5419,1.4820,1.4712
192.4812,1.5400,1.4743,1.4000
192.6336,1.5338,1.4717,1.3229
192.7860,1.5313,1.4743,1.3279
192.9384,1.5307,1.4808,1.3514
193.0908,1.5301,1.4893,1.3347
193.2432,1.5331,1.4969,1.3357
193.3956,1.5366,1.5007,1.3517
193.5480,1.5362,1.4997,1.4329
193.7004,1.5344,1.4954,1.4330
193.8528,1.5381,1.4904,1.4299
194.0052,1.5405,1.4857,1.3781
194.1576,1.5377,1.4808,1.4284
194.3100,1.5368,1.4744,1.4362
194.4624,1.5382,1.4665,1.4454
194.6148,1.5357,1.4594,1.4521
194.7672,1.5224,1.4562,1.4171
194.9196,1.5221,1.4583,1.3962
195.0720,1.5234,1.4647,1.4130
195.2244,1.5241,1.4724,1.4138
195.3768,1.5352,1.4782,1.3860
195.5292,1.5343,1.4816,1.3826
195.6816,1.5361,1.4850,1.4260
195.8340,1.5430,1.4912,1.4329
195.9864,1.5503,1.5001,1.4216
196.1388,1.5499,1.5079,1.4320
196.2912,1.5531,1.5102,1.4415
196.4436,1.5522,1.5057,1.4550
196.5960,1.5507,1.4975,1.4490
196.7484,1.5516,1.4904,1.4271
196.9008,1.5523,1.4881,1.3876
197.0532,1.5510,1.4916,1.3929
197.2056,1.5584,1.4992,1.3899
197.3580,1.5600,1.5072,1.4046
197.5104,1.5600,1.5119,1.4760
197.6628,1.5589,1.5116,1.4751
197.8152,1.5509,1.5074,1.4806
197.9676,1.5503,1.5010,1.4656
198.1200,1.5554,1.4945,1.4446
198.2724,1.5571,1.4903,1.4558
198.4248,1.5567,1.4900,1.4524
198.5772,1.5569,1.4948,1.4081
198.7296,1.5574,1.5037,1.4541
198.8820,1.5589,1.5134,1.4672
199.0344,1.5631,1.5200,1.4462
199.1868,1.5645,1.5214,1.4562
199.3392,1.5603,1.5176,1.4735
199.4916,1.5597,1.5101,1.4839
199.6440,1.5614,1.5019,1.4522
199.7964,1.5587,1.4966,1.3574
199.9488,1.5560,1.4966,1.3677
200.1012,1.5562,1.5016,1.4012
200.2536,1.5514,1.5086,1.4489
200.4060,1.5540,1.5136,1.4506
200.5584,1.5569,1.5142,1.4449
200.7108,1.5554,1.5118,1.4457
200.8632,1.5567,1.5100,1.4445
201.0156,1.5624,1.5108,1.4292
201.1680,1.5519,1.5127,1.4310
201.3204,1.5500,1.5114,1.4072
201.4728,1.5492,1.5027,1.4366
201.6252,1.5486,1.4877,1.4367
201.7776,1.5477,1.4737,1.4188
201.9300,1.5480,1.4675,1.3865
202.0824,1.5435,1.4697,1.4270
202.2348,1.5406,1.4756,1.4452
202.3872,1.5393,1.4804,1.4286
202.5396,1.5502,1.4840,1.4161
202.6920,1.5524,1.4897,1.3890
202.8444,1.5514,1.5001,1.3763
202.9968,1.5590,1.5131,1.4232
203.1492,1.5561,1.5229,1.4267
203.3016,1.5565,1.5247,1.4508
203.4540,1.5573,1.5181,1.4689
203.6064,1.5532,1.5063,1.4683
203.7588,1.5541,1.4941,1.4606
203.9112,1.5547,1.4871,1.3883
204.0636,1.5598,1.4891,1.3495
204.2160,1.5610,1.4997,1.3595
204.3684,1.5608,1.5134,1.4111
204.5208,1.5602,1.5230,1.4769
204.6732,1.5539,1.5237,1.4766
204.8256,1.5488,1.5156,1.4662
204.9780,1.5439,1.5018,1.4459
205.1304,1.5426,1.4862,1.3641
205.2828,1.5430,1.4712,1.3574
205.4352,1.5402,1.4602,1.3566
205.5876,1.5383,1.4579,1.3170
205.7400,1.5375,1.4662,1.3695
205.8924,1.5282,1.4810,1.4300
206.0448,1.5254,1.4937,1.4178
206.1972,1.5241,1.4957,1.4472
206.3496,1.5235,1.4840,1.4441
206.5020,1.5220,1.4645,1.4459
206.6544,1.5216,1.4471,1.3750
206.8068,1.5203,1.4387,1.3397
206.9592,1.5193,1.4396,1.3747
207.1116,1.5071,1.4459,1.3824
207.2640,1.5065,1.4527,1.3860
207.4164,1.5063,1.4571,1.3846
207.5688,1.5097,1.4589,1.3834
207.7212,1.5127,1.4594,1.3847
207.8736,1.5180,1.4596,1.3842
208.0260,1.5242,1.4610,1.3470
208.1784,1.5234,1.4640,1.3747
208.3308,1.5233,1.4676,1.3756
208.4832,1.5286,1.4704,1.3712
208.6356,1.5293,1.4718,1.3788
208.7880,1.5307,1.4725,1.3554
208.9404,1.5350,1.4739,1.3618
209.0928,1.5323,1.4758,1.3627
209.2452,1.5306,1.4758,1.4001
209.3976,1.5271,1.4720,1.4113
209.5500,1.5121,1.4646,1.4096
209.7024,1.4959,1.4522,1.3921
209.8548,1.4922,1.4307,1.3576
210.0072,1.4914,1.3990,1.3146
210.1596,1.4816,1.3632,1.2913
210.3120,1.4456,1.3354,1.1845
210.4644,1.4343,1.3263,1.1743
210.6168,1.4314,1.3374,1.2117
210.7692,1.4330,1.3593,1.2158
210.9216,1.4223,1.3784,1.2073
211.0740,1.4256,1.3869,1.2284
211.2264,1.4296,1.3859,1.2899
211.3788,1.4313,1.3808,1.3208
211.5312,1.4294,1.3769,1.3145
211.6836,1.4282,1.3753,1.3026
211.8360,1.4304,1.3738,1.2870
211.9884,1.4293,1.3714,1.2211
212.1408,1.4241,1.3697,1.2308
212.2932,1.4201,1.3699,1.2460
212.4456,1.4143,1.3704,1.2684
212.5980,1.4067,1.3684,1.2640
212.7504,1.4090,1.3628,1.2148
212.9028,1.4136,1.3569,1.2272
213.0552,1.4260,1.3570,1.2016
213.2076,1.4257,1.3656,1.2381
213.3600,1.4196,1.3773,1.2727
213.5124,1.4153,1.3821,1.3573
213.6648,1.4034,1.3741,1.3603
213.8172,1.4033,1.3555,1.3187
213.9696,1.4018,1.3348,1.2363
214.1220,1.4005,1.3206,1.2295
214.2744,1.3922,1.3158,1.2560
214.4268,1.3799,1.3191,1.1962
214.5792,1.3816,1.3275,1.2626
214.7316,1.3821,1.3373,1.2523
214.8840,1.3869,1.3446,1.2582
215.0364,1.4041,1.3478,1.2448
215.1888,1.4149,1.3490,1.2453
215.3412,1.4363,1.3529,1.2463
215.4936,1.4652,1.3628,1.2658
215.6460,1.4718,1.3759,1.2709
215.7984,1.4834,1.3863,1.2714
215.9508,1.4887,1.3905,1.3140
216.1032,1.4805,1.3819,1.3184
216.2556,1.4710,1.3447,1.3678
216.4080,1.4470,1.2681,1.3444
216.5604,1.3021,1.1640,1.3267
216.7128,1.2506,1.0615,1.1071
216.8652,1.2184,0.9851,0.8997
217.0176,1.2179,0.9418,0.8454
217.1700,1.2172,0.9270,0.8672
217.3224,1.2255,0.9391,0.8520
217.4748,1.2323,0.9860,0.9302
217.6272,1.2320,1.0752,1.0460
217.7796,1.2244,1.1962,1.2585
217.9320,1.2185,1.3019,1.3865
218.0844,1.2411,1.3233,1.3904
218.2368,1.2517,1.2505,1.0567
218.3892,1.2550,1.1490,0.8726
218.5416,1.2548,1.0760,0.8702
218.6940,1.2561,1.0493,0.8410
218.8464,1.2491,1.0662,0.8262
218.9988,1.2196,1.1126,0.9204
219.1512,1.2075,1.1606,1.1752
219.3036,1.2120,1.1788,1.1994
219.4560,1.2175,1.1579,1.1974
219.6084,1.2306,1.1208,1.1754
219.7608,1.2394,1.0996,1.0869
219.9132,1.2538,1.1093,1.0583
220.0656,1.2357,1.1403,1.0786
220.2180,1.2332,1.1672,1.1184
220.3704,1.2136,1.1678,1.1245
220.5228,1.2098,1.1430,1.0468
220.6752,1.2085,1.1133,1.0091
220.8276,1.2057,1.0960,0.9570
220.9800,1.2074,1.0947,0.9191
221.1324,1.2069,1.1041,0.9170
221.2848,1.1859,1.1144,0.9184
221.4372,1.1762,1.1130,0.9776
221.5896,1.1738,1.0933,0.9633
221.7420,1.1716,1.0614,0.9620
221.8944,1.1686,1.0304,0.9256
222.0468,1.1645,1.0114,0.8762
222.1992,1.1552,1.0090,0.8803
222.3516,1.1487,1.0194,0.9113
222.5040,1.1407,1.0340,0.9111
222.6564,1.1269,1.0440,0.9100
222.8088,1.1264,1.0452,0.9177
222.9612,1.1240,1.0417,0.9271
223.1136,1.1419,1.0438,0.8421
223.2660,1.1495,1.0588,0.8404
223.4184,1.1411,1.0862,0.8504
223.5708,1.1482,1.1156,0.9119
223.7232,1.1599,1.1311,0.9126
223.8756,1.1696,1.1285,0.9935
224.0280,1.1737,1.1228,1.0082
224.1804,1.2199,1.1295,0.9557
224.3328,1.2363,1.1499,1.0413
224.4852,1.2269,1.1752,1.0093
224.6376,1.2382,1.1931,1.0126
224.7900,1.2251,1.1963,1.0782
224.9424,1.2264,1.1891,1.0773
225.0948,1.2291,1.1778,1.1269
225.2472,1.2558,1.1619,1.0623
225.3996,1.2769,1.1436,1.1419
225.5520,1.2777,1.1322,1.0308
225.7044,1.2767,1.1346,1.0365
225.8568,1.2767,1.1497,1.0845
226.0092,1.2501,1.1692,1.0801
226.1616,1.2216,1.1731,1.1065
226.3140,1.2078,1.1429,1.1953
226.4664,1.1989,1.0827,1.1972
226.6188,1.1779,1.0148,1.2004
226.7712,1.1545,0.9613,1.1459
226.9236,1.1457,0.9381,0.8577
227.0760,1.1409,0.9513,0.8826
227.2284,1.1265,0.9946,0.8916
227.3808,1.0991,1.0498,0.8938
227.5332,1.1071,1.0926,0.9044
227.6856,1.1099,1.1072,0.8878
227.8380,1.1525,1.1019,0.8820
227.9904,1.1844,1.0983,0.8760
228.1428,1.1891,1.1089,0.8730
228.2952,1.1949,1.1309,0.9207
228.4476,1.2116,1.1555,0.9550
228.6000,1.2277,1.1757,0.9653
228.7524,1.2366,1.1892,1.1014
228.9048,1.2392,1.1985,1.0431
229.0572,1.2415,1.2072,1.0337
229.2096,1.2428,1.2163,1.1333
229.3620,1.2465,1.2242,1.1243
229.5144,1.2530,1.2308,1.1330
229.6668,1.2570,1.2372,1.1391
229.8192,1.2616,1.2438,1.0892
229.9716,1.2705,1.2488,1.0877
230.1240,1.2814,1.2509,1.1110
230.2764,1.2861,1.2519,1.2123
230.4288,1.3000,1.2558,1.1846
230.5812,1.3092,1.2651,1.1908
230.7336,1.3087,1.2783,1.2221
230.8860,1.3100,1.2903,1.2774
231.0384,1.3126,1.2957,1.2535
231.1908,1.3129,1.2933,1.2536
231.3432,1.3150,1.2862,1.2296
231.4956,1.3073,1.2782,1.2353
231.6480,1.3006,1.2716,1.2789
231.8004,1.2978,1.2673,1.2988
231.9528,1.2881,1.2657,1.2912
232.1052,1.2859,1.2655,1.2884
232.2576,1.2888,1.2644,1.2212
232.4100,1.2892,1.2610,1.1612
232.5624,1.2899,1.2574,1.1855
232.7148,1.2910,1.2578,1.1991
232.8672,1.2913,1.2656,1.3028
233.0196,1.2916,1.2806,1.2878
233.1720,1.2917,1.2993,1.2782
233.3244,1.2922,1.3163,1.2782
233.4768,1.2923,1.3284,1.2553
233.6292,1.2924,1.3351,1.2430
233.7816,1.2924,1.3369,1.2432
233.9340,1.2923,1.3353,1.2430
234.0864,1.2923,1.3325,1.2439
234.2388,1.2914,1.3304,1.2445
234.3912,1.2907,1.3296,1.2442
234.5436,1.2906,1.3303,1.2455
234.6960,1.2906,1.3317,1.2433
234.8484,-999.2500,-999.2500,-999.2500
235.0008,-999.2500,-999.2500,-999.2500

