#HOLE:,940A
#LEG:,155
#TOP:,62.179199
#BOTTOM:,231.800400
DEPTH_WMSF,FX,FY,FZ,FNOR,DEVI,FINC,RB,P1AZ,HAZI
m,oer,oer,oer,oer,deg,deg,deg,deg,deg
101.6508,0.1126,0.2814,0.0808,0.3134,5.1323,19.9957,91.8115,266.9656,175.1614
101.8032,0.1167,0.2793,0.0811,0.3134,5.1282,19.9885,98.3513,273.4633,175.1450
101.9556,0.1197,0.2780,0.0809,0.3134,5.1231,19.9843,99.4823,274.5669,175.1218
102.1080,0.1153,0.2800,0.0809,0.3134,5.1201,19.9793,98.5595,273.6030,175.0771
102.2604,0.1337,0.2716,0.0809,0.3134,5.1263,19.9824,100.0677,275.0750,175.0468
102.4128,0.1463,0.2652,0.0810,0.3134,5.1251,19.9770,105.1844,280.1517,175.0253
102.5652,0.1480,0.2646,0.0811,0.3135,5.1176,19.9654,105.8428,280.7575,174.9747
102.7176,0.1567,0.2591,0.0813,0.3135,5.1112,19.9537,106.6118,281.4761,174.9267
102.8700,0.1561,0.2596,0.0814,0.3135,5.1011,19.9396,108.6457,283.5435,174.9666
103.0224,0.1482,0.2643,0.0813,0.3135,5.0975,19.9400,105.5353,280.3524,174.8756
103.1748,0.1411,0.2675,0.0814,0.3135,5.1013,19.9436,105.1389,279.9472,174.8655
103.3272,0.1395,0.2686,0.0814,0.3135,5.0967,19.9398,103.8425,278.6743,174.8845
103.4796,0.1367,0.2702,0.0812,0.3135,5.0848,19.9290,103.2430,278.0822,174.8895
103.6320,0.1506,0.2630,0.0810,0.3135,5.0773,19.9230,105.0216,279.8455,174.8802
103.7844,0.1461,0.2654,0.0810,0.3135,5.0703,19.9178,105.8634,280.6565,174.8521
103.9368,0.1439,0.2667,0.0812,0.3135,5.0693,19.9167,104.8801,279.6523,174.8279
104.0892,0.1438,0.2665,0.0811,0.3135,5.0637,19.9110,104.7998,279.5232,174.7786
104.2416,0.1440,0.2663,0.0810,0.3135,5.0605,19.9044,104.7493,279.5028,174.8085
104.3940,0.1372,0.2698,0.0810,0.3135,5.0582,19.8977,104.3333,279.0844,174.8047
104.5464,0.1278,0.2743,0.0812,0.3135,5.0659,19.9010,102.5160,277.2732,174.8046
104.6988,0.1276,0.2743,0.0809,0.3135,5.0632,19.8945,101.1413,275.8965,174.7977
104.8512,0.1309,0.2728,0.0809,0.3135,5.0519,19.8804,101.7045,276.4492,174.7890
105.0036,0.1372,0.2701,0.0811,0.3135,5.0439,19.8718,103.1516,277.8961,174.7937
105.1560,0.1385,0.2691,0.0812,0.3135,5.0515,19.8792,103.9242,278.6932,174.8211
105.3084,0.1355,0.2710,0.0810,0.3135,5.0566,19.8853,103.0599,277.8242,174.8134
105.4608,0.1360,0.2703,0.0806,0.3134,5.0501,19.8787,103.2127,277.9616,174.7984
105.6132,0.1388,0.2695,0.0810,0.3134,5.0480,19.8766,103.4072,278.1773,174.8203
105.7656,0.1396,0.2689,0.0811,0.3134,5.0486,19.8776,103.6728,278.4264,174.8047
105.9180,0.1360,0.2706,0.0809,0.3133,5.0501,19.8766,103.2383,277.9765,174.7878
106.0704,0.1386,0.2694,0.0808,0.3133,5.0490,19.8722,103.4581,278.1784,174.7706
106.2228,0.1338,0.2712,0.0809,0.3133,5.0475,19.8687,102.8782,277.5887,174.7588
106.3752,0.1336,0.2718,0.0808,0.3132,5.0568,19.8739,102.5848,277.2971,174.7598
106.5276,0.1015,0.2849,0.0810,0.3132,5.0611,19.8736,100.0208,274.7309,174.7484
106.6800,0.0850,0.2900,0.0809,0.3132,5.0632,19.8730,93.0670,267.7607,174.7057
106.8324,0.0779,0.2923,0.0810,0.3132,5.0612,19.8673,92.1821,266.8653,174.6917
106.9848,0.0505,0.2982,0.0806,0.3132,5.0642,19.8682,89.0615,263.7258,174.6606
107.1372,0.0275,0.3012,0.0805,0.3131,5.0609,19.8608,83.1936,257.8395,174.6196
107.2896,0.0147,0.3017,0.0804,0.3131,5.0624,19.8603,79.9552,254.5834,174.5898
107.4420,0.0139,0.3020,0.0804,0.3131,5.0645,19.8600,79.3369,253.9288,174.5513
107.5944,0.0102,0.3024,0.0804,0.3131,5.0660,19.8603,79.1382,253.6760,174.4964
107.7468,0.0102,0.3026,0.0806,0.3130,5.0698,19.8618,78.5281,253.0154,174.4435
107.8992,0.0032,0.3024,0.0808,0.3130,5.0715,19.8586,77.5432,252.0057,174.4152
108.0516,0.0010,0.3028,0.0806,0.3130,5.0717,19.8552,77.2649,251.7239,174.4107
108.2040,-0.0011,0.3029,0.0806,0.3130,5.0676,19.8449,76.8186,251.2496,174.3812
108.3564,-0.0038,0.3027,0.0805,0.3130,5.0755,19.8443,76.2870,250.7502,174.4114
108.5088,-0.0055,0.3024,0.0807,0.3130,5.0822,19.8442,75.8478,250.2923,174.3911
108.6612,-0.0045,0.3024,0.0803,0.3130,5.0741,19.8322,75.9645,250.3979,174.3806
108.8136,-0.0051,0.3027,0.0808,0.3130,5.0680,19.8157,75.7515,250.2924,174.4875
108.9660,-0.0077,0.3023,0.0802,0.3130,5.0857,19.8280,75.7234,250.1349,174.3576
109.1184,-0.0139,0.3021,0.0804,0.3130,5.0854,19.8225,74.5001,248.9191,174.3609
109.2708,-0.0115,0.3023,0.0805,0.3130,5.0850,19.8175,74.3664,248.8115,174.3866
109.4232,0.0008,0.3027,0.0804,0.3130,5.0943,19.8241,76.2160,250.6084,174.3401
109.5756,-0.0065,0.3027,0.0802,0.3129,5.0970,19.8224,75.5958,249.9906,174.3402
109.7280,-0.0004,0.3023,0.0799,0.3129,5.0961,19.8195,76.1393,250.5307,174.3387
109.8804,0.0054,0.3022,0.0801,0.3129,5.0915,19.8122,77.4438,251.8319,174.3402
110.0328,0.0301,0.3011,0.0796,0.3129,5.0930,19.8109,80.7499,255.1099,174.3241
110.1852,-0.0234,0.3015,0.0801,0.3129,5.0934,19.8057,75.6408,250.0729,174.3778
110.3376,-0.0258,0.3015,0.0802,0.3129,5.0947,19.8040,72.2043,246.6141,174.3439
110.4900,-0.0278,0.3010,0.0804,0.3129,5.0992,19.8018,71.4190,246.0568,174.5693
110.6424,-0.0342,0.3005,0.0802,0.3129,5.1102,19.8133,71.0590,245.3982,174.2693
110.7948,-0.0414,0.2994,0.0802,0.3129,5.1099,19.8075,69.4178,243.6616,174.1688
110.9472,-0.0476,0.2986,0.0806,0.3129,5.0923,19.7874,68.4594,242.5730,174.0363
111.0996,-0.0471,0.2988,0.0802,0.3129,5.0960,19.7869,68.1100,242.1154,173.9271
111.2520,-0.0470,0.2989,0.0803,0.3129,5.1226,19.8086,68.4106,242.3137,173.8248
111.4044,-0.0474,0.2986,0.0802,0.3129,5.1181,19.8061,68.6171,242.2787,173.5839
111.5568,-0.0484,0.2986,0.0801,0.3129,5.1054,19.7912,68.5221,242.0610,173.4613
111.7092,-0.0431,0.2992,0.0804,0.3129,5.1138,19.7963,68.5020,241.9981,173.4183
111.8616,-0.0429,0.2994,0.0797,0.3129,5.1170,19.7937,70.1164,243.5771,173.3876
112.0140,-0.0135,0.3021,0.0796,0.3128,5.1148,19.7825,73.3542,246.7752,173.3584
112.1664,-0.0081,0.3024,0.0796,0.3128,5.1146,19.7740,75.9399,249.2982,173.3045
112.3188,-0.0050,0.3024,0.0795,0.3128,5.1214,19.7720,76.7596,250.0518,173.2411
112.4712,-0.0032,0.3025,0.0796,0.3128,5.1400,19.7794,77.1067,250.3552,173.1984
112.6236,0.0006,0.3027,0.0799,0.3128,5.1506,19.7841,77.7187,250.8829,173.1161
112.7760,0.0006,0.3027,0.0793,0.3128,5.1532,19.7825,79.8459,252.9785,173.0924
112.9284,-0.0188,0.3017,0.0797,0.3128,5.1454,19.7698,73.4159,246.5858,173.1067
113.0808,-0.0238,0.3016,0.0796,0.3128,5.1417,19.7644,73.3298,246.2513,172.8581
113.2332,-0.0137,0.3020,0.0791,0.3128,5.1450,19.7599,74.8131,247.9760,173.1045
113.3856,-0.0128,0.3022,0.0794,0.3128,5.1488,19.7612,75.5444,248.7716,173.1713
113.5380,-0.0156,0.3021,0.0794,0.3128,5.1561,19.7659,75.2414,248.5341,173.2356
113.6904,-0.0186,0.3020,0.0794,0.3128,5.1541,19.7643,74.3936,247.7472,173.2935
113.8428,-0.0251,0.3013,0.0795,0.3128,5.1446,19.7534,73.6691,247.0823,173.3509
113.9952,-0.0221,0.3018,0.0796,0.3128,5.1591,19.7653,73.7417,247.2351,173.4310
114.1476,-0.0179,0.3023,0.0798,0.3127,5.1534,19.7570,73.5803,247.2765,173.6334
114.3000,-0.0071,0.3023,0.0799,0.3128,5.1493,19.7505,75.5587,249.2271,173.6126
114.4524,-0.0117,0.3023,0.0795,0.3128,5.1489,19.7488,75.9933,249.6612,173.6136
114.6048,-0.0091,0.3024,0.0796,0.3128,5.1534,19.7530,75.6326,249.3257,173.6374
114.7572,-0.0132,0.3020,0.0792,0.3128,5.1553,19.7530,75.2563,248.9758,173.6625
114.9096,-0.0130,0.3023,0.0798,0.3128,5.1524,19.7491,75.0426,248.7825,173.6822
115.0620,-0.0129,0.3020,0.0793,0.3128,5.1469,19.7428,74.9887,248.7663,173.7198
115.2144,-0.0104,0.3023,0.0796,0.3128,5.1529,19.7429,74.9770,248.8220,173.7871
115.3668,0.0113,0.3021,0.0795,0.3128,5.1595,19.7442,77.9097,251.6751,173.7179
115.5192,-0.0043,0.3027,0.0794,0.3128,5.1597,19.7385,76.9455,250.6992,173.7026
115.6716,-0.0050,0.3026,0.0795,0.3128,5.1760,19.7485,76.3090,250.0276,173.6649
115.8240,-0.0041,0.3024,0.0792,0.3128,5.1621,19.7215,76.6259,250.4181,173.7399
115.9764,-0.0019,0.3025,0.0790,0.3128,5.1778,19.7299,76.9570,250.7193,173.7108
116.1288,0.0007,0.3025,0.0795,0.3128,5.1873,19.7342,77.3133,251.0677,173.7041
116.2812,-0.0051,0.3030,0.0793,0.3128,5.1862,19.7289,76.6183,250.3721,173.7010
116.4336,-0.0043,0.3023,0.0794,0.3128,5.1940,19.7301,76.6464,250.4113,173.7120
116.5860,-0.0085,0.3024,0.0792,0.3128,5.1947,19.7273,76.3452,250.0896,173.6904
116.7384,-0.0001,0.3025,0.0792,0.3128,5.1885,19.7181,77.0273,250.7305,173.6519
116.8908,0.0083,0.3024,0.0791,0.3128,5.1947,19.7197,78.7403,252.4595,173.6741
117.0432,-0.0043,0.3027,0.0785,0.3127,5.2005,19.7212,77.1272,250.8127,173.6343
117.1956,-0.0110,0.3027,0.0789,0.3127,5.1906,19.7072,75.8008,249.5914,173.7347
117.3480,-0.0138,0.3021,0.0790,0.3127,5.1962,19.7125,74.9929,248.7130,173.6612
117.5004,-0.0125,0.3023,0.0791,0.3127,5.2071,19.7195,74.9128,248.6411,173.6688
117.6528,-0.0153,0.3020,0.0787,0.3127,5.2056,19.7160,74.9422,248.6379,173.6364
117.8052,-0.0198,0.3019,0.0791,0.3127,5.1914,19.7000,74.1286,247.8188,173.6284
117.9576,-0.0235,0.3018,0.0791,0.3127,5.1996,19.7037,73.4036,247.1169,173.6487
118.1100,-0.0399,0.3001,0.0789,0.3127,5.2129,19.7117,71.5800,245.2890,173.6378
118.2624,-0.0574,0.2966,0.0789,0.3127,5.1932,19.6913,67.1415,240.8790,173.6532
118.4148,-0.0392,0.3002,0.0792,0.3126,5.2101,19.7112,68.0753,241.7364,173.5790
118.5672,-0.0246,0.3015,0.0792,0.3126,5.2161,19.7166,72.8361,246.4801,173.5771
118.7196,-0.0259,0.3013,0.0787,0.3126,5.2084,19.7088,72.4837,246.1292,173.5775
118.8720,-0.0216,0.3019,0.0788,0.3126,5.2115,19.7081,73.0076,246.6688,173.5950
119.0244,-0.0186,0.3022,0.0789,0.3126,5.2274,19.7203,73.8016,247.5480,173.6826
119.1768,-0.0184,0.3019,0.0786,0.3127,5.2141,19.6993,73.9582,247.6608,173.6396
119.3292,-0.0173,0.3021,0.0787,0.3127,5.2218,19.7027,74.1462,247.8974,173.6886
119.4816,-0.0156,0.3021,0.0789,0.3127,5.2209,19.7001,74.4550,248.1823,173.6659
119.6340,-0.0107,0.3021,0.0789,0.3127,5.2248,19.7022,74.8961,248.6587,173.7027
119.7864,-0.0190,0.3021,0.0788,0.3126,5.2331,19.7099,74.3205,248.0647,173.6821
119.9388,-0.0293,0.3011,0.0791,0.3126,5.2329,19.7122,72.5848,246.3127,173.6597
120.0912,-0.0165,0.3023,0.0790,0.3126,5.2176,19.6978,73.1493,246.8586,173.6434
120.2436,0.0110,0.3025,0.0786,0.3126,5.2291,19.7065,77.7673,251.4579,173.6412
120.3960,-0.0182,0.3020,0.0784,0.3126,5.2368,19.7113,77.3605,251.0247,173.6131
120.5484,-0.0279,0.3013,0.0791,0.3126,5.2190,19.6957,72.4375,246.0726,173.5667
120.7008,-0.0269,0.3014,0.0788,0.3126,5.2251,19.6996,72.3958,246.0543,173.5898
120.8532,-0.0162,0.3021,0.0790,0.3126,5.2473,19.7141,73.7452,247.3049,173.4952
121.0056,0.0036,0.3024,0.0789,0.3126,5.2422,19.7012,76.9210,250.4492,173.4754
121.1580,-0.0286,0.3009,0.0789,0.3126,5.2288,19.6784,74.8541,248.3753,173.4610
121.3104,-0.0203,0.3018,0.0790,0.3126,5.2345,19.6721,72.9988,246.4535,173.3878
121.4628,-0.0104,0.3026,0.0783,0.3126,5.2412,19.6762,75.4899,248.8421,173.2941
121.6152,-0.0096,0.3026,0.0782,0.3126,5.2372,19.6711,76.2891,249.4286,173.0844
121.7676,-0.0073,0.3025,0.0790,0.3126,5.2538,19.6871,76.5551,249.8251,173.2156
121.9200,-0.0231,0.3014,0.0784,0.3125,5.2674,19.6978,74.3443,247.5791,173.1719
122.0724,-0.0015,0.3027,0.0780,0.3125,5.2675,19.6919,76.8844,250.0666,173.1287
122.2248,-0.0016,0.3024,0.0779,0.3125,5.2602,19.6772,77.8940,251.0256,173.0821
122.3772,-0.0030,0.3027,0.0778,0.3125,5.2786,19.6880,77.6820,250.7056,172.9730
122.5296,-0.0393,0.3003,0.0779,0.3125,5.2886,19.6845,74.4732,247.6531,173.1170
122.6820,-0.0553,0.2973,0.0787,0.3125,5.2939,19.6840,69.3062,242.4629,173.0759
122.8344,-0.0479,0.2983,0.0781,0.3125,5.2836,19.6688,66.0677,239.2205,173.0624
122.9868,-0.0229,0.3014,0.0784,0.3125,5.2915,19.6715,73.0398,246.1961,173.0882
123.1392,-0.0163,0.3021,0.0783,0.3125,5.3074,19.6805,74.5659,247.7401,173.1111
123.2916,-0.0290,0.3012,0.0779,0.3125,5.3084,19.6775,73.1398,246.3041,173.0960
123.4440,-0.0335,0.3008,0.0780,0.3125,5.2945,19.6629,72.0806,245.3335,173.1814
123.5964,-0.0302,0.3010,0.0780,0.3125,5.2961,19.6665,72.0746,245.3197,173.1735
123.7488,-0.0225,0.3016,0.0781,0.3125,5.3082,19.6812,72.1359,245.4202,173.2124
123.9012,-0.0243,0.3016,0.0786,0.3126,5.3164,19.6917,74.1501,247.4981,173.2832
124.0536,-0.0204,0.3020,0.0782,0.3126,5.3026,19.6723,73.5953,247.0076,173.3458
124.2060,-0.0179,0.3020,0.0782,0.3126,5.2897,19.6584,74.3022,247.7481,173.3823
124.3584,-0.0190,0.3021,0.0782,0.3126,5.3081,19.6747,74.3520,247.7641,173.3482
124.5108,-0.0188,0.3020,0.0780,0.3126,5.2953,19.6599,74.2291,247.6301,173.3371
124.6632,-0.0195,0.3022,0.0782,0.3126,5.2854,19.6509,73.9784,247.4080,173.3649
124.8156,-0.0154,0.3023,0.0784,0.3126,5.3131,19.6746,74.4791,247.9590,173.4164
124.9680,-0.0138,0.3025,0.0781,0.3126,5.3267,19.6882,75.7501,249.1528,173.3437
125.1204,-0.0144,0.3028,0.0781,0.3126,5.2984,19.6554,74.9708,248.2888,173.2567
125.2728,-0.0157,0.3019,0.0780,0.3126,5.3159,19.6603,75.0813,248.3366,173.1940
125.4252,-0.0144,0.3020,0.0783,0.3126,5.3144,19.6498,75.1862,248.3863,173.1392
125.5776,-0.0279,0.3010,0.0781,0.3126,5.3414,19.6646,73.7821,246.9453,173.0964
125.7300,-0.0327,0.3010,0.0784,0.3126,5.3411,19.6566,72.1406,245.2083,172.9951
125.8824,-0.0358,0.3005,0.0783,0.3126,5.3358,19.6523,71.6444,244.6854,172.9668
126.0348,-0.0362,0.3004,0.0778,0.3126,5.3394,19.6551,71.2521,244.2607,172.9330
126.1872,-0.0452,0.2994,0.0778,0.3126,5.3511,19.6664,70.6853,243.6741,172.9108
126.3396,-0.0089,0.3024,0.0776,0.3126,5.3391,19.6529,71.8144,244.8098,172.9217
126.4920,0.0376,0.3008,0.0772,0.3125,5.3402,19.6508,82.1336,255.0986,172.9314
126.6444,0.0422,0.3001,0.0772,0.3125,5.3548,19.6616,86.1775,259.1524,172.9582
126.7968,0.0432,0.2996,0.0771,0.3125,5.3520,19.6537,86.2048,259.1867,172.9654
126.9492,-0.0208,0.3019,0.0778,0.3126,5.3473,19.6454,81.6889,254.6213,172.8968
127.1016,-0.0606,0.2966,0.0782,0.3126,5.3631,19.6556,69.0961,242.0646,172.8848
127.2540,-0.0607,0.2969,0.0782,0.3126,5.3742,19.6596,66.5658,239.4908,172.8330
127.4064,-0.0619,0.2965,0.0782,0.3126,5.3584,19.6383,66.5591,239.4712,172.8207
127.5588,-0.0295,0.3010,0.0780,0.3126,5.3360,19.6069,68.0570,241.0402,172.8971
127.7112,-0.0189,0.3020,0.0776,0.3126,5.3774,19.6441,75.3125,248.3077,172.9334
127.8636,-0.0295,0.3015,0.0779,0.3126,5.3654,19.6328,73.1851,246.2658,173.0112
128.0160,-0.0318,0.3011,0.0776,0.3126,5.3945,19.6556,72.0648,245.2496,173.1104
128.1684,-0.0314,0.3009,0.0779,0.3126,5.3733,19.6357,72.0413,245.2485,173.1333
128.3208,-0.0173,0.3024,0.0779,0.3126,5.3843,19.6427,73.3304,246.7291,173.3291
128.4732,0.0298,0.3015,0.0774,0.3126,5.3940,19.6381,78.8003,252.2772,173.4285
128.6256,0.0724,0.2941,0.0772,0.3126,5.4068,19.6400,89.3790,262.8997,173.5180
128.7780,0.0802,0.2926,0.0774,0.3126,5.4020,19.6250,92.3827,265.8966,173.5245
128.9304,0.0820,0.2916,0.0776,0.3126,5.4246,19.6422,93.3349,266.8064,173.4864
129.0828,0.0820,0.2915,0.0776,0.3127,5.4261,19.6401,93.3917,266.8444,173.4678
129.2352,0.1095,0.2829,0.0767,0.3127,5.4183,19.6293,96.0425,269.4178,173.4020
129.3876,0.0789,0.2922,0.0775,0.3127,5.4204,19.6255,97.5516,270.8947,173.3765
129.5400,0.0365,0.3010,0.0774,0.3127,5.4337,19.6323,86.0843,259.4777,173.3759
129.6924,0.0364,0.3006,0.0770,0.3127,5.4089,19.6033,84.6232,258.0895,173.4425
129.8448,0.0383,0.3005,0.0774,0.3127,5.4283,19.6230,84.9032,258.2662,173.3402
129.9972,-0.0109,0.3025,0.0773,0.3127,5.4255,19.6184,81.1877,254.4035,173.1769
130.1496,-0.0171,0.3023,0.0774,0.3127,5.4264,19.6220,73.5072,246.5800,173.0029
130.3020,0.0038,0.3029,0.0777,0.3127,5.4078,19.6053,76.4729,249.3503,172.8195
130.4544,-0.0050,0.3031,0.0774,0.3127,5.4201,19.6172,78.2994,251.0645,172.7142
130.6068,-0.0057,0.3026,0.0773,0.3126,5.4046,19.6079,77.5857,250.1235,172.4853
130.7592,-0.0058,0.3030,0.0773,0.3126,5.4089,19.6132,77.6150,250.0948,172.4264
130.9116,-0.0062,0.3029,0.0777,0.3126,5.3986,19.6032,77.7533,250.0689,172.2628
131.0640,0.0204,0.3021,0.0775,0.3126,5.4064,19.6122,77.3867,249.5730,172.1326
131.2164,-0.0010,0.3031,0.0768,0.3126,5.4166,19.6215,82.8660,254.8792,171.9759
131.3688,-0.0099,0.3027,0.0771,0.3126,5.4074,19.6091,77.8305,249.8157,171.9271
131.5212,-0.0093,0.3027,0.0773,0.3126,5.3997,19.5969,77.5145,249.4130,171.8449
131.6736,-0.0092,0.3030,0.0772,0.3126,5.4029,19.5942,77.6799,249.4411,171.7079
131.8260,-0.0043,0.3027,0.0772,0.3126,5.4178,19.6017,78.1050,249.8210,171.6652
131.9784,-0.0223,0.3018,0.0770,0.3126,5.4365,19.6128,77.1869,248.8924,171.6489
132.1308,-0.0280,0.3015,0.0770,0.3126,5.4306,19.6030,74.4663,246.1438,171.6200
132.2832,-0.0260,0.3019,0.0769,0.3126,5.4547,19.6213,74.6709,246.2654,171.5282
132.4356,-0.0232,0.3020,0.0768,0.3126,5.4572,19.6189,75.1509,246.5543,171.3392
132.5880,-0.0198,0.3024,0.0768,0.3126,5.4654,19.6141,75.2108,246.8519,171.5766
132.7404,-0.0314,0.3014,0.0769,0.3126,5.4782,19.6138,73.4487,245.2591,171.7392
132.8928,-0.0332,0.3009,0.0767,0.3126,5.4946,19.6177,73.9142,245.7228,171.7385
133.0452,-0.0161,0.3025,0.0764,0.3126,5.5025,19.6110,79.9705,251.8998,171.8769
133.1976,-0.0217,0.3023,0.0765,0.3126,5.5140,19.6089,76.4036,248.5007,172.0209
133.3500,-0.0250,0.3022,0.0769,0.3126,5.5157,19.6022,74.4785,246.6177,172.0705
133.5024,-0.0263,0.3017,0.0770,0.3126,5.5280,19.6072,74.1570,246.3280,172.1012
133.6548,-0.0026,0.3026,0.0768,0.3126,5.5373,19.6110,76.7744,248.9555,172.1263
133.8072,-0.0040,0.3031,0.0762,0.3126,5.5326,19.5989,77.5888,249.8512,172.2062
133.9596,-0.0037,0.3033,0.0762,0.3126,5.5422,19.6010,77.8569,250.1604,172.2484
134.1120,0.0105,0.3031,0.0762,0.3126,5.5495,19.6017,79.9567,252.2987,172.2928
134.2644,0.0040,0.3030,0.0763,0.3126,5.5555,19.6028,80.1053,252.5364,172.3848
134.4168,-0.0020,0.3031,0.0763,0.3126,5.5635,19.6068,78.8778,251.3754,172.4446
134.5692,-0.0029,0.3031,0.0763,0.3126,5.5645,19.6036,78.1968,250.7289,172.4784
134.7216,-0.0092,0.3030,0.0765,0.3126,5.5662,19.5993,77.2936,249.8332,172.4822
134.8740,-0.0153,0.3027,0.0765,0.3126,5.5591,19.5885,76.2953,248.8366,172.4801
135.0264,-0.0124,0.3028,0.0764,0.3126,5.5523,19.5763,75.9539,248.6714,172.6545
135.1788,-0.0102,0.3028,0.0763,0.3126,5.5668,19.5925,76.4701,249.1548,172.6248
135.3312,-0.0116,0.3028,0.0764,0.3126,5.5707,19.5992,76.5261,249.1329,172.5456
135.4836,-0.0123,0.3029,0.0764,0.3126,5.5647,19.5916,76.2113,248.9137,172.6403
135.6360,-0.0177,0.3024,0.0763,0.3126,5.5623,19.5894,75.3720,248.0602,172.6246
135.7884,-0.0224,0.3021,0.0763,0.3126,5.5644,19.5916,74.6211,247.2616,172.5715
135.9408,-0.0201,0.3023,0.0763,0.3126,5.5736,19.5959,74.6841,247.3442,172.5906
136.0932,-0.0171,0.3025,0.0765,0.3126,5.5802,19.5968,75.1815,247.8321,172.5839
136.2456,-0.0161,0.3026,0.0766,0.3126,5.5759,19.5874,75.5285,248.1452,172.5511
136.3980,-0.0161,0.3026,0.0765,0.3126,5.5799,19.5861,75.5956,248.1663,172.5052
136.5504,-0.0154,0.3026,0.0763,0.3126,5.5899,19.5926,75.3808,247.9212,172.4741
136.7028,-0.0157,0.3026,0.0760,0.3125,5.5906,19.5896,75.8897,248.3610,172.4062
136.8552,-0.0110,0.3029,0.0759,0.3125,5.5998,19.5914,76.9528,249.3909,172.3780
137.0076,-0.0027,0.3032,0.0759,0.3125,5.6081,19.5931,77.7047,250.1463,172.3841
137.1600,-0.0004,0.3031,0.0759,0.3125,5.6138,19.5963,78.5111,250.9012,172.3360
137.3124,-0.0034,0.3034,0.0761,0.3125,5.6224,19.6012,78.5924,250.9466,172.3006
137.4648,-0.0123,0.3032,0.0760,0.3125,5.6226,19.5970,77.6241,249.8926,172.2075
137.6172,-0.0089,0.3030,0.0760,0.3125,5.6335,19.6008,76.6958,248.9573,172.2014
137.7696,-0.0001,0.3030,0.0759,0.3125,5.6324,19.5920,77.9180,250.1777,172.2032
137.9220,-0.0037,0.3030,0.0760,0.3125,5.6317,19.5860,78.5002,250.7390,172.1849
138.0744,-0.0027,0.3031,0.0758,0.3125,5.6423,19.5927,78.1579,250.3705,172.1564
138.2268,-0.0029,0.3027,0.0758,0.3125,5.6504,19.5962,78.4635,250.6883,172.1696
138.3792,-0.0057,0.3027,0.0760,0.3125,5.6613,19.6028,78.5876,250.8247,172.1814
138.5316,-0.0001,0.3029,0.0756,0.3125,5.6609,19.6003,78.5579,250.7600,172.1440
138.6840,-0.0067,0.3030,0.0756,0.3125,5.6557,19.5939,79.1278,251.2880,172.1113
138.8364,-0.0058,0.3032,0.0760,0.3125,5.6624,19.5964,78.0687,250.2625,172.1373
138.9888,-0.0054,0.3033,0.0758,0.3125,5.6704,19.6034,77.9299,250.1256,172.1383
139.1412,-0.0059,0.3033,0.0760,0.3125,5.6664,19.5984,77.9556,250.1427,172.1302
139.2936,-0.0063,0.3032,0.0759,0.3125,5.6762,19.6007,77.8348,250.0072,172.1138
139.4460,-0.0114,0.3030,0.0757,0.3125,5.6859,19.6047,77.4124,249.6042,172.1321
139.5984,-0.0124,0.3029,0.0756,0.3125,5.6816,19.5982,76.9771,248.9834,171.9455
139.7508,-0.0204,0.3022,0.0758,0.3125,5.6948,19.5982,75.6387,247.8294,172.1225
139.9032,-0.0269,0.3020,0.0758,0.3125,5.6946,19.5842,74.8579,246.9341,172.0069
140.0556,-0.0291,0.3016,0.0759,0.3125,5.7174,19.5892,73.5531,245.7402,172.1095
140.2080,-0.0315,0.3014,0.0757,0.3126,5.7354,19.5894,73.3630,245.5511,172.1092
140.3604,-0.0336,0.3019,0.0757,0.3126,5.7573,19.5975,72.8533,245.0200,172.0858
140.5128,-0.0281,0.3023,0.0755,0.3126,5.7636,19.5887,73.3649,245.4970,172.0540
140.6652,-0.0198,0.3027,0.0751,0.3127,5.7800,19.5877,74.9297,247.0864,172.0840
140.8176,-0.0159,0.3027,0.0752,0.3127,5.7972,19.5916,75.7395,247.8787,172.0687
140.9700,0.0242,0.3011,0.0746,0.3127,5.8075,19.5888,80.3772,252.4884,172.0837
141.1224,0.1138,0.2814,0.0745,0.3128,5.8058,19.5712,94.6869,266.7560,172.1016
141.2748,0.1372,0.2713,0.0746,0.3128,5.8280,19.5794,103.8209,275.8621,172.1124
141.4272,0.1498,0.2643,0.0743,0.3128,5.8301,19.5693,108.1221,280.1615,172.1267
141.5796,0.1530,0.2627,0.0745,0.3129,5.8474,19.5778,108.9160,280.8733,172.0476
141.7320,0.1745,0.2493,0.0744,0.3129,5.8536,19.5708,111.3329,283.3182,172.0815
141.8844,0.2119,0.2184,0.0744,0.3129,5.8713,19.5835,121.0194,292.9976,172.1151
142.0368,0.2183,0.2114,0.0744,0.3129,5.8677,19.5730,124.6165,296.5579,172.0821
142.1892,0.2119,0.2182,0.0746,0.3129,5.8708,19.5665,124.5844,296.6591,172.2154
142.3416,0.1968,0.2318,0.0744,0.3129,5.8853,19.5747,121.0819,292.9762,172.0325
142.4940,0.1898,0.2373,0.0746,0.3129,5.8825,19.5739,117.8648,289.8640,172.1254
142.6464,0.1895,0.2373,0.0748,0.3129,5.8866,19.5830,117.7506,289.7688,172.1428
142.7988,0.1516,0.2628,0.0750,0.3129,5.8812,19.5845,112.7519,284.8001,172.1608
142.9512,0.1606,0.2575,0.0749,0.3129,5.8728,19.5810,109.4438,281.5270,172.1743
143.1036,0.1447,0.2668,0.0751,0.3129,5.8618,19.5754,108.3825,280.5251,172.2301
