Leg	Site	H	Cor	T	Sc	Top(cm)	 Depth (mbsf)	 Corr. Counts	 Total Counts
155	 940	A	 21	X	 2	  14.5	      182.745	             	      1107.00
155	 940	A	 21	X	 2	  44.4	      183.044	             	      1144.00
155	 940	A	 21	X	 2	  74.6	      183.346	             	      1102.00
155	 940	A	 21	X	 2	 104.4	      183.644	             	      1189.00
155	 940	A	 21	X	 2	 134.5	      183.945	             	       982.00
155	 940	A	 21	X	 3	  14.4	      184.244	             	      1174.00
155	 940	A	 21	X	 3	  44.4	      184.544	             	      1159.00
155	 940	A	 21	X	 3	  74.4	      184.844	             	      1165.00
155	 940	A	 21	X	 3	 104.6	      185.146	             	      1125.00
155	 940	A	 21	X	 3	 134.4	      185.444	             	      1142.00
155	 940	A	 21	X	 4	  14.5	      185.745	             	      1153.00
155	 940	A	 21	X	 4	  44.6	      186.046	             	      1105.00
155	 940	A	 21	X	 4	  74.4	      186.344	             	      1194.00
155	 940	A	 21	X	 4	 104.4	      186.644	             	      1181.00
155	 940	A	 21	X	 4	 134.4	      186.944	             	       984.00
155	 940	A	 22	X	 1	  14.4	      190.944	             	      1143.00
155	 940	A	 22	X	 1	  44.4	      191.244	             	      1182.00
155	 940	A	 22	X	 1	  74.4	      191.544	             	      1265.00
155	 940	A	 22	X	 1	 104.5	      191.845	             	      1244.00
155	 940	A	 22	X	 1	 134.4	      192.144	             	      1178.00
155	 940	A	 22	X	 2	  14.4	      192.444	             	      1150.00
155	 940	A	 22	X	 2	  44.4	      192.744	             	      1062.00
155	 940	A	 22	X	 2	  74.4	      193.044	             	      1145.00
155	 940	A	 22	X	 2	 104.6	      193.346	             	      1130.00
155	 940	A	 22	X	 2	 134.4	      193.644	             	      1228.00
155	 940	A	 22	X	 3	  14.5	      193.945	             	      1243.00
155	 940	A	 22	X	 3	  44.5	      194.245	             	      1244.00
155	 940	A	 22	X	 3	  74.4	      194.544	             	      1201.00
155	 940	A	 22	X	 3	 104.5	      194.845	             	      1192.00
155	 940	A	 22	X	 3	 134.4	      195.144	             	      1236.00
155	 940	A	 22	X	 4	  14.4	      195.444	             	      1112.00
155	 940	A	 22	X	 4	  44.4	      195.744	             	      1242.00
155	 940	A	 22	X	 4	  74.4	      196.044	             	      1118.00
155	 940	A	 22	X	 4	 104.6	      196.346	             	      1186.00
155	 940	A	 22	X	 4	 134.4	      196.644	             	      1190.00
155	 940	A	 22	X	 5	  14.5	      196.945	             	      1110.00
155	 940	A	 22	X	 5	  44.4	      197.244	             	      1135.00
155	 940	A	 22	X	 5	  74.6	      197.546	             	      1086.00
155	 940	A	 22	X	 5	 104.5	      197.845	             	      1158.00
155	 940	A	 22	X	 5	 134.4	      198.144	             	      1160.00
155	 940	A	 22	X	 6	  14.5	      198.445	             	      1136.00
155	 940	A	 22	X	 6	  44.4	      198.744	             	      1137.00
155	 940	A	 23	X	 2	  14.5	      201.675	             	      1197.00
155	 940	A	 23	X	 2	  44.4	      201.974	             	      1143.00
155	 940	A	 23	X	 2	  74.4	      202.274	             	      1283.00
155	 940	A	 23	X	 2	 104.5	      202.575	             	      1155.00
155	 940	A	 23	X	 2	 134.4	      202.874	             	      1253.00
155	 940	A	 23	X	 3	  14.4	      203.174	             	      1196.00
155	 940	A	 23	X	 3	  44.4	      203.474	             	      1259.00
155	 940	A	 23	X	 3	  74.4	      203.774	             	      1209.00
155	 940	A	 23	X	 3	 104.5	      204.075	             	      1211.00
155	 940	A	 23	X	 3	 134.4	      204.374	             	      1208.00
155	 940	A	 23	X	 4	  14.4	      204.674	             	      1195.00
155	 940	A	 23	X	 4	  44.4	      204.974	             	      1252.00
155	 940	A	 23	X	 4	  74.4	      205.274	             	      1189.00
155	 940	A	 23	X	 4	 104.4	      205.574	             	      1147.00
155	 940	A	 23	X	 4	 134.4	      205.874	             	      1246.00
155	 940	A	 23	X	 5	  14.6	      206.176	             	      1114.00
155	 940	A	 23	X	 5	  44.5	      206.475	             	      1196.00
155	 940	A	 23	X	 5	  74.4	      206.774	             	      1187.00
155	 940	A	 23	X	 5	 104.5	      207.075	             	      1218.00
155	 940	A	 23	X	 5	 134.4	      207.374	             	      1202.00
155	 940	A	 23	X	 6	  14.6	      207.676	             	      1167.00
155	 940	A	 23	X	 6	  44.4	      207.974	             	      1249.00
155	 940	A	 23	X	 6	  74.4	      208.274	             	      1119.00
155	 940	A	 23	X	 6	 104.5	      208.575	             	      1219.00
155	 940	A	 23	X	 6	 134.4	      208.874	             	      1307.00
155	 940	A	 23	X	 7	  14.4	      209.174	             	      1094.00
155	 940	A	 23	X	 7	  44.4	      209.474	             	      1249.00
155	 940	A	 24	X	 1	  14.5	      210.145	             	       967.00
155	 940	A	 24	X	 1	  44.6	      210.446	             	      1220.00
155	 940	A	 24	X	 1	  74.4	      210.744	             	      1161.00
155	 940	A	 24	X	 1	 104.6	      211.046	             	      1128.00
155	 940	A	 24	X	 1	 134.5	      211.345	             	      1195.00
155	 940	A	 24	X	 2	  14.5	      211.645	             	      1129.00
155	 940	A	 24	X	 2	  44.5	      211.945	             	      1141.00
155	 940	A	 24	X	 2	  74.4	      212.244	             	      1129.00
155	 940	A	 24	X	 2	 104.4	      212.544	             	       982.00
155	 940	A	 24	X	 2	 134.4	      212.844	             	      1146.00
155	 940	A	 24	X	 3	  14.4	      213.144	             	      1088.00
155	 940	A	 24	X	 3	  44.5	      213.445	             	      1107.00
155	 940	A	 24	X	 3	  74.4	      213.744	             	      1067.00
155	 940	A	 24	X	 3	 104.5	      214.045	             	      1079.00
155	 940	A	 24	X	 3	 134.4	      214.344	             	      1192.00
155	 940	A	 24	X	 4	  14.5	      214.645	             	      1141.00
155	 940	A	 24	X	 4	  44.4	      214.944	             	      1251.00
155	 940	A	 24	X	 4	  74.6	      215.246	             	      1184.00
155	 940	A	 24	X	 4	 104.6	      215.546	             	      1039.00
155	 940	A	 24	X	 4	 134.4	      215.844	             	       894.00
155	 940	A	 24	X	 5	  14.4	      216.144	             	      1097.00
155	 940	A	 24	X	 5	  44.6	      216.446	             	      1108.00
155	 940	A	 24	X	 5	  74.4	      216.744	             	      1133.00
155	 940	A	 24	X	 5	 104.6	      217.046	             	      1128.00
155	 940	A	 24	X	 5	 134.4	      217.344	             	      1007.00
155	 940	A	 24	X	 6	  14.4	      217.544	             	      1162.00
155	 940	A	 25	X	 1	  14.5	      219.845	             	       917.00
155	 940	A	 25	X	 1	  44.5	      220.145	             	       952.00
155	 940	A	 25	X	 1	  74.4	      220.444	             	      1055.00
155	 940	A	 25	X	 1	 104.5	      220.745	             	       955.00
155	 940	A	 25	X	 1	 134.4	      221.044	             	      1030.00
155	 940	A	 25	X	 2	  14.5	      221.345	             	       868.00
155	 940	A	 25	X	 2	  44.6	      221.646	             	       909.00
155	 940	A	 25	X	 2	  74.4	      221.944	             	      1021.00
155	 940	A	 25	X	 2	 104.6	      222.246	             	      1062.00
155	 940	A	 25	X	 3	  14.5	      222.675	             	       943.00
155	 940	A	 25	X	 3	  44.4	      222.974	             	      1096.00
155	 940	A	 25	X	 3	  74.4	      223.274	             	      1067.00
155	 940	A	 25	X	 3	 104.5	      223.575	             	       916.00
155	 940	A	 25	X	 3	 134.4	      223.874	             	      1019.00
155	 940	A	 25	X	 4	  14.5	      224.175	             	      1010.00
155	 940	A	 26	X	 1	  14.5	      229.445	             	       985.00
155	 940	A	 26	X	 1	  44.5	      229.745	             	       965.00
155	 940	A	 26	X	 1	  74.4	      230.044	             	      1039.00
155	 940	A	 26	X	 1	 104.5	      230.345	             	      1074.00
155	 940	A	 26	X	 1	 134.4	      230.644	             	      1130.00
155	 940	A	 26	X	 2	  14.4	      230.944	             	      1006.00
155	 940	A	 26	X	 2	  44.4	      231.244	             	       947.00
155	 940	A	 26	X	 2	  74.4	      231.544	             	       982.00
155	 940	A	 26	X	 2	 104.6	      231.846	             	      1035.00
155	 940	A	 26	X	 2	 134.4	      232.144	             	      1050.00
155	 940	A	 26	X	 3	  14.5	      232.445	             	      1070.00
155	 940	A	 26	X	 3	  44.5	      232.745	             	      1025.00
155	 940	A	 26	X	 3	  74.4	      233.044	             	      1173.00
155	 940	A	 26	X	 3	 104.5	      233.345	             	      1002.00
155	 940	A	 26	X	 3	 134.4	      233.644	             	      1027.00
155	 940	A	 26	X	 4	  14.5	      233.945	             	       978.00
155	 940	A	 26	X	 4	  44.4	      234.244	             	      1122.00
155	 940	A	 26	X	 4	  74.5	      234.545	             	       945.00
155	 940	A	 26	X	 4	 104.6	      234.846	             	      1051.00
155	 940	A	 26	X	 4	 134.5	      235.145	             	      1103.00
155	 940	A	 27	X	 1	  14.5	      239.145	             	      1127.00
155	 940	A	 27	X	 1	  44.4	      239.444	             	      1040.00
155	 940	A	 27	X	 1	  74.4	      239.744	             	      1138.00
155	 940	A	 27	X	 1	 104.6	      240.046	             	      1119.00
155	 940	A	 27	X	 1	 134.4	      240.344	             	      1125.00
155	 940	A	 27	X	 2	  14.4	      240.644	             	      1192.00
155	 940	A	 27	X	 2	  44.4	      240.944	             	      1174.00
155	 940	A	 27	X	 2	  74.4	      241.244	             	      1215.00
155	 940	A	 27	X	 2	 104.5	      241.545	             	      1202.00
155	 940	A	 27	X	 2	 134.4	      241.844	             	      1259.00
155	 940	A	 27	X	 3	  14.4	      242.144	             	      1131.00
155	 940	A	 27	X	 3	  44.4	      242.444	             	      1192.00
155	 940	A	 27	X	 3	  74.4	      242.744	             	      1216.00
155	 940	A	 27	X	 3	 104.6	      243.046	             	      1176.00
155	 940	A	 27	X	 3	 134.4	      243.344	             	      1265.00
155	 940	A	 27	X	 4	  14.5	      243.645	             	      1216.00
155	 940	A	 27	X	 4	  44.5	      243.945	             	      1281.00
155	 940	A	 27	X	 4	  74.4	      244.244	             	      1198.00
155	 940	A	 27	X	 4	 104.4	      244.544	             	      1220.00
155	 940	A	 27	X	 4	 134.4	      244.844	             	      1224.00
155	 940	A	 27	X	 5	  14.5	      245.145	             	      1155.00
155	 940	A	 27	X	 5	  44.4	      245.444	             	      1184.00
155	 940	A	 27	X	 5	  74.4	      245.744	             	      1167.00
155	 940	A	 27	X	 5	 104.6	      246.046	             	      1160.00
155	 940	A	 27	X	 5	 134.4	      246.344	             	      1099.00
155	 940	A	 27	X	 6	  14.4	      246.564	             	      1172.00
155	 940	A	 27	X	 6	  44.5	      246.865	             	      1113.00
155	 940	A	 27	X	 6	  74.4	      247.164	             	      1173.00
155	 940	A	 27	X	 6	 104.5	      247.465	             	       884.00
