Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	  1	H	  1	     4.6	       0.046	           10.000	                  	
155	 940	A	  1	H	  1	     7.4	       0.074	           16.000	                  	
155	 940	A	  1	H	  1	    10.5	       0.105	           16.000	                  	
155	 940	A	  1	H	  1	    13.4	       0.134	           13.000	                  	
155	 940	A	  1	H	  1	    16.4	       0.164	           14.000	                  	
155	 940	A	  1	H	  1	    19.5	       0.195	           15.000	                  	
155	 940	A	  1	H	  1	    22.4	       0.224	           12.000	                  	
155	 940	A	  1	H	  1	    25.4	       0.254	           13.000	                  	
155	 940	A	  1	H	  1	    28.4	       0.284	           19.000	                  	
155	 940	A	  1	H	  1	    31.4	       0.314	           23.000	                  	
155	 940	A	  1	H	  1	    34.4	       0.344	           18.000	                  	
155	 940	A	  1	H	  1	    37.4	       0.374	           22.000	                  	
155	 940	A	  1	H	  1	    40.4	       0.404	           23.000	                  	
155	 940	A	  1	H	  1	    43.5	       0.435	           25.000	                  	
155	 940	A	  1	H	  1	    46.5	       0.465	           23.000	                  	
155	 940	A	  1	H	  1	    49.4	       0.494	           23.000	                  	
155	 940	A	  1	H	  1	    52.5	       0.525	           23.000	                  	
155	 940	A	  1	H	  1	    55.4	       0.554	           23.000	                  	
155	 940	A	  1	H	  1	    58.4	       0.584	           19.000	                  	
155	 940	A	  1	H	  1	    61.4	       0.614	           19.000	                  	
155	 940	A	  1	H	  1	    64.5	       0.645	           20.000	                  	
155	 940	A	  1	H	  1	    67.4	       0.674	           22.000	                  	
155	 940	A	  1	H	  1	    70.4	       0.704	           20.000	                  	
155	 940	A	  1	H	  1	    73.4	       0.734	           25.000	                  	
155	 940	A	  1	H	  1	    76.4	       0.764	           24.000	                  	
155	 940	A	  1	H	  1	    79.5	       0.795	           26.000	                  	
155	 940	A	  1	H	  1	    82.4	       0.824	           29.000	                  	
155	 940	A	  1	H	  1	    85.4	       0.854	           31.000	                  	
155	 940	A	  1	H	  1	    88.4	       0.884	           30.000	                  	
155	 940	A	  1	H	  1	    91.5	       0.915	           29.000	                  	
155	 940	A	  1	H	  1	    94.4	       0.944	           34.000	                  	
155	 940	A	  1	H	  1	    97.4	       0.974	           32.000	                  	
155	 940	A	  1	H	  1	   100.4	       1.004	           34.000	                  	
155	 940	A	  1	H	  1	   103.4	       1.034	           34.000	                  	
155	 940	A	  1	H	  1	   106.4	       1.064	           35.000	                  	
155	 940	A	  1	H	  1	   109.4	       1.094	           36.000	                  	
155	 940	A	  1	H	  1	   112.4	       1.124	           39.000	                  	
155	 940	A	  1	H	  1	   115.4	       1.154	           40.000	                  	
155	 940	A	  1	H	  1	   118.4	       1.184	           38.000	                  	
155	 940	A	  1	H	  1	   122.0	       1.220	           36.000	                  	
155	 940	A	  1	H	  1	   124.4	       1.244	           31.000	                  	
155	 940	A	  1	H	  1	   127.4	       1.274	           34.000	                  	
155	 940	A	  1	H	  1	   130.4	       1.304	           32.000	                  	
155	 940	A	  1	H	  1	   133.6	       1.336	           30.000	                  	
155	 940	A	  1	H	  1	   136.4	       1.364	           28.000	                  	
155	 940	A	  1	H	  2	     4.5	       1.545	           39.000	                  	
155	 940	A	  1	H	  2	     7.4	       1.574	           39.000	                  	
155	 940	A	  1	H	  2	    10.5	       1.605	           42.000	                  	
155	 940	A	  1	H	  2	    13.4	       1.634	           39.000	                  	
155	 940	A	  1	H	  2	    16.4	       1.664	           41.000	                  	
155	 940	A	  1	H	  2	    19.4	       1.694	           43.000	                  	
155	 940	A	  1	H	  2	    22.4	       1.724	           41.000	                  	
155	 940	A	  1	H	  2	    25.6	       1.756	           42.000	                  	
155	 940	A	  1	H	  2	    28.5	       1.785	           42.000	                  	
155	 940	A	  1	H	  2	    31.4	       1.814	           43.000	                  	
155	 940	A	  1	H	  2	    34.4	       1.844	           42.000	                  	
155	 940	A	  1	H	  2	    37.4	       1.874	           44.000	                  	
155	 940	A	  1	H	  2	    40.4	       1.904	           44.000	                  	
155	 940	A	  1	H	  2	    43.6	       1.936	           45.000	                  	
155	 940	A	  1	H	  2	    46.6	       1.966	           47.000	                  	
155	 940	A	  1	H	  2	    49.4	       1.994	           57.000	                  	
155	 940	A	  1	H	  2	    52.6	       2.026	           72.000	                  	
155	 940	A	  1	H	  2	    55.4	       2.054	           65.000	                  	
155	 940	A	  1	H	  2	    58.5	       2.085	           49.000	                  	
155	 940	A	  1	H	  2	    61.4	       2.114	           45.000	                  	
155	 940	A	  1	H	  2	    64.4	       2.144	           42.000	                  	
155	 940	A	  1	H	  2	    67.4	       2.174	           46.000	                  	
155	 940	A	  1	H	  2	    70.4	       2.204	           44.000	                  	
155	 940	A	  1	H	  2	    73.4	       2.234	           41.000	                  	
155	 940	A	  1	H	  2	    76.4	       2.264	           37.000	                  	
155	 940	A	  1	H	  2	    79.5	       2.295	           37.000	                  	
155	 940	A	  1	H	  2	    82.5	       2.325	           34.000	                  	
155	 940	A	  1	H	  2	    85.5	       2.355	           32.000	                  	
155	 940	A	  1	H	  2	    88.4	       2.384	           32.000	                  	
155	 940	A	  1	H	  2	    91.4	       2.414	           29.000	                  	
155	 940	A	  1	H	  2	    94.4	       2.444	           33.000	                  	
155	 940	A	  1	H	  2	    97.4	       2.474	           33.000	                  	
155	 940	A	  1	H	  2	   100.6	       2.506	           35.000	                  	
155	 940	A	  1	H	  2	   103.6	       2.536	           37.000	                  	
155	 940	A	  1	H	  2	   106.6	       2.566	           38.000	                  	
155	 940	A	  1	H	  2	   109.4	       2.594	           39.000	                  	
155	 940	A	  1	H	  2	   112.5	       2.625	           43.000	                  	
155	 940	A	  1	H	  2	   115.6	       2.656	           46.000	                  	
155	 940	A	  1	H	  2	   118.5	       2.685	           49.000	                  	
155	 940	A	  1	H	  2	   122.0	       2.720	           46.000	                  	
155	 940	A	  1	H	  2	   124.4	       2.744	           32.000	                  	
155	 940	A	  2	H	  1	     4.4	       2.844	           46.000	                  	
155	 940	A	  2	H	  1	     7.4	       2.874	           50.000	                  	
155	 940	A	  2	H	  1	    10.4	       2.904	           48.000	                  	
155	 940	A	  2	H	  1	    13.4	       2.934	           48.000	                  	
155	 940	A	  2	H	  1	    16.4	       2.964	           49.000	                  	
155	 940	A	  2	H	  1	    19.4	       2.994	           50.000	                  	
155	 940	A	  2	H	  1	    22.4	       3.024	           49.000	                  	
155	 940	A	  2	H	  1	    25.4	       3.054	           50.000	                  	
155	 940	A	  2	H	  1	    28.4	       3.084	           51.000	                  	
155	 940	A	  2	H	  1	    31.4	       3.114	           52.000	                  	
155	 940	A	  2	H	  1	    34.4	       3.144	           52.000	                  	
155	 940	A	  2	H	  1	    37.4	       3.174	           51.000	                  	
155	 940	A	  2	H	  1	    40.5	       3.205	           50.000	                  	
155	 940	A	  2	H	  1	    43.5	       3.235	           52.000	                  	
155	 940	A	  2	H	  1	    46.5	       3.265	           50.000	                  	
155	 940	A	  2	H	  1	    49.4	       3.294	           51.000	                  	
155	 940	A	  2	H	  1	    52.6	       3.326	           50.000	                  	
155	 940	A	  2	H	  1	    55.4	       3.354	           50.000	                  	
155	 940	A	  2	H	  1	    58.5	       3.385	           49.000	                  	
155	 940	A	  2	H	  1	    61.4	       3.414	           52.000	                  	
155	 940	A	  2	H	  1	    64.5	       3.445	           50.000	                  	
155	 940	A	  2	H	  1	    67.4	       3.474	           50.000	                  	
155	 940	A	  2	H	  1	    70.4	       3.504	           50.000	                  	
155	 940	A	  2	H	  1	    73.4	       3.534	           52.000	                  	
155	 940	A	  2	H	  1	    76.4	       3.564	           49.000	                  	
155	 940	A	  2	H	  1	    79.5	       3.595	           51.000	                  	
155	 940	A	  2	H	  1	    82.4	       3.624	           53.000	                  	
155	 940	A	  2	H	  1	    85.4	       3.654	           53.000	                  	
155	 940	A	  2	H	  1	    88.5	       3.685	           51.000	                  	
155	 940	A	  2	H	  1	    91.5	       3.715	           50.000	                  	
155	 940	A	  2	H	  1	    94.4	       3.744	           50.000	                  	
155	 940	A	  2	H	  1	    97.4	       3.774	           51.000	                  	
155	 940	A	  2	H	  1	   100.6	       3.806	           51.000	                  	
155	 940	A	  2	H	  1	   103.4	       3.834	           53.000	                  	
155	 940	A	  2	H	  1	   106.6	       3.866	           54.000	                  	
155	 940	A	  2	H	  1	   109.5	       3.895	           53.000	                  	
155	 940	A	  2	H	  1	   112.5	       3.925	           54.000	                  	
155	 940	A	  2	H	  1	   115.4	       3.954	           52.000	                  	
155	 940	A	  2	H	  1	   118.5	       3.985	           52.000	                  	
155	 940	A	  2	H	  1	   122.0	       4.020	           54.000	                  	
155	 940	A	  2	H	  1	   124.5	       4.045	           54.000	                  	
155	 940	A	  2	H	  1	   127.4	       4.074	           52.000	                  	
155	 940	A	  2	H	  1	   130.5	       4.105	           53.000	                  	
155	 940	A	  2	H	  1	   133.5	       4.135	           52.000	                  	
155	 940	A	  2	H	  1	   136.6	       4.166	           50.000	                  	
155	 940	A	  2	H	  1	   139.5	       4.195	           50.000	                  	
155	 940	A	  2	H	  1	   142.4	       4.224	           54.000	                  	
155	 940	A	  2	H	  1	   145.4	       4.254	           44.000	                  	
155	 940	A	  2	H	  1	   148.4	       4.284	           16.000	                  	
155	 940	A	  2	H	  2	     4.4	       4.344	           51.000	                  	
155	 940	A	  2	H	  2	     7.4	       4.374	           50.000	                  	
155	 940	A	  2	H	  2	    10.4	       4.404	           52.000	                  	
155	 940	A	  2	H	  2	    13.4	       4.434	           54.000	                  	
155	 940	A	  2	H	  2	    16.4	       4.464	           55.000	                  	
155	 940	A	  2	H	  2	    19.5	       4.495	           54.000	                  	
155	 940	A	  2	H	  2	    22.4	       4.524	           53.000	                  	
155	 940	A	  2	H	  2	    25.5	       4.555	           54.000	                  	
155	 940	A	  2	H	  2	    28.4	       4.584	           53.000	                  	
155	 940	A	  2	H	  2	    31.5	       4.615	           55.000	                  	
155	 940	A	  2	H	  2	    34.4	       4.644	           56.000	                  	
155	 940	A	  2	H	  2	    37.4	       4.674	           53.000	                  	
155	 940	A	  2	H	  2	    40.4	       4.704	           51.000	                  	
155	 940	A	  2	H	  2	    43.4	       4.734	           56.000	                  	
155	 940	A	  2	H	  2	    46.6	       4.766	           53.000	                  	
155	 940	A	  2	H	  2	    49.4	       4.794	           57.000	                  	
155	 940	A	  2	H	  2	    52.6	       4.826	           55.000	                  	
155	 940	A	  2	H	  2	    55.4	       4.854	           55.000	                  	
155	 940	A	  2	H	  2	    58.6	       4.886	           56.000	                  	
155	 940	A	  2	H	  2	    61.4	       4.914	           59.000	                  	
155	 940	A	  2	H	  2	    64.5	       4.945	           60.000	                  	
155	 940	A	  2	H	  2	    67.4	       4.974	           62.000	                  	
155	 940	A	  2	H	  2	    70.5	       5.005	           61.000	                  	
155	 940	A	  2	H	  2	    73.4	       5.034	           63.000	                  	
155	 940	A	  2	H	  2	    76.4	       5.064	           56.000	                  	
155	 940	A	  2	H	  2	    79.6	       5.096	           58.000	                  	
155	 940	A	  2	H	  2	    82.4	       5.124	           60.000	                  	
155	 940	A	  2	H	  2	    85.4	       5.154	           59.000	                  	
155	 940	A	  2	H	  2	    88.4	       5.184	           56.000	                  	
155	 940	A	  2	H	  2	    91.5	       5.215	           58.000	                  	
155	 940	A	  2	H	  2	    94.4	       5.244	           55.000	                  	
155	 940	A	  2	H	  2	    97.4	       5.274	           55.000	                  	
155	 940	A	  2	H	  2	   100.6	       5.306	           56.000	                  	
155	 940	A	  2	H	  2	   103.4	       5.334	           54.000	                  	
155	 940	A	  2	H	  2	   106.6	       5.366	           54.000	                  	
155	 940	A	  2	H	  2	   109.4	       5.394	           52.000	                  	
155	 940	A	  2	H	  2	   112.5	       5.425	           52.000	                  	
155	 940	A	  2	H	  2	   115.5	       5.455	           52.000	                  	
155	 940	A	  2	H	  2	   118.4	       5.484	           52.000	                  	
155	 940	A	  2	H	  2	   122.0	       5.520	           51.000	                  	
155	 940	A	  2	H	  2	   124.4	       5.544	           51.000	                  	
155	 940	A	  2	H	  2	   127.4	       5.574	           48.000	                  	
155	 940	A	  2	H	  2	   130.4	       5.604	           48.000	                  	
155	 940	A	  2	H	  2	   133.5	       5.635	           48.000	                  	
155	 940	A	  2	H	  2	   136.5	       5.665	           49.000	                  	
155	 940	A	  2	H	  2	   139.4	       5.694	           51.000	                  	
155	 940	A	  2	H	  2	   142.4	       5.724	           48.000	                  	
155	 940	A	  2	H	  2	   145.5	       5.755	           38.000	                  	
155	 940	A	  2	H	  2	   148.4	       5.784	            6.000	                  	
155	 940	A	  2	H	  3	     4.4	       5.844	           50.000	                  	
155	 940	A	  2	H	  3	     7.4	       5.874	           49.000	                  	
155	 940	A	  2	H	  3	    10.4	       5.904	           48.000	                  	
155	 940	A	  2	H	  3	    13.4	       5.934	           51.000	                  	
155	 940	A	  2	H	  3	    16.4	       5.964	           48.000	                  	
155	 940	A	  2	H	  3	    19.5	       5.995	           48.000	                  	
155	 940	A	  2	H	  3	    22.4	       6.024	           50.000	                  	
155	 940	A	  2	H	  3	    25.4	       6.054	           48.000	                  	
155	 940	A	  2	H	  3	    28.4	       6.084	           48.000	                  	
155	 940	A	  2	H	  3	    31.4	       6.114	           53.000	                  	
155	 940	A	  2	H	  3	    34.4	       6.144	           50.000	                  	
155	 940	A	  2	H	  3	    37.4	       6.174	           53.000	                  	
155	 940	A	  2	H	  3	    40.4	       6.204	           53.000	                  	
155	 940	A	  2	H	  3	    43.4	       6.234	           55.000	                  	
155	 940	A	  2	H	  3	    46.6	       6.266	           59.000	                  	
155	 940	A	  2	H	  3	    49.4	       6.294	           61.000	                  	
155	 940	A	  2	H	  3	    52.6	       6.326	           58.000	                  	
155	 940	A	  2	H	  3	    55.4	       6.354	           55.000	                  	
155	 940	A	  2	H	  3	    58.4	       6.384	           55.000	                  	
155	 940	A	  2	H	  3	    61.4	       6.414	           56.000	                  	
155	 940	A	  2	H	  3	    64.4	       6.444	           55.000	                  	
155	 940	A	  2	H	  3	    67.4	       6.474	           55.000	                  	
155	 940	A	  2	H	  3	    70.4	       6.504	           53.000	                  	
155	 940	A	  2	H	  3	    73.4	       6.534	           55.000	                  	
155	 940	A	  2	H	  3	    76.4	       6.564	           53.000	                  	
155	 940	A	  2	H	  3	    79.6	       6.596	           57.000	                  	
155	 940	A	  2	H	  3	    82.4	       6.624	           61.000	                  	
155	 940	A	  2	H	  3	    85.5	       6.655	           57.000	                  	
155	 940	A	  2	H	  3	    88.4	       6.684	           55.000	                  	
155	 940	A	  2	H	  3	    91.5	       6.715	           56.000	                  	
155	 940	A	  2	H	  3	    94.4	       6.744	           57.000	                  	
155	 940	A	  2	H	  3	    97.4	       6.774	           57.000	                  	
155	 940	A	  2	H	  3	   100.4	       6.804	           59.000	                  	
155	 940	A	  2	H	  3	   103.4	       6.834	           57.000	                  	
155	 940	A	  2	H	  3	   106.5	       6.865	           56.000	                  	
155	 940	A	  2	H	  3	   109.4	       6.894	           58.000	                  	
155	 940	A	  2	H	  3	   112.5	       6.925	           59.000	                  	
155	 940	A	  2	H	  3	   115.5	       6.955	           56.000	                  	
155	 940	A	  2	H	  3	   118.4	       6.984	           59.000	                  	
155	 940	A	  2	H	  3	   122.0	       7.020	           59.000	                  	
155	 940	A	  2	H	  3	   124.4	       7.044	           59.000	                  	
155	 940	A	  2	H	  3	   127.6	       7.076	           58.000	                  	
155	 940	A	  2	H	  3	   130.4	       7.104	           61.000	                  	
155	 940	A	  2	H	  3	   133.4	       7.134	           59.000	                  	
155	 940	A	  2	H	  3	   136.4	       7.164	           58.000	                  	
155	 940	A	  2	H	  3	   139.4	       7.194	           55.000	                  	
155	 940	A	  2	H	  3	   142.4	       7.224	           56.000	                  	
155	 940	A	  2	H	  3	   145.5	       7.255	           47.000	                  	
155	 940	A	  2	H	  3	   148.4	       7.284	           16.000	                  	
155	 940	A	  2	H	  4	     4.4	       7.344	           62.000	                  	
155	 940	A	  2	H	  4	     7.5	       7.375	           57.000	                  	
155	 940	A	  2	H	  4	    10.4	       7.404	           55.000	                  	
155	 940	A	  2	H	  4	    13.4	       7.434	           57.000	                  	
155	 940	A	  2	H	  4	    16.4	       7.464	           55.000	                  	
155	 940	A	  2	H	  4	    19.5	       7.495	           56.000	                  	
155	 940	A	  2	H	  4	    22.4	       7.524	           53.000	                  	
155	 940	A	  2	H	  4	    25.4	       7.554	           51.000	                  	
155	 940	A	  2	H	  4	    28.5	       7.585	           52.000	                  	
155	 940	A	  2	H	  4	    31.4	       7.614	           51.000	                  	
155	 940	A	  2	H	  4	    34.4	       7.644	           62.000	                  	
155	 940	A	  2	H	  4	    37.4	       7.674	           56.000	                  	
155	 940	A	  2	H	  4	    40.4	       7.704	           57.000	                  	
155	 940	A	  2	H	  4	    43.4	       7.734	           58.000	                  	
155	 940	A	  2	H	  4	    46.6	       7.766	           57.000	                  	
155	 940	A	  2	H	  4	    49.4	       7.794	           55.000	                  	
155	 940	A	  2	H	  4	    52.4	       7.824	           52.000	                  	
155	 940	A	  2	H	  4	    55.4	       7.854	           51.000	                  	
155	 940	A	  2	H	  4	    58.5	       7.885	           57.000	                  	
155	 940	A	  2	H	  4	    61.4	       7.914	           59.000	                  	
155	 940	A	  2	H	  4	    64.4	       7.944	           53.000	                  	
155	 940	A	  2	H	  4	    67.4	       7.974	           57.000	                  	
155	 940	A	  2	H	  4	    70.4	       8.004	           61.000	                  	
155	 940	A	  2	H	  4	    73.5	       8.035	           56.000	                  	
155	 940	A	  2	H	  4	    76.4	       8.064	           56.000	                  	
155	 940	A	  2	H	  4	    79.6	       8.096	           53.000	                  	
155	 940	A	  2	H	  4	    82.4	       8.124	           56.000	                  	
155	 940	A	  2	H	  4	    85.5	       8.155	           55.000	                  	
155	 940	A	  2	H	  4	    88.4	       8.184	           53.000	                  	
155	 940	A	  2	H	  4	    91.5	       8.215	           51.000	                  	
155	 940	A	  2	H	  4	    94.5	       8.245	           52.000	                  	
155	 940	A	  2	H	  4	    97.4	       8.274	           54.000	                  	
155	 940	A	  2	H	  4	   100.6	       8.306	           56.000	                  	
155	 940	A	  2	H	  4	   103.6	       8.336	           54.000	                  	
155	 940	A	  2	H	  4	   106.6	       8.366	           55.000	                  	
155	 940	A	  2	H	  4	   109.4	       8.394	           56.000	                  	
155	 940	A	  2	H	  4	   112.5	       8.425	           59.000	                  	
155	 940	A	  2	H	  4	   115.5	       8.455	           54.000	                  	
155	 940	A	  2	H	  4	   118.5	       8.485	           55.000	                  	
155	 940	A	  2	H	  4	   122.0	       8.520	           56.000	                  	
155	 940	A	  2	H	  4	   124.4	       8.544	           58.000	                  	
155	 940	A	  2	H	  4	   127.4	       8.574	           53.000	                  	
155	 940	A	  2	H	  4	   130.6	       8.606	           54.000	                  	
155	 940	A	  2	H	  4	   133.4	       8.634	           56.000	                  	
155	 940	A	  2	H	  4	   136.4	       8.664	           54.000	                  	
155	 940	A	  2	H	  4	   139.4	       8.694	           53.000	                  	
155	 940	A	  2	H	  4	   142.4	       8.724	           59.000	                  	
155	 940	A	  2	H	  4	   145.4	       8.754	           50.000	                  	
155	 940	A	  2	H	  4	   148.4	       8.784	           22.000	                  	
155	 940	A	  2	H	  5	     4.4	       8.844	           50.000	                  	
155	 940	A	  2	H	  5	     7.4	       8.874	           50.000	                  	
155	 940	A	  2	H	  5	    10.5	       8.905	           55.000	                  	
155	 940	A	  2	H	  5	    13.4	       8.934	           49.000	                  	
155	 940	A	  2	H	  5	    16.4	       8.964	           53.000	                  	
155	 940	A	  2	H	  5	    19.4	       8.994	           50.000	                  	
155	 940	A	  2	H	  5	    22.4	       9.024	           47.000	                  	
155	 940	A	  2	H	  5	    25.4	       9.054	           49.000	                  	
155	 940	A	  2	H	  5	    28.4	       9.084	           51.000	                  	
155	 940	A	  2	H	  5	    31.5	       9.115	           54.000	                  	
155	 940	A	  2	H	  5	    34.4	       9.144	           54.000	                  	
155	 940	A	  2	H	  5	    37.4	       9.174	           57.000	                  	
155	 940	A	  2	H	  5	    40.5	       9.205	           54.000	                  	
155	 940	A	  2	H	  5	    43.5	       9.235	           55.000	                  	
155	 940	A	  2	H	  5	    46.4	       9.264	           55.000	                  	
155	 940	A	  2	H	  5	    49.4	       9.294	           57.000	                  	
155	 940	A	  2	H	  5	    52.5	       9.325	           55.000	                  	
155	 940	A	  2	H	  5	    55.4	       9.354	           53.000	                  	
155	 940	A	  2	H	  5	    58.4	       9.384	           54.000	                  	
155	 940	A	  2	H	  5	    61.4	       9.414	           53.000	                  	
155	 940	A	  2	H	  5	    64.5	       9.445	           52.000	                  	
155	 940	A	  2	H	  5	    67.4	       9.474	           54.000	                  	
155	 940	A	  2	H	  5	    70.4	       9.504	           52.000	                  	
155	 940	A	  2	H	  5	    73.6	       9.536	           49.000	                  	
155	 940	A	  2	H	  5	    76.4	       9.564	           49.000	                  	
155	 940	A	  2	H	  5	    79.5	       9.595	           53.000	                  	
155	 940	A	  2	H	  5	    82.4	       9.624	           57.000	                  	
155	 940	A	  2	H	  5	    85.5	       9.655	           58.000	                  	
155	 940	A	  2	H	  5	    88.4	       9.684	           59.000	                  	
155	 940	A	  2	H	  5	    91.5	       9.715	           58.000	                  	
155	 940	A	  2	H	  5	    94.4	       9.744	           59.000	                  	
155	 940	A	  2	H	  5	    97.4	       9.774	           58.000	                  	
155	 940	A	  2	H	  5	   100.6	       9.806	           57.000	                  	
155	 940	A	  2	H	  5	   103.4	       9.834	           57.000	                  	
155	 940	A	  2	H	  5	   106.5	       9.865	           53.000	                  	
155	 940	A	  2	H	  5	   109.4	       9.894	           52.000	                  	
155	 940	A	  2	H	  5	   112.5	       9.925	           51.000	                  	
155	 940	A	  2	H	  5	   115.4	       9.954	           52.000	                  	
155	 940	A	  2	H	  5	   118.4	       9.984	           59.000	                  	
155	 940	A	  2	H	  5	   122.0	      10.020	           59.000	                  	
155	 940	A	  2	H	  5	   124.4	      10.044	           57.000	                  	
155	 940	A	  2	H	  5	   127.5	      10.075	           56.000	                  	
155	 940	A	  2	H	  5	   130.6	      10.106	           53.000	                  	
155	 940	A	  2	H	  5	   133.5	      10.135	           58.000	                  	
155	 940	A	  2	H	  5	   136.6	      10.166	           53.000	                  	
155	 940	A	  2	H	  5	   139.5	      10.195	           47.000	                  	
155	 940	A	  2	H	  5	   142.4	      10.224	           25.000	                  	
155	 940	A	  2	H	  6	     4.5	      10.345	           58.000	                  	
155	 940	A	  2	H	  6	     7.5	      10.375	           62.000	                  	
155	 940	A	  2	H	  6	    10.4	      10.404	           55.000	                  	
155	 940	A	  2	H	  6	    13.4	      10.434	           58.000	                  	
155	 940	A	  2	H	  6	    16.4	      10.464	           57.000	                  	
155	 940	A	  2	H	  6	    19.5	      10.495	           61.000	                  	
155	 940	A	  2	H	  6	    22.4	      10.524	           61.000	                  	
155	 940	A	  2	H	  6	    25.6	      10.556	           58.000	                  	
155	 940	A	  2	H	  6	    28.4	      10.584	           54.000	                  	
155	 940	A	  2	H	  6	    31.4	      10.614	           57.000	                  	
155	 940	A	  2	H	  6	    34.4	      10.644	           59.000	                  	
155	 940	A	  2	H	  6	    37.5	      10.675	           57.000	                  	
155	 940	A	  2	H	  6	    40.5	      10.705	           58.000	                  	
155	 940	A	  2	H	  6	    43.4	      10.734	           60.000	                  	
155	 940	A	  2	H	  6	    46.6	      10.766	           59.000	                  	
155	 940	A	  2	H	  6	    49.4	      10.794	           53.000	                  	
155	 940	A	  2	H	  6	    52.6	      10.826	           51.000	                  	
155	 940	A	  2	H	  6	    55.4	      10.854	           55.000	                  	
155	 940	A	  2	H	  6	    58.5	      10.885	           55.000	                  	
155	 940	A	  2	H	  6	    61.5	      10.915	           56.000	                  	
155	 940	A	  2	H	  6	    64.4	      10.944	           62.000	                  	
155	 940	A	  2	H	  6	    67.4	      10.974	           60.000	                  	
155	 940	A	  2	H	  6	    70.4	      11.004	           53.000	                  	
155	 940	A	  2	H	  6	    73.5	      11.035	           60.000	                  	
155	 940	A	  2	H	  6	    76.5	      11.065	           58.000	                  	
155	 940	A	  2	H	  6	    79.6	      11.096	           58.000	                  	
155	 940	A	  2	H	  6	    82.4	      11.124	           56.000	                  	
155	 940	A	  2	H	  6	    85.4	      11.154	           61.000	                  	
155	 940	A	  2	H	  6	    88.4	      11.184	           60.000	                  	
155	 940	A	  2	H	  6	    91.5	      11.215	           62.000	                  	
155	 940	A	  2	H	  6	    94.4	      11.244	           61.000	                  	
155	 940	A	  2	H	  6	    97.4	      11.274	           75.000	                  	
155	 940	A	  2	H	  6	   100.4	      11.304	           61.000	                  	
155	 940	A	  2	H	  6	   103.4	      11.334	           57.000	                  	
155	 940	A	  2	H	  6	   106.5	      11.365	           60.000	                  	
155	 940	A	  2	H	  6	   109.4	      11.394	           60.000	                  	
155	 940	A	  2	H	  6	   112.4	      11.424	           57.000	                  	
155	 940	A	  2	H	  6	   115.4	      11.454	           57.000	                  	
155	 940	A	  2	H	  6	   118.5	      11.485	           60.000	                  	
155	 940	A	  2	H	  6	   122.0	      11.520	           62.000	                  	
155	 940	A	  2	H	  6	   124.4	      11.544	           57.000	                  	
155	 940	A	  2	H	  6	   127.6	      11.576	           57.000	                  	
155	 940	A	  2	H	  6	   130.6	      11.606	           61.000	                  	
155	 940	A	  2	H	  6	   133.6	      11.636	           55.000	                  	
155	 940	A	  2	H	  6	   136.4	      11.664	           53.000	                  	
155	 940	A	  2	H	  6	   139.5	      11.695	           55.000	                  	
155	 940	A	  2	H	  6	   142.6	      11.726	           59.000	                  	
155	 940	A	  2	H	  6	   145.5	      11.755	           55.000	                  	
155	 940	A	  2	H	  7	     4.4	      11.844	           58.000	                  	
155	 940	A	  2	H	  7	     7.4	      11.874	           59.000	                  	
155	 940	A	  2	H	  7	    10.5	      11.905	           61.000	                  	
155	 940	A	  2	H	  7	    13.4	      11.934	           57.000	                  	
155	 940	A	  2	H	  7	    16.4	      11.964	           60.000	                  	
155	 940	A	  2	H	  7	    19.4	      11.994	           57.000	                  	
155	 940	A	  2	H	  7	    22.4	      12.024	           60.000	                  	
155	 940	A	  2	H	  7	    25.4	      12.054	           75.000	                  	
155	 940	A	  2	H	  7	    28.4	      12.084	           64.000	                  	
155	 940	A	  2	H	  7	    31.5	      12.115	           62.000	                  	
155	 940	A	  2	H	  7	    34.4	      12.144	           56.000	                  	
155	 940	A	  2	H	  7	    37.5	      12.175	           60.000	                  	
155	 940	A	  2	H	  7	    40.4	      12.204	           67.000	                  	
155	 940	A	  2	H	  7	    43.6	      12.236	           61.000	                  	
155	 940	A	  2	H	  7	    46.4	      12.264	           56.000	                  	
155	 940	A	  2	H	  7	    49.4	      12.294	           57.000	                  	
155	 940	A	  2	H	  7	    52.6	      12.326	           57.000	                  	
155	 940	A	  2	H	  7	    55.4	      12.354	           58.000	                  	
155	 940	A	  2	H	  7	    58.6	      12.386	           61.000	                  	
155	 940	A	  2	H	  7	    61.4	      12.414	           49.000	                  	
155	 940	A	  3	H	  1	     4.4	      12.344	           39.000	                  	
155	 940	A	  3	H	  1	     7.4	      12.374	           52.000	                  	
155	 940	A	  3	H	  1	    10.4	      12.404	           50.000	                  	
155	 940	A	  3	H	  1	    13.4	      12.434	           53.000	                  	
155	 940	A	  3	H	  1	    16.4	      12.464	           56.000	                  	
155	 940	A	  3	H	  1	    19.4	      12.494	           53.000	                  	
155	 940	A	  3	H	  1	    22.4	      12.524	           53.000	                  	
155	 940	A	  3	H	  1	    25.5	      12.555	           62.000	                  	
155	 940	A	  3	H	  1	    28.4	      12.584	           56.000	                  	
155	 940	A	  3	H	  1	    31.5	      12.615	           50.000	                  	
155	 940	A	  3	H	  1	    34.4	      12.644	           55.000	                  	
155	 940	A	  3	H	  1	    37.4	      12.674	           55.000	                  	
155	 940	A	  3	H	  1	    40.4	      12.704	           56.000	                  	
