Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	 19	X	  1	   134.5	     163.245	           75.000	                  	
155	 940	A	 19	X	  1	   139.4	     163.294	           69.000	                  	
155	 940	A	 19	X	  1	   144.4	     163.344	           77.000	                  	
155	 940	A	 19	X	  2	     4.4	     163.444	           82.000	                  	
155	 940	A	 19	X	  2	     9.4	     163.494	           82.000	                  	
155	 940	A	 19	X	  2	    14.6	     163.546	           84.000	                  	
155	 940	A	 19	X	  2	    19.4	     163.594	           87.000	                  	
155	 940	A	 19	X	  2	    24.6	     163.646	           85.000	                  	
155	 940	A	 19	X	  2	    29.4	     163.694	           82.000	                  	
155	 940	A	 19	X	  2	    34.4	     163.744	           84.000	                  	
155	 940	A	 19	X	  2	    39.4	     163.794	           83.000	                  	
155	 940	A	 19	X	  2	    44.6	     163.846	           79.000	                  	
155	 940	A	 19	X	  2	    49.5	     163.895	           90.000	                  	
155	 940	A	 19	X	  2	    54.4	     163.944	           81.000	                  	
155	 940	A	 19	X	  2	    59.5	     163.995	           82.000	                  	
155	 940	A	 19	X	  2	    64.4	     164.044	           83.000	                  	
155	 940	A	 19	X	  2	    69.4	     164.094	           84.000	                  	
155	 940	A	 19	X	  2	    74.6	     164.146	           88.000	                  	
155	 940	A	 19	X	  2	    79.4	     164.194	           84.000	                  	
155	 940	A	 19	X	  2	    84.4	     164.244	           84.000	                  	
155	 940	A	 19	X	  2	    89.4	     164.294	           79.000	                  	
155	 940	A	 19	X	  2	    94.4	     164.344	           78.000	                  	
155	 940	A	 19	X	  2	    99.5	     164.395	           79.000	                  	
155	 940	A	 19	X	  2	   104.4	     164.444	           86.000	                  	
155	 940	A	 19	X	  2	   109.5	     164.495	           55.000	                  	
155	 940	A	 19	X	  2	   114.5	     164.545	           79.000	                  	
155	 940	A	 19	X	  2	   119.4	     164.594	           78.000	                  	
155	 940	A	 19	X	  2	   124.4	     164.644	           77.000	                  	
155	 940	A	 19	X	  2	   129.6	     164.696	           86.000	                  	
155	 940	A	 19	X	  2	   134.6	     164.746	           83.000	                  	
155	 940	A	 19	X	  2	   139.5	     164.795	           74.000	                  	
155	 940	A	 19	X	  2	   144.4	     164.844	           75.000	                  	
155	 940	A	 19	X	  3	     4.5	     164.945	           64.000	                  	
155	 940	A	 19	X	  3	     9.4	     164.994	           75.000	                  	
155	 940	A	 19	X	  3	    14.5	     165.045	           78.000	                  	
155	 940	A	 19	X	  3	    19.4	     165.094	           82.000	                  	
155	 940	A	 19	X	  3	    24.5	     165.145	           73.000	                  	
155	 940	A	 19	X	  3	    29.5	     165.195	           81.000	                  	
155	 940	A	 19	X	  3	    34.4	     165.244	           80.000	                  	
155	 940	A	 19	X	  3	    39.4	     165.294	           76.000	                  	
155	 940	A	 19	X	  3	    44.6	     165.346	           87.000	                  	
155	 940	A	 19	X	  3	    49.4	     165.394	           90.000	                  	
155	 940	A	 19	X	  3	    54.4	     165.444	           80.000	                  	
155	 940	A	 19	X	  3	    59.5	     165.495	           81.000	                  	
155	 940	A	 19	X	  3	    64.4	     165.544	           75.000	                  	
155	 940	A	 19	X	  3	    69.5	     165.595	           77.000	                  	
155	 940	A	 19	X	  3	    74.6	     165.646	           76.000	                  	
155	 940	A	 19	X	  3	    79.4	     165.694	           79.000	                  	
155	 940	A	 19	X	  3	    84.4	     165.744	           82.000	                  	
155	 940	A	 19	X	  3	    89.4	     165.794	           67.000	                  	
155	 940	A	 19	X	  3	    94.5	     165.845	           85.000	                  	
155	 940	A	 19	X	  3	    99.6	     165.896	           81.000	                  	
155	 940	A	 19	X	  3	   104.4	     165.944	           74.000	                  	
155	 940	A	 19	X	  3	   109.5	     165.995	           39.000	                  	
155	 940	A	 19	X	  3	   114.4	     166.044	           77.000	                  	
155	 940	A	 19	X	  3	   119.4	     166.094	           81.000	                  	
155	 940	A	 19	X	  3	   124.4	     166.144	           75.000	                  	
155	 940	A	 19	X	  3	   129.4	     166.194	           80.000	                  	
155	 940	A	 19	X	  3	   134.6	     166.246	           79.000	                  	
155	 940	A	 19	X	  3	   139.5	     166.295	           83.000	                  	
155	 940	A	 19	X	  3	   144.5	     166.345	           74.000	                  	
155	 940	A	 19	X	  4	     4.4	     166.444	           88.000	                  	
155	 940	A	 19	X	  4	     9.4	     166.494	           83.000	                  	
155	 940	A	 19	X	  4	    14.6	     166.546	           88.000	                  	
155	 940	A	 19	X	  4	    19.4	     166.594	           59.000	                  	
155	 940	A	 19	X	  4	    24.4	     166.644	           72.000	                  	
155	 940	A	 19	X	  4	    29.6	     166.696	           85.000	                  	
155	 940	A	 19	X	  4	    34.5	     166.745	           88.000	                  	
155	 940	A	 19	X	  4	    39.4	     166.794	           82.000	                  	
155	 940	A	 19	X	  4	    44.4	     166.844	           79.000	                  	
155	 940	A	 19	X	  4	    49.6	     166.896	           87.000	                  	
155	 940	A	 19	X	  4	    54.4	     166.944	           84.000	                  	
155	 940	A	 19	X	  4	    59.5	     166.995	           83.000	                  	
155	 940	A	 19	X	  4	    64.4	     167.044	           88.000	                  	
155	 940	A	 19	X	  4	    69.5	     167.095	           83.000	                  	
155	 940	A	 19	X	  4	    74.4	     167.144	           82.000	                  	
155	 940	A	 19	X	  4	    79.4	     167.194	           87.000	                  	
155	 940	A	 19	X	  4	    84.6	     167.246	           88.000	                  	
155	 940	A	 19	X	  4	    89.5	     167.295	           84.000	                  	
155	 940	A	 19	X	  4	    94.5	     167.345	           83.000	                  	
155	 940	A	 19	X	  4	    99.5	     167.395	           78.000	                  	
155	 940	A	 19	X	  4	   104.4	     167.444	           79.000	                  	
155	 940	A	 19	X	  4	   109.5	     167.495	           72.000	                  	
155	 940	A	 20	X	  1	     4.4	     171.544	           48.000	                  	
155	 940	A	 20	X	  1	     9.5	     171.595	           74.000	                  	
155	 940	A	 20	X	  1	    14.4	     171.644	           72.000	                  	
155	 940	A	 20	X	  1	    19.5	     171.695	           76.000	                  	
155	 940	A	 20	X	  1	    24.4	     171.744	           83.000	                  	
155	 940	A	 20	X	  1	    29.4	     171.794	           73.000	                  	
155	 940	A	 20	X	  1	    34.4	     171.844	           79.000	                  	
155	 940	A	 20	X	  1	    39.4	     171.894	           78.000	                  	
155	 940	A	 20	X	  1	    44.4	     171.944	           76.000	                  	
155	 940	A	 20	X	  1	    49.6	     171.996	           77.000	                  	
155	 940	A	 20	X	  1	    54.5	     172.045	           76.000	                  	
155	 940	A	 20	X	  1	    59.6	     172.096	           80.000	                  	
155	 940	A	 20	X	  1	    64.4	     172.144	           73.000	                  	
155	 940	A	 20	X	  1	    69.5	     172.195	           56.000	                  	
155	 940	A	 21	X	  1	     4.4	     181.144	           90.000	                  	
155	 940	A	 21	X	  1	     9.4	     181.194	           88.000	                  	
155	 940	A	 21	X	  1	    14.6	     181.246	           92.000	                  	
155	 940	A	 21	X	  1	    19.4	     181.294	           88.000	                  	
155	 940	A	 21	X	  1	    24.4	     181.344	           89.000	                  	
155	 940	A	 21	X	  1	    29.4	     181.394	           88.000	                  	
155	 940	A	 21	X	  1	    34.4	     181.444	           92.000	                  	
155	 940	A	 21	X	  1	    39.4	     181.494	           84.000	                  	
155	 940	A	 21	X	  1	    44.4	     181.544	           90.000	                  	
155	 940	A	 21	X	  1	    49.6	     181.596	           90.000	                  	
155	 940	A	 21	X	  1	    54.4	     181.644	           84.000	                  	
155	 940	A	 21	X	  1	    59.5	     181.695	           83.000	                  	
155	 940	A	 21	X	  1	    64.4	     181.744	           86.000	                  	
155	 940	A	 21	X	  1	    69.4	     181.794	           88.000	                  	
155	 940	A	 21	X	  1	    74.6	     181.846	           84.000	                  	
155	 940	A	 21	X	  1	    79.4	     181.894	           82.000	                  	
155	 940	A	 21	X	  1	    84.5	     181.945	           83.000	                  	
155	 940	A	 21	X	  1	    89.4	     181.994	           80.000	                  	
155	 940	A	 21	X	  1	    94.4	     182.044	           85.000	                  	
155	 940	A	 21	X	  1	    99.4	     182.094	           82.000	                  	
155	 940	A	 21	X	  1	   104.4	     182.144	           89.000	                  	
155	 940	A	 21	X	  1	   109.5	     182.195	           91.000	                  	
155	 940	A	 21	X	  1	   114.4	     182.244	           94.000	                  	
155	 940	A	 21	X	  1	   119.5	     182.295	           87.000	                  	
155	 940	A	 21	X	  1	   124.4	     182.344	           91.000	                  	
155	 940	A	 21	X	  1	   129.4	     182.394	           91.000	                  	
155	 940	A	 21	X	  1	   134.5	     182.445	           92.000	                  	
155	 940	A	 21	X	  1	   139.5	     182.495	           92.000	                  	
155	 940	A	 21	X	  1	   144.5	     182.545	           37.000	                  	
155	 940	A	 21	X	  2	     4.4	     182.644	           87.000	                  	
155	 940	A	 21	X	  2	     9.4	     182.694	           87.000	                  	
155	 940	A	 21	X	  2	    14.4	     182.744	           87.000	                  	
155	 940	A	 21	X	  2	    19.4	     182.794	           96.000	                  	
155	 940	A	 21	X	  2	    24.5	     182.845	           99.000	                  	
155	 940	A	 21	X	  2	    29.4	     182.894	           96.000	                  	
155	 940	A	 21	X	  2	    34.5	     182.945	          106.000	                  	
155	 940	A	 21	X	  2	    39.4	     182.994	           99.000	                  	
155	 940	A	 21	X	  2	    44.4	     183.044	           93.000	                  	
155	 940	A	 21	X	  2	    49.6	     183.096	           94.000	                  	
155	 940	A	 21	X	  2	    54.4	     183.144	           96.000	                  	
155	 940	A	 21	X	  2	    59.5	     183.195	           88.000	                  	
155	 940	A	 21	X	  2	    64.4	     183.244	           94.000	                  	
155	 940	A	 21	X	  2	    69.4	     183.294	           99.000	                  	
155	 940	A	 21	X	  2	    74.6	     183.346	           94.000	                  	
155	 940	A	 21	X	  2	    79.4	     183.394	           86.000	                  	
155	 940	A	 21	X	  2	    84.5	     183.445	           87.000	                  	
155	 940	A	 21	X	  2	    89.5	     183.495	          104.000	                  	
155	 940	A	 21	X	  2	    94.4	     183.544	          100.000	                  	
155	 940	A	 21	X	  2	    99.6	     183.596	          106.000	                  	
155	 940	A	 21	X	  2	   104.4	     183.644	          103.000	                  	
155	 940	A	 21	X	  2	   109.5	     183.695	          106.000	                  	
155	 940	A	 21	X	  2	   114.6	     183.746	          105.000	                  	
155	 940	A	 21	X	  2	   119.5	     183.795	           87.000	                  	
155	 940	A	 21	X	  2	   124.4	     183.844	           78.000	                  	
155	 940	A	 21	X	  2	   129.4	     183.894	           81.000	                  	
155	 940	A	 21	X	  2	   134.6	     183.946	           80.000	                  	
155	 940	A	 21	X	  2	   139.4	     183.994	           16.000	                  	
155	 940	A	 21	X	  3	     4.4	     184.144	           76.000	                  	
155	 940	A	 21	X	  3	     9.4	     184.194	           85.000	                  	
155	 940	A	 21	X	  3	    14.5	     184.245	           81.000	                  	
155	 940	A	 21	X	  3	    19.4	     184.294	           86.000	                  	
155	 940	A	 21	X	  3	    24.5	     184.345	           90.000	                  	
155	 940	A	 21	X	  3	    29.4	     184.394	           85.000	                  	
155	 940	A	 21	X	  3	    34.5	     184.445	           83.000	                  	
155	 940	A	 21	X	  3	    39.4	     184.494	           87.000	                  	
155	 940	A	 21	X	  3	    44.6	     184.546	           87.000	                  	
155	 940	A	 21	X	  3	    49.4	     184.594	           85.000	                  	
155	 940	A	 21	X	  3	    54.4	     184.644	           93.000	                  	
155	 940	A	 21	X	  3	    59.5	     184.695	           91.000	                  	
155	 940	A	 21	X	  3	    64.4	     184.744	           89.000	                  	
155	 940	A	 21	X	  3	    69.4	     184.794	           87.000	                  	
155	 940	A	 21	X	  3	    74.5	     184.845	           86.000	                  	
155	 940	A	 21	X	  3	    79.4	     184.894	           93.000	                  	
155	 940	A	 21	X	  3	    84.4	     184.944	           94.000	                  	
155	 940	A	 21	X	  3	    89.4	     184.994	           89.000	                  	
155	 940	A	 21	X	  3	    94.5	     185.045	           83.000	                  	
155	 940	A	 21	X	  3	    99.5	     185.095	           89.000	                  	
155	 940	A	 21	X	  3	   104.4	     185.144	           84.000	                  	
155	 940	A	 21	X	  3	   109.6	     185.196	           79.000	                  	
155	 940	A	 21	X	  3	   114.4	     185.244	           78.000	                  	
155	 940	A	 21	X	  3	   119.4	     185.294	           82.000	                  	
155	 940	A	 21	X	  3	   124.4	     185.344	           84.000	                  	
155	 940	A	 21	X	  3	   129.4	     185.394	           77.000	                  	
155	 940	A	 21	X	  3	   134.5	     185.445	           84.000	                  	
155	 940	A	 21	X	  3	   139.4	     185.494	           85.000	                  	
155	 940	A	 21	X	  3	   144.4	     185.544	           83.000	                  	
155	 940	A	 21	X	  4	     4.5	     185.645	           80.000	                  	
155	 940	A	 21	X	  4	     9.4	     185.694	           83.000	                  	
155	 940	A	 21	X	  4	    14.5	     185.745	           77.000	                  	
155	 940	A	 21	X	  4	    19.4	     185.794	           83.000	                  	
155	 940	A	 21	X	  4	    24.5	     185.845	           91.000	                  	
155	 940	A	 21	X	  4	    29.4	     185.894	           90.000	                  	
155	 940	A	 21	X	  4	    34.4	     185.944	           89.000	                  	
155	 940	A	 21	X	  4	    39.4	     185.994	           85.000	                  	
155	 940	A	 21	X	  4	    44.4	     186.044	           88.000	                  	
155	 940	A	 21	X	  4	    49.5	     186.095	           92.000	                  	
155	 940	A	 21	X	  4	    54.4	     186.144	           85.000	                  	
155	 940	A	 21	X	  4	    59.4	     186.194	           92.000	                  	
155	 940	A	 21	X	  4	    64.4	     186.244	           92.000	                  	
155	 940	A	 21	X	  4	    69.5	     186.295	           90.000	                  	
155	 940	A	 21	X	  4	    74.6	     186.346	           88.000	                  	
155	 940	A	 21	X	  4	    79.4	     186.394	           88.000	                  	
155	 940	A	 21	X	  4	    84.5	     186.445	           83.000	                  	
155	 940	A	 21	X	  4	    89.5	     186.495	           82.000	                  	
155	 940	A	 21	X	  4	    94.5	     186.545	           83.000	                  	
155	 940	A	 21	X	  4	    99.4	     186.594	           86.000	                  	
155	 940	A	 21	X	  4	   104.4	     186.644	           86.000	                  	
155	 940	A	 21	X	  4	   109.5	     186.695	           89.000	                  	
155	 940	A	 21	X	  4	   114.5	     186.745	           85.000	                  	
155	 940	A	 21	X	  4	   119.5	     186.795	           88.000	                  	
155	 940	A	 21	X	  4	   124.4	     186.844	           88.000	                  	
155	 940	A	 21	X	  4	   129.4	     186.894	           88.000	                  	
155	 940	A	 21	X	  4	   134.5	     186.945	           76.000	                  	
155	 940	A	 21	X	  4	   139.4	     186.994	           36.000	                  	
155	 940	A	 22	X	  1	     4.6	     190.846	           85.000	                  	
155	 940	A	 22	X	  1	     9.4	     190.894	           84.000	                  	
155	 940	A	 22	X	  1	    14.5	     190.945	           89.000	                  	
155	 940	A	 22	X	  1	    19.4	     190.994	           90.000	                  	
155	 940	A	 22	X	  1	    24.5	     191.045	           85.000	                  	
155	 940	A	 22	X	  1	    29.4	     191.094	           82.000	                  	
155	 940	A	 22	X	  1	    34.4	     191.144	           81.000	                  	
155	 940	A	 22	X	  1	    39.4	     191.194	           87.000	                  	
155	 940	A	 22	X	  1	    44.4	     191.244	           91.000	                  	
155	 940	A	 22	X	  1	    49.5	     191.295	           92.000	                  	
155	 940	A	 22	X	  1	    54.4	     191.344	           84.000	                  	
155	 940	A	 22	X	  1	    59.4	     191.394	           82.000	                  	
155	 940	A	 22	X	  1	    64.4	     191.444	           82.000	                  	
155	 940	A	 22	X	  1	    69.4	     191.494	           85.000	                  	
155	 940	A	 22	X	  1	    74.6	     191.546	           90.000	                  	
155	 940	A	 22	X	  1	    79.4	     191.594	           90.000	                  	
155	 940	A	 22	X	  1	    84.4	     191.644	           87.000	                  	
155	 940	A	 22	X	  1	    89.4	     191.694	           83.000	                  	
155	 940	A	 22	X	  1	    94.4	     191.744	           84.000	                  	
155	 940	A	 22	X	  1	    99.5	     191.795	           94.000	                  	
155	 940	A	 22	X	  1	   104.4	     191.844	           91.000	                  	
155	 940	A	 22	X	  1	   109.6	     191.896	           92.000	                  	
155	 940	A	 22	X	  1	   114.4	     191.944	           93.000	                  	
155	 940	A	 22	X	  1	   119.5	     191.995	           86.000	                  	
155	 940	A	 22	X	  1	   124.5	     192.045	           90.000	                  	
155	 940	A	 22	X	  1	   129.4	     192.094	           91.000	                  	
155	 940	A	 22	X	  1	   134.5	     192.145	           87.000	                  	
155	 940	A	 22	X	  1	   139.5	     192.195	           88.000	                  	
155	 940	A	 22	X	  1	   144.4	     192.244	           88.000	                  	
155	 940	A	 22	X	  2	     4.4	     192.344	           93.000	                  	
155	 940	A	 22	X	  2	     9.4	     192.394	           98.000	                  	
155	 940	A	 22	X	  2	    14.4	     192.444	           99.000	                  	
155	 940	A	 22	X	  2	    19.4	     192.494	          100.000	                  	
155	 940	A	 22	X	  2	    24.5	     192.545	           91.000	                  	
155	 940	A	 22	X	  2	    29.4	     192.594	           87.000	                  	
155	 940	A	 22	X	  2	    34.4	     192.644	           91.000	                  	
155	 940	A	 22	X	  2	    39.4	     192.694	           86.000	                  	
155	 940	A	 22	X	  2	    44.4	     192.744	           87.000	                  	
155	 940	A	 22	X	  2	    49.5	     192.795	           80.000	                  	
155	 940	A	 22	X	  2	    54.4	     192.844	           93.000	                  	
155	 940	A	 22	X	  2	    59.5	     192.895	           95.000	                  	
155	 940	A	 22	X	  2	    64.4	     192.944	           97.000	                  	
155	 940	A	 22	X	  2	    69.5	     192.995	           98.000	                  	
155	 940	A	 22	X	  2	    74.6	     193.046	           96.000	                  	
155	 940	A	 22	X	  2	    79.4	     193.094	           89.000	                  	
155	 940	A	 22	X	  2	    84.5	     193.145	           90.000	                  	
155	 940	A	 22	X	  2	    89.4	     193.194	           95.000	                  	
155	 940	A	 22	X	  2	    94.4	     193.244	           90.000	                  	
155	 940	A	 22	X	  2	    99.6	     193.296	           90.000	                  	
155	 940	A	 22	X	  2	   104.4	     193.344	          101.000	                  	
155	 940	A	 22	X	  2	   109.5	     193.395	           89.000	                  	
155	 940	A	 22	X	  2	   114.5	     193.445	           98.000	                  	
155	 940	A	 22	X	  2	   119.5	     193.495	          101.000	                  	
155	 940	A	 22	X	  2	   124.4	     193.544	           98.000	                  	
155	 940	A	 22	X	  2	   129.4	     193.594	           88.000	                  	
155	 940	A	 22	X	  2	   134.5	     193.645	           87.000	                  	
155	 940	A	 22	X	  2	   139.4	     193.694	           90.000	                  	
155	 940	A	 22	X	  2	   144.4	     193.744	           82.000	                  	
155	 940	A	 22	X	  3	     4.6	     193.846	           87.000	                  	
155	 940	A	 22	X	  3	     9.4	     193.894	           95.000	                  	
155	 940	A	 22	X	  3	    14.4	     193.944	           92.000	                  	
155	 940	A	 22	X	  3	    19.4	     193.994	           96.000	                  	
155	 940	A	 22	X	  3	    24.4	     194.044	           91.000	                  	
155	 940	A	 22	X	  3	    29.4	     194.094	           83.000	                  	
155	 940	A	 22	X	  3	    34.4	     194.144	           85.000	                  	
155	 940	A	 22	X	  3	    39.4	     194.194	           94.000	                  	
155	 940	A	 22	X	  3	    44.4	     194.244	          106.000	                  	
155	 940	A	 22	X	  3	    49.6	     194.296	           99.000	                  	
155	 940	A	 22	X	  3	    54.4	     194.344	           99.000	                  	
155	 940	A	 22	X	  3	    59.5	     194.395	           88.000	                  	
155	 940	A	 22	X	  3	    64.4	     194.444	           92.000	                  	
155	 940	A	 22	X	  3	    69.4	     194.494	           88.000	                  	
155	 940	A	 22	X	  3	    74.6	     194.546	           95.000	                  	
155	 940	A	 22	X	  3	    79.4	     194.594	           96.000	                  	
155	 940	A	 22	X	  3	    84.5	     194.645	           99.000	                  	
155	 940	A	 22	X	  3	    89.4	     194.694	           99.000	                  	
155	 940	A	 22	X	  3	    94.4	     194.744	          101.000	                  	
155	 940	A	 22	X	  3	    99.6	     194.796	           95.000	                  	
155	 940	A	 22	X	  3	   104.4	     194.844	          103.000	                  	
155	 940	A	 22	X	  3	   109.5	     194.895	          113.000	                  	
155	 940	A	 22	X	  3	   114.4	     194.944	           92.000	                  	
155	 940	A	 22	X	  3	   119.5	     194.995	          102.000	                  	
155	 940	A	 22	X	  3	   124.4	     195.044	           93.000	                  	
155	 940	A	 22	X	  3	   129.6	     195.096	          104.000	                  	
155	 940	A	 22	X	  3	   134.4	     195.144	          100.000	                  	
155	 940	A	 22	X	  3	   139.5	     195.195	           97.000	                  	
155	 940	A	 22	X	  3	   144.4	     195.244	           86.000	                  	
155	 940	A	 22	X	  4	     4.6	     195.346	           86.000	                  	
155	 940	A	 22	X	  4	     9.4	     195.394	           92.000	                  	
155	 940	A	 22	X	  4	    14.4	     195.444	          111.000	                  	
155	 940	A	 22	X	  4	    19.4	     195.494	          105.000	                  	
155	 940	A	 22	X	  4	    24.6	     195.546	           93.000	                  	
155	 940	A	 22	X	  4	    29.4	     195.594	           87.000	                  	
155	 940	A	 22	X	  4	    34.5	     195.645	           96.000	                  	
155	 940	A	 22	X	  4	    39.4	     195.694	           91.000	                  	
155	 940	A	 22	X	  4	    44.4	     195.744	           94.000	                  	
155	 940	A	 22	X	  4	    49.5	     195.795	           88.000	                  	
155	 940	A	 22	X	  4	    54.4	     195.844	           86.000	                  	
155	 940	A	 22	X	  4	    59.4	     195.894	           80.000	                  	
155	 940	A	 22	X	  4	    64.4	     195.944	           92.000	                  	
155	 940	A	 22	X	  4	    69.4	     195.994	           89.000	                  	
155	 940	A	 22	X	  4	    74.6	     196.046	           87.000	                  	
155	 940	A	 22	X	  4	    79.4	     196.094	           93.000	                  	
155	 940	A	 22	X	  4	    84.4	     196.144	           90.000	                  	
155	 940	A	 22	X	  4	    89.4	     196.194	           88.000	                  	
155	 940	A	 22	X	  4	    94.4	     196.244	           82.000	                  	
155	 940	A	 22	X	  4	    99.6	     196.296	           94.000	                  	
155	 940	A	 22	X	  4	   104.4	     196.344	           87.000	                  	
155	 940	A	 22	X	  4	   109.5	     196.395	           82.000	                  	
155	 940	A	 22	X	  4	   114.5	     196.445	           84.000	                  	
155	 940	A	 22	X	  4	   119.5	     196.495	           83.000	                  	
155	 940	A	 22	X	  4	   124.4	     196.544	           85.000	                  	
155	 940	A	 22	X	  4	   129.4	     196.594	           91.000	                  	
155	 940	A	 22	X	  4	   134.6	     196.646	           88.000	                  	
155	 940	A	 22	X	  4	   139.4	     196.694	           88.000	                  	
155	 940	A	 22	X	  4	   144.5	     196.745	           96.000	                  	
155	 940	A	 22	X	  5	     4.6	     196.846	           75.000	                  	
155	 940	A	 22	X	  5	     9.4	     196.894	           76.000	                  	
155	 940	A	 22	X	  5	    14.6	     196.946	           77.000	                  	
155	 940	A	 22	X	  5	    19.4	     196.994	           81.000	                  	
155	 940	A	 22	X	  5	    24.6	     197.046	           82.000	                  	
155	 940	A	 22	X	  5	    29.4	     197.094	           77.000	                  	
155	 940	A	 22	X	  5	    34.4	     197.144	           77.000	                  	
155	 940	A	 22	X	  5	    39.4	     197.194	           82.000	                  	
155	 940	A	 22	X	  5	    44.4	     197.244	           76.000	                  	
155	 940	A	 22	X	  5	    49.5	     197.295	           73.000	                  	
155	 940	A	 22	X	  5	    54.4	     197.344	           77.000	                  	
155	 940	A	 22	X	  5	    59.4	     197.394	           82.000	                  	
155	 940	A	 22	X	  5	    64.4	     197.444	           82.000	                  	
155	 940	A	 22	X	  5	    69.4	     197.494	           88.000	                  	
155	 940	A	 22	X	  5	    74.4	     197.544	           85.000	                  	
155	 940	A	 22	X	  5	    79.4	     197.594	           86.000	                  	
155	 940	A	 22	X	  5	    84.5	     197.645	           80.000	                  	
155	 940	A	 22	X	  5	    89.4	     197.694	           82.000	                  	
155	 940	A	 22	X	  5	    94.5	     197.745	           84.000	                  	
155	 940	A	 22	X	  5	    99.4	     197.794	           86.000	                  	
155	 940	A	 22	X	  5	   104.4	     197.844	           71.000	                  	
155	 940	A	 22	X	  5	   109.5	     197.895	           82.000	                  	
155	 940	A	 22	X	  5	   114.4	     197.944	           87.000	                  	
155	 940	A	 22	X	  5	   119.5	     197.995	           82.000	                  	
155	 940	A	 22	X	  5	   124.4	     198.044	           85.000	                  	
155	 940	A	 22	X	  5	   129.4	     198.094	           83.000	                  	
155	 940	A	 22	X	  5	   134.6	     198.146	           79.000	                  	
155	 940	A	 22	X	  5	   139.4	     198.194	           75.000	                  	
155	 940	A	 22	X	  5	   144.4	     198.244	           74.000	                  	
155	 940	A	 22	X	  6	     4.4	     198.344	           93.000	                  	
155	 940	A	 22	X	  6	     9.4	     198.394	           90.000	                  	
155	 940	A	 22	X	  6	    14.4	     198.444	           87.000	                  	
155	 940	A	 22	X	  6	    19.4	     198.494	           86.000	                  	
155	 940	A	 22	X	  6	    24.4	     198.544	           86.000	                  	
155	 940	A	 22	X	  6	    29.4	     198.594	           85.000	                  	
155	 940	A	 22	X	  6	    34.5	     198.645	           79.000	                  	
155	 940	A	 22	X	  6	    39.4	     198.694	           85.000	                  	
155	 940	A	 22	X	  6	    44.5	     198.745	           92.000	                  	
155	 940	A	 22	X	  6	    49.6	     198.796	           81.000	                  	
155	 940	A	 23	X	  2	     4.5	     201.575	           91.000	                  	
155	 940	A	 23	X	  2	     9.4	     201.624	           89.000	                  	
155	 940	A	 23	X	  2	    14.5	     201.675	           96.000	                  	
155	 940	A	 23	X	  2	    19.4	     201.724	           94.000	                  	
155	 940	A	 23	X	  2	    24.6	     201.776	           95.000	                  	
155	 940	A	 23	X	  2	    29.4	     201.824	          102.000	                  	
155	 940	A	 23	X	  2	    34.4	     201.874	           94.000	                  	
155	 940	A	 23	X	  2	    39.4	     201.924	           96.000	                  	
155	 940	A	 23	X	  2	    44.4	     201.974	          118.000	                  	
155	 940	A	 23	X	  2	    49.6	     202.026	           92.000	                  	
155	 940	A	 23	X	  2	    54.4	     202.074	           95.000	                  	
155	 940	A	 23	X	  2	    59.5	     202.125	           89.000	                  	
155	 940	A	 23	X	  2	    64.5	     202.175	           85.000	                  	
155	 940	A	 23	X	  2	    69.4	     202.224	           88.000	                  	
155	 940	A	 23	X	  2	    74.6	     202.276	           89.000	                  	
155	 940	A	 23	X	  2	    79.4	     202.324	           89.000	                  	
155	 940	A	 23	X	  2	    84.5	     202.375	           91.000	                  	
155	 940	A	 23	X	  2	    89.4	     202.424	           90.000	                  	
155	 940	A	 23	X	  2	    94.4	     202.474	           97.000	                  	
155	 940	A	 23	X	  2	    99.6	     202.526	           94.000	                  	
155	 940	A	 23	X	  2	   104.4	     202.574	          100.000	                  	
155	 940	A	 23	X	  2	   109.5	     202.625	           91.000	                  	
155	 940	A	 23	X	  2	   129.4	     202.824	           92.000	                  	
155	 940	A	 23	X	  3	     4.5	     203.075	           86.000	                  	
155	 940	A	 23	X	  3	     9.4	     203.124	           93.000	                  	
155	 940	A	 23	X	  3	    14.5	     203.175	           97.000	                  	
155	 940	A	 23	X	  3	    19.4	     203.224	           98.000	                  	
155	 940	A	 23	X	  3	    24.5	     203.275	           96.000	                  	
155	 940	A	 23	X	  3	    29.4	     203.324	           95.000	                  	
155	 940	A	 23	X	  3	    34.4	     203.374	           98.000	                  	
155	 940	A	 23	X	  3	    39.4	     203.424	           94.000	                  	
155	 940	A	 23	X	  3	    44.4	     203.474	           92.000	                  	
155	 940	A	 23	X	  3	    49.4	     203.524	           86.000	                  	
155	 940	A	 23	X	  3	    54.4	     203.574	          100.000	                  	
155	 940	A	 23	X	  3	    59.4	     203.624	           92.000	                  	
155	 940	A	 23	X	  3	    64.4	     203.674	           96.000	                  	
155	 940	A	 23	X	  3	    69.4	     203.724	           94.000	                  	
155	 940	A	 23	X	  3	    74.4	     203.774	           93.000	                  	
155	 940	A	 23	X	  3	    79.4	     203.824	           91.000	                  	
155	 940	A	 23	X	  3	    84.4	     203.874	          111.000	                  	
155	 940	A	 23	X	  3	    89.4	     203.924	          102.000	                  	
155	 940	A	 23	X	  3	    94.4	     203.974	           93.000	                  	
155	 940	A	 23	X	  3	    99.5	     204.025	           89.000	                  	
155	 940	A	 23	X	  3	   104.4	     204.074	           92.000	                  	
