Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
155	 940	A	 26	X	 2	  84.9	     231.649	         1.578	
155	 940	A	 26	X	 2	  87.0	     231.670	         1.435	
155	 940	A	 26	X	 2	  89.1	     231.691	         1.439	
155	 940	A	 26	X	 2	  92.0	     231.720	         1.417	
155	 940	A	 26	X	 2	  93.2	     231.732	         1.644	
155	 940	A	 26	X	 2	  95.5	     231.755	         1.684	
155	 940	A	 26	X	 2	  97.4	     231.774	         1.537	
155	 940	A	 26	X	 2	  99.5	     231.795	         1.409	
155	 940	A	 26	X	 2	 102.0	     231.820	         1.419	
155	 940	A	 26	X	 2	 103.6	     231.836	         1.658	
155	 940	A	 26	X	 2	 105.9	     231.859	         1.651	
155	 940	A	 26	X	 2	 108.3	     231.883	         1.647	
155	 940	A	 26	X	 2	 109.0	     231.890	         1.596	
155	 940	A	 26	X	 2	 110.3	     231.903	         1.694	
155	 940	A	 26	X	 2	 112.6	     231.926	         1.614	
155	 940	A	 26	X	 2	 114.9	     231.949	         1.671	
155	 940	A	 26	X	 2	 117.4	     231.974	         1.431	
155	 940	A	 26	X	 2	 119.7	     231.997	         1.485	
155	 940	A	 26	X	 2	 122.1	     232.021	         1.704	
155	 940	A	 26	X	 2	 124.4	     232.044	         1.746	
155	 940	A	 26	X	 2	 126.7	     232.067	         1.711	
155	 940	A	 26	X	 2	 129.2	     232.092	         1.601	
155	 940	A	 26	X	 2	 131.4	     232.114	         1.637	
155	 940	A	 26	X	 2	 133.7	     232.137	         1.489	
155	 940	A	 26	X	 2	 136.1	     232.161	         0.909	
155	 940	A	 26	X	 2	 139.1	     232.191	         1.038	
155	 940	A	 26	X	 2	 140.5	     232.205	         1.300	
155	 940	A	 26	X	 2	 142.9	     232.229	         1.579	
155	 940	A	 26	X	 2	 145.2	     232.252	         0.877	
155	 940	A	 26	X	 3	   4.1	     232.341	         1.881	
155	 940	A	 26	X	 3	   7.0	     232.370	         1.846	
155	 940	A	 26	X	 3	   8.7	     232.387	         1.798	
155	 940	A	 26	X	 3	  11.0	     232.410	         1.692	
155	 940	A	 26	X	 3	  12.0	     232.420	         1.674	
155	 940	A	 26	X	 3	  12.8	     232.428	         1.780	
155	 940	A	 26	X	 3	  15.0	     232.450	         1.801	
155	 940	A	 26	X	 3	  17.0	     232.470	         1.691	
155	 940	A	 26	X	 3	  19.3	     232.493	         1.763	
155	 940	A	 26	X	 3	  22.0	     232.520	         1.755	
155	 940	A	 26	X	 3	  23.2	     232.532	         1.778	
155	 940	A	 26	X	 3	  25.8	     232.558	         1.686	
155	 940	A	 26	X	 3	  27.1	     232.571	         1.711	
155	 940	A	 26	X	 3	  27.6	     232.576	         1.673	
155	 940	A	 26	X	 3	  30.0	     232.600	         1.717	
155	 940	A	 26	X	 3	  32.0	     232.620	         1.741	
155	 940	A	 26	X	 3	  34.0	     232.640	         1.685	
155	 940	A	 26	X	 3	  37.0	     232.670	         1.634	
155	 940	A	 26	X	 3	  38.1	     232.681	         1.693	
155	 940	A	 26	X	 3	  40.5	     232.705	         1.739	
155	 940	A	 26	X	 3	  42.0	     232.720	         1.697	
155	 940	A	 26	X	 3	  44.7	     232.747	         1.737	
155	 940	A	 26	X	 3	  47.0	     232.770	         1.759	
155	 940	A	 26	X	 3	  48.7	     232.787	         1.727	
155	 940	A	 26	X	 3	  51.0	     232.810	         1.725	
155	 940	A	 26	X	 3	  52.0	     232.820	         1.709	
155	 940	A	 26	X	 3	  52.8	     232.828	         1.760	
155	 940	A	 26	X	 3	  55.1	     232.851	         1.739	
155	 940	A	 26	X	 3	  57.0	     232.870	         1.702	
155	 940	A	 26	X	 3	  59.3	     232.893	         1.803	
155	 940	A	 26	X	 3	  62.0	     232.920	         1.752	
155	 940	A	 26	X	 3	  63.2	     232.932	         1.740	
155	 940	A	 26	X	 3	  65.6	     232.956	         1.791	
155	 940	A	 26	X	 3	  67.0	     232.970	         1.809	
155	 940	A	 26	X	 3	  69.4	     232.994	         1.782	
155	 940	A	 26	X	 3	  72.0	     233.020	         1.786	
155	 940	A	 26	X	 3	  73.4	     233.034	         1.854	
155	 940	A	 26	X	 3	  76.0	     233.060	         1.842	
155	 940	A	 26	X	 3	  77.1	     233.071	         1.855	
155	 940	A	 26	X	 3	  77.7	     233.077	         1.856	
155	 940	A	 26	X	 3	  79.0	     233.090	         1.870	
155	 940	A	 26	X	 3	  79.7	     233.097	         1.852	
155	 940	A	 26	X	 3	  82.0	     233.120	         1.821	
155	 940	A	 26	X	 3	  84.0	     233.140	         1.827	
155	 940	A	 26	X	 3	  86.2	     233.162	         1.884	
155	 940	A	 26	X	 3	  87.0	     233.170	         1.869	
155	 940	A	 26	X	 3	  88.0	     233.180	         1.626	
155	 940	A	 26	X	 3	  90.4	     233.204	         1.470	
155	 940	A	 26	X	 3	  92.1	     233.221	         1.317	
155	 940	A	 26	X	 3	  94.5	     233.245	         1.709	
155	 940	A	 26	X	 3	  97.0	     233.270	         1.720	
155	 940	A	 26	X	 3	  98.3	     233.283	         1.765	
155	 940	A	 26	X	 3	 100.8	     233.308	         1.754	
155	 940	A	 26	X	 3	 102.0	     233.320	         1.662	
155	 940	A	 26	X	 3	 102.6	     233.326	         1.485	
155	 940	A	 26	X	 3	 104.8	     233.348	         1.406	
155	 940	A	 26	X	 3	 107.4	     233.374	         1.473	
155	 940	A	 26	X	 3	 109.1	     233.391	         0.760	
155	 940	A	 26	X	 3	 111.8	     233.418	         1.330	
155	 940	A	 26	X	 3	 113.9	     233.439	         1.571	
155	 940	A	 26	X	 3	 116.2	     233.462	         1.745	
155	 940	A	 26	X	 3	 118.8	     233.488	         1.761	
155	 940	A	 26	X	 3	 121.1	     233.511	         1.602	
155	 940	A	 26	X	 3	 123.4	     233.534	         1.719	
155	 940	A	 26	X	 3	 125.6	     233.556	         1.662	
155	 940	A	 26	X	 3	 128.3	     233.583	         1.636	
155	 940	A	 26	X	 3	 130.4	     233.604	         1.565	
155	 940	A	 26	X	 3	 135.0	     233.650	         1.532	
155	 940	A	 26	X	 3	 137.4	     233.674	         1.474	
155	 940	A	 26	X	 3	 139.1	     233.691	         1.432	
155	 940	A	 26	X	 3	 141.8	     233.718	         1.655	
155	 940	A	 26	X	 3	 144.3	     233.743	         1.209	
155	 940	A	 26	X	 4	   3.8	     233.838	         1.796	
155	 940	A	 26	X	 4	   7.0	     233.870	         1.776	
155	 940	A	 26	X	 4	   8.2	     233.882	         1.767	
155	 940	A	 26	X	 4	  10.8	     233.908	         1.682	
155	 940	A	 26	X	 4	  12.4	     233.924	         1.589	
155	 940	A	 26	X	 4	  14.9	     233.949	         1.617	
155	 940	A	 26	X	 4	  17.0	     233.970	         1.591	
155	 940	A	 26	X	 4	  18.9	     233.989	         1.463	
155	 940	A	 26	X	 4	  21.2	     234.012	         1.323	
155	 940	A	 26	X	 4	  22.0	     234.020	         1.350	
155	 940	A	 26	X	 4	  22.9	     234.029	         1.429	
155	 940	A	 26	X	 4	  25.2	     234.052	         1.390	
155	 940	A	 26	X	 4	  27.4	     234.074	         1.464	
155	 940	A	 26	X	 4	  29.6	     234.096	         1.522	
155	 940	A	 26	X	 4	  32.0	     234.120	         1.385	
155	 940	A	 26	X	 4	  33.6	     234.136	         1.511	
155	 940	A	 26	X	 4	  35.9	     234.159	         1.603	
155	 940	A	 26	X	 4	  36.9	     234.169	         1.618	
155	 940	A	 26	X	 4	  37.8	     234.178	         1.553	
155	 940	A	 26	X	 4	  40.1	     234.201	         1.586	
155	 940	A	 26	X	 4	  42.1	     234.221	         1.618	
155	 940	A	 26	X	 4	  44.3	     234.243	         1.625	
155	 940	A	 26	X	 4	  47.0	     234.270	         1.666	
155	 940	A	 26	X	 4	  48.3	     234.283	         1.885	
155	 940	A	 26	X	 4	  50.8	     234.308	         1.552	
155	 940	A	 26	X	 4	  52.0	     234.320	         1.575	
155	 940	A	 26	X	 4	  55.0	     234.350	         1.649	
155	 940	A	 26	X	 4	  57.0	     234.370	         1.576	
155	 940	A	 26	X	 4	  58.8	     234.388	         1.734	
155	 940	A	 26	X	 4	  62.0	     234.420	         1.707	
155	 940	A	 26	X	 4	  63.0	     234.430	         1.684	
155	 940	A	 26	X	 4	  65.4	     234.454	         1.601	
155	 940	A	 26	X	 4	  67.0	     234.470	         1.485	
155	 940	A	 26	X	 4	  69.1	     234.491	         1.270	
155	 940	A	 26	X	 4	  72.1	     234.521	         1.387	
155	 940	A	 26	X	 4	  73.4	     234.534	         1.398	
155	 940	A	 26	X	 4	  75.7	     234.557	         1.314	
155	 940	A	 26	X	 4	  77.1	     234.571	         1.387	
155	 940	A	 26	X	 4	  77.7	     234.577	         1.507	
155	 940	A	 26	X	 4	  79.0	     234.590	         1.595	
155	 940	A	 26	X	 4	  79.7	     234.597	         1.612	
155	 940	A	 26	X	 4	  82.0	     234.620	         1.479	
155	 940	A	 26	X	 4	  83.6	     234.636	         1.593	
155	 940	A	 26	X	 4	  86.0	     234.660	         1.709	
155	 940	A	 26	X	 4	  87.0	     234.670	         1.667	
155	 940	A	 26	X	 4	  87.6	     234.676	         1.664	
155	 940	A	 26	X	 4	  90.0	     234.700	         1.709	
155	 940	A	 26	X	 4	  92.1	     234.721	         1.664	
155	 940	A	 26	X	 4	  93.9	     234.739	         1.618	
155	 940	A	 26	X	 4	  96.3	     234.763	         1.426	
155	 940	A	 26	X	 4	  97.0	     234.770	         1.361	
155	 940	A	 26	X	 4	  98.0	     234.780	         1.678	
155	 940	A	 26	X	 4	 100.3	     234.803	         1.710	
155	 940	A	 26	X	 4	 102.3	     234.823	         1.699	
155	 940	A	 26	X	 4	 104.6	     234.846	         1.677	
155	 940	A	 26	X	 4	 106.8	     234.868	         1.717	
155	 940	A	 26	X	 4	 109.0	     234.890	         1.697	
155	 940	A	 26	X	 4	 111.4	     234.914	         1.678	
155	 940	A	 26	X	 4	 113.9	     234.939	         1.702	
155	 940	A	 26	X	 4	 116.1	     234.961	         1.681	
155	 940	A	 26	X	 4	 118.4	     234.984	         1.265	
155	 940	A	 26	X	 4	 120.8	     235.008	         1.208	
155	 940	A	 26	X	 4	 123.4	     235.034	         1.488	
155	 940	A	 26	X	 4	 125.7	     235.057	         1.461	
155	 940	A	 26	X	 4	 127.8	     235.078	         1.315	
155	 940	A	 26	X	 4	 130.1	     235.101	         1.239	
155	 940	A	 26	X	 4	 132.8	     235.128	         1.432	
155	 940	A	 26	X	 4	 135.1	     235.151	         1.539	
155	 940	A	 26	X	 4	 137.2	     235.172	         1.598	
155	 940	A	 26	X	 4	 139.1	     235.191	         1.669	
155	 940	A	 26	X	 4	 141.5	     235.215	         1.563	
155	 940	A	 26	X	 4	 144.0	     235.240	         1.514	
155	 940	A	 26	X	 4	 146.3	     235.263	         1.674	
155	 940	A	 27	X	 1	   4.3	     239.043	         1.520	
155	 940	A	 27	X	 1	   7.0	     239.070	         1.568	
155	 940	A	 27	X	 1	   8.9	     239.089	         1.605	
155	 940	A	 27	X	 1	  11.2	     239.112	         1.537	
155	 940	A	 27	X	 1	  12.1	     239.121	         1.500	
155	 940	A	 27	X	 1	  12.8	     239.128	         1.839	
155	 940	A	 27	X	 1	  15.3	     239.153	         1.688	
155	 940	A	 27	X	 1	  17.0	     239.170	         1.665	
155	 940	A	 27	X	 1	  19.2	     239.192	         1.795	
155	 940	A	 27	X	 1	  22.0	     239.220	         1.590	
155	 940	A	 27	X	 1	  23.4	     239.234	         1.766	
155	 940	A	 27	X	 1	  25.8	     239.258	         1.492	
155	 940	A	 27	X	 1	  27.0	     239.270	         1.263	
155	 940	A	 27	X	 1	  27.6	     239.276	         1.358	
155	 940	A	 27	X	 1	  29.7	     239.297	         1.484	
155	 940	A	 27	X	 1	  32.0	     239.320	         1.393	
155	 940	A	 27	X	 1	  34.0	     239.340	         1.521	
155	 940	A	 27	X	 1	  36.1	     239.361	         1.810	
155	 940	A	 27	X	 1	  37.0	     239.370	         1.857	
155	 940	A	 27	X	 1	  37.7	     239.377	         1.812	
155	 940	A	 27	X	 1	  39.9	     239.399	         1.872	
155	 940	A	 27	X	 1	  42.0	     239.420	         1.872	
155	 940	A	 27	X	 1	  44.3	     239.443	         1.854	
155	 940	A	 27	X	 1	  47.0	     239.470	         1.592	
155	 940	A	 27	X	 1	  48.3	     239.483	         1.822	
155	 940	A	 27	X	 1	  50.4	     239.504	         1.894	
155	 940	A	 27	X	 1	  52.0	     239.520	         1.833	
155	 940	A	 27	X	 1	  54.6	     239.546	         1.974	
155	 940	A	 27	X	 1	  57.0	     239.570	         1.953	
155	 940	A	 27	X	 1	  58.2	     239.582	         1.766	
155	 940	A	 27	X	 1	  60.8	     239.608	         1.666	
155	 940	A	 27	X	 1	  62.0	     239.620	         1.651	
155	 940	A	 27	X	 1	  62.5	     239.625	         1.864	
155	 940	A	 27	X	 1	  64.8	     239.648	         1.906	
155	 940	A	 27	X	 1	  67.0	     239.670	         1.846	
155	 940	A	 27	X	 1	  68.9	     239.689	         2.005	
155	 940	A	 27	X	 1	  71.1	     239.711	         2.019	
155	 940	A	 27	X	 1	  72.0	     239.720	         1.983	
155	 940	A	 27	X	 1	  73.1	     239.731	         1.943	
155	 940	A	 27	X	 1	  75.3	     239.753	         2.002	
155	 940	A	 27	X	 1	  77.3	     239.773	         1.763	
155	 940	A	 27	X	 1	  79.0	     239.790	         1.665	
155	 940	A	 27	X	 1	  82.0	     239.820	         1.399	
155	 940	A	 27	X	 1	  83.2	     239.832	         1.711	
155	 940	A	 27	X	 1	  85.7	     239.857	         1.676	
155	 940	A	 27	X	 1	  87.4	     239.874	         1.704	
155	 940	A	 27	X	 1	  89.7	     239.897	         1.726	
155	 940	A	 27	X	 1	  92.1	     239.921	         1.669	
155	 940	A	 27	X	 1	  93.7	     239.937	         1.674	
155	 940	A	 27	X	 1	  96.2	     239.962	         1.745	
155	 940	A	 27	X	 1	  97.0	     239.970	         1.766	
155	 940	A	 27	X	 1	  98.0	     239.980	         1.708	
155	 940	A	 27	X	 1	 100.1	     240.001	         1.591	
155	 940	A	 27	X	 1	 102.0	     240.020	         1.308	
155	 940	A	 27	X	 1	 104.2	     240.042	         1.670	
155	 940	A	 27	X	 1	 106.7	     240.067	         1.936	
155	 940	A	 27	X	 1	 109.1	     240.091	         1.658	
155	 940	A	 27	X	 1	 110.9	     240.109	         1.803	
155	 940	A	 27	X	 1	 113.4	     240.134	         1.629	
155	 940	A	 27	X	 1	 115.8	     240.158	         1.399	
155	 940	A	 27	X	 1	 118.1	     240.181	         1.641	
155	 940	A	 27	X	 1	 120.4	     240.204	         1.641	
155	 940	A	 27	X	 1	 123.0	     240.230	         1.676	
155	 940	A	 27	X	 1	 125.1	     240.251	         1.703	
155	 940	A	 27	X	 1	 127.3	     240.273	         1.585	
155	 940	A	 27	X	 1	 129.7	     240.297	         1.343	
155	 940	A	 27	X	 1	 132.2	     240.322	         1.372	
155	 940	A	 27	X	 1	 134.4	     240.344	         1.793	
155	 940	A	 27	X	 1	 136.8	     240.368	         1.879	
155	 940	A	 27	X	 1	 139.1	     240.391	         2.057	
155	 940	A	 27	X	 1	 141.3	     240.413	         1.960	
155	 940	A	 27	X	 1	 143.5	     240.435	         1.727	
155	 940	A	 27	X	 1	 145.8	     240.458	         0.748	
155	 940	A	 27	X	 2	   4.1	     240.541	         1.615	
155	 940	A	 27	X	 2	   7.0	     240.570	         1.688	
155	 940	A	 27	X	 2	   8.8	     240.588	         1.649	
155	 940	A	 27	X	 2	  11.3	     240.613	         1.626	
155	 940	A	 27	X	 2	  12.0	     240.620	         1.655	
155	 940	A	 27	X	 2	  12.8	     240.628	         1.652	
155	 940	A	 27	X	 2	  15.2	     240.652	         1.638	
155	 940	A	 27	X	 2	  17.0	     240.670	         1.606	
155	 940	A	 27	X	 2	  19.3	     240.693	         1.618	
155	 940	A	 27	X	 2	  22.0	     240.720	         1.574	
155	 940	A	 27	X	 2	  23.3	     240.733	         1.531	
155	 940	A	 27	X	 2	  26.0	     240.760	         1.586	
155	 940	A	 27	X	 2	  27.4	     240.774	         1.615	
155	 940	A	 27	X	 2	  29.7	     240.797	         1.647	
155	 940	A	 27	X	 2	  32.0	     240.820	         1.566	
155	 940	A	 27	X	 2	  33.7	     240.837	         1.611	
155	 940	A	 27	X	 2	  36.0	     240.860	         1.551	
155	 940	A	 27	X	 2	  37.0	     240.870	         1.601	
155	 940	A	 27	X	 2	  37.9	     240.879	         1.645	
155	 940	A	 27	X	 2	  40.3	     240.903	         1.662	
155	 940	A	 27	X	 2	  42.1	     240.921	         1.668	
155	 940	A	 27	X	 2	  44.5	     240.945	         1.671	
155	 940	A	 27	X	 2	  47.0	     240.970	         1.725	
155	 940	A	 27	X	 2	  48.7	     240.987	         1.691	
155	 940	A	 27	X	 2	  51.0	     241.010	         1.900	
155	 940	A	 27	X	 2	  52.0	     241.020	         1.955	
155	 940	A	 27	X	 2	  52.9	     241.029	         1.772	
155	 940	A	 27	X	 2	  55.2	     241.052	         1.702	
155	 940	A	 27	X	 2	  57.0	     241.070	         1.892	
155	 940	A	 27	X	 2	  59.1	     241.091	         1.932	
155	 940	A	 27	X	 2	  61.4	     241.114	         1.941	
155	 940	A	 27	X	 2	  62.0	     241.120	         2.002	
155	 940	A	 27	X	 2	  63.0	     241.130	         1.977	
155	 940	A	 27	X	 2	  65.5	     241.155	         1.977	
155	 940	A	 27	X	 2	  67.0	     241.170	         2.067	
155	 940	A	 27	X	 2	  69.3	     241.193	         1.998	
155	 940	A	 27	X	 2	  72.0	     241.220	         1.911	
155	 940	A	 27	X	 2	  73.3	     241.233	         1.992	
155	 940	A	 27	X	 2	  75.7	     241.257	         1.832	
155	 940	A	 27	X	 2	  77.5	     241.275	         1.696	
155	 940	A	 27	X	 2	  79.0	     241.290	         1.577	
155	 940	A	 27	X	 2	  82.0	     241.320	         1.644	
155	 940	A	 27	X	 2	  83.7	     241.337	         1.682	
155	 940	A	 27	X	 2	  86.0	     241.360	         1.693	
155	 940	A	 27	X	 2	  87.0	     241.370	         1.803	
155	 940	A	 27	X	 2	  87.8	     241.378	         1.979	
155	 940	A	 27	X	 2	  90.4	     241.404	         1.687	
155	 940	A	 27	X	 2	  92.0	     241.420	         1.697	
155	 940	A	 27	X	 2	  94.1	     241.441	         1.634	
155	 940	A	 27	X	 2	  97.0	     241.470	         1.619	
155	 940	A	 27	X	 2	  98.3	     241.483	         1.613	
155	 940	A	 27	X	 2	 100.7	     241.507	         1.666	
155	 940	A	 27	X	 2	 102.0	     241.520	         1.675	
155	 940	A	 27	X	 2	 102.6	     241.526	         1.630	
155	 940	A	 27	X	 2	 104.8	     241.548	         1.652	
155	 940	A	 27	X	 2	 107.1	     241.571	         1.642	
155	 940	A	 27	X	 2	 109.0	     241.590	         1.627	
155	 940	A	 27	X	 2	 111.6	     241.616	         2.033	
155	 940	A	 27	X	 2	 114.0	     241.640	         1.941	
155	 940	A	 27	X	 2	 116.2	     241.662	         2.006	
155	 940	A	 27	X	 2	 118.5	     241.685	         1.846	
155	 940	A	 27	X	 2	 121.0	     241.710	         1.681	
155	 940	A	 27	X	 2	 123.4	     241.734	         1.666	
155	 940	A	 27	X	 2	 125.6	     241.756	         1.622	
155	 940	A	 27	X	 2	 127.9	     241.779	         1.733	
155	 940	A	 27	X	 2	 130.4	     241.804	         1.695	
155	 940	A	 27	X	 2	 132.6	     241.826	         1.668	
155	 940	A	 27	X	 2	 134.9	     241.849	         1.698	
155	 940	A	 27	X	 2	 137.3	     241.873	         1.726	
155	 940	A	 27	X	 2	 139.1	     241.891	         1.908	
155	 940	A	 27	X	 2	 141.9	     241.919	         1.780	
155	 940	A	 27	X	 2	 144.1	     241.941	         1.393	
155	 940	A	 27	X	 2	 146.4	     241.964	         1.901	
155	 940	A	 27	X	 3	   4.1	     242.041	         1.996	
155	 940	A	 27	X	 3	   7.0	     242.070	         1.953	
155	 940	A	 27	X	 3	   8.6	     242.086	         2.004	
155	 940	A	 27	X	 3	  10.9	     242.109	         1.978	
155	 940	A	 27	X	 3	  12.0	     242.120	         1.937	
155	 940	A	 27	X	 3	  12.8	     242.128	         1.916	
155	 940	A	 27	X	 3	  15.0	     242.150	         1.926	
155	 940	A	 27	X	 3	  17.0	     242.170	         1.961	
155	 940	A	 27	X	 3	  19.2	     242.192	         1.686	
155	 940	A	 27	X	 3	  22.0	     242.220	         1.630	
155	 940	A	 27	X	 3	  23.2	     242.232	         1.765	
155	 940	A	 27	X	 3	  25.7	     242.257	         1.866	
155	 940	A	 27	X	 3	  27.1	     242.271	         1.863	
155	 940	A	 27	X	 3	  27.6	     242.276	         1.739	
155	 940	A	 27	X	 3	  29.7	     242.297	         1.928	
155	 940	A	 27	X	 3	  32.0	     242.320	         1.889	
155	 940	A	 27	X	 3	  33.7	     242.337	         1.893	
155	 940	A	 27	X	 3	  36.0	     242.360	         1.740	
155	 940	A	 27	X	 3	  36.9	     242.369	         1.684	
155	 940	A	 27	X	 3	  37.9	     242.379	         1.799	
