Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	 19	X	 3	 125.00	     166.150	NRM      	      	AFD       	   20	 28.90	 36.20	7.922E+00	          	           	           	           	  1916	
155	 940	A	 19	X	 3	 130.00	     166.200	NRM      	      	AFD       	   20	 37.20	 41.80	6.995E+00	          	           	           	           	  1916	
155	 940	A	 19	X	 3	 135.00	     166.250	NRM      	      	AFD       	   20	 53.40	 44.70	7.037E+00	          	           	           	           	  1916	
155	 940	A	 19	X	 3	 140.00	     166.300	NRM      	      	AFD       	   20	 43.30	 54.50	6.581E+00	          	           	           	           	  1916	
155	 940	A	 19	X	 3	 145.00	     166.350	NRM      	      	AFD       	   20	 16.60	 73.50	5.407E+00	          	           	           	           	  1916	
155	 940	A	 19	X	 3	 150.00	     166.400	NRM      	      	AFD       	   20	304.60	 66.60	3.733E+00	          	           	           	           	  1916	
155	 940	A	 21	X	 1	   0.00	     181.100	NRM      	      	AFD       	   20	 41.30	 28.30	2.735E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	   5.00	     181.150	NRM      	      	AFD       	   20	 47.20	 28.40	5.549E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  10.00	     181.200	NRM      	      	AFD       	   20	 43.60	 29.60	6.639E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  15.00	     181.250	NRM      	      	AFD       	   20	 62.70	 35.90	6.162E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  20.00	     181.300	NRM      	      	AFD       	   20	 66.90	 38.40	5.850E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  25.00	     181.350	NRM      	      	AFD       	   20	 69.90	 36.90	5.791E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  30.00	     181.400	NRM      	      	AFD       	   20	 55.60	 30.30	6.840E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  35.00	     181.450	NRM      	      	AFD       	   20	 45.40	 29.60	6.426E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  40.00	     181.500	NRM      	      	AFD       	   20	 33.70	 32.80	5.660E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  45.00	     181.550	NRM      	      	AFD       	   20	 37.20	 34.10	5.706E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  50.00	     181.600	NRM      	      	AFD       	   20	 50.80	 30.70	6.073E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  55.00	     181.650	NRM      	      	AFD       	   20	 39.90	 43.70	4.128E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  60.00	     181.700	NRM      	      	AFD       	   20	328.60	 41.90	5.063E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  65.00	     181.750	NRM      	      	AFD       	   20	347.00	 35.00	6.857E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  70.00	     181.800	NRM      	      	AFD       	   20	 30.10	 24.40	8.677E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  75.00	     181.850	NRM      	      	AFD       	   20	 39.40	 36.00	5.809E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  80.00	     181.900	NRM      	      	AFD       	   20	260.20	 52.00	4.835E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  85.00	     181.950	NRM      	      	AFD       	   20	261.40	 55.80	5.082E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  90.00	     182.000	NRM      	      	AFD       	   20	 52.80	 30.70	7.098E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	  95.00	     182.050	NRM      	      	AFD       	   20	 52.90	 28.10	7.461E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 100.00	     182.100	NRM      	      	AFD       	   20	 74.50	 50.10	4.610E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 105.00	     182.150	NRM      	      	AFD       	   20	 79.20	 46.80	5.527E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 110.00	     182.200	NRM      	      	AFD       	   20	 40.80	 35.10	7.197E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 115.00	     182.250	NRM      	      	AFD       	   20	 17.10	 39.50	6.885E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 120.00	     182.300	NRM      	      	AFD       	   20	 11.40	 66.90	4.757E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 125.00	     182.350	NRM      	      	AFD       	   20	293.40	 72.10	4.316E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 130.00	     182.400	NRM      	      	AFD       	   20	 10.60	 62.50	4.905E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 135.00	     182.450	NRM      	      	AFD       	   20	 33.20	 48.00	6.362E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 140.00	     182.500	NRM      	      	AFD       	   20	 31.00	 43.00	7.148E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 1	 145.00	     182.550	NRM      	      	AFD       	   20	 15.70	 47.90	4.861E+00	          	           	           	           	  1917	
155	 940	A	 21	X	 4	   0.00	     185.600	NRM      	      	AFD       	   20	284.70	 66.70	2.222E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	   5.00	     185.650	NRM      	      	AFD       	   20	144.70	 69.10	3.281E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  10.00	     185.700	NRM      	      	AFD       	   20	105.20	 62.40	3.536E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  15.00	     185.750	NRM      	      	AFD       	   20	 51.60	 36.60	4.605E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  20.00	     185.800	NRM      	      	AFD       	   20	 31.20	 36.80	5.382E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  25.00	     185.850	NRM      	      	AFD       	   20	 56.20	 30.60	6.600E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  30.00	     185.900	NRM      	      	AFD       	   20	 51.80	 49.90	5.294E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  35.00	     185.950	NRM      	      	AFD       	   20	  5.00	 61.30	6.540E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  40.00	     186.000	NRM      	      	AFD       	   20	306.40	 62.90	7.782E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  45.00	     186.050	NRM      	      	AFD       	   20	319.40	 78.80	6.851E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  50.00	     186.100	NRM      	      	AFD       	   20	 28.90	 45.90	7.102E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  55.00	     186.150	NRM      	      	AFD       	   20	 20.30	 26.00	1.007E+01	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  60.00	     186.200	NRM      	      	AFD       	   20	343.10	 29.60	8.983E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  65.00	     186.250	NRM      	      	AFD       	   20	341.30	 58.00	5.408E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  70.00	     186.300	NRM      	      	AFD       	   20	121.70	 53.70	5.377E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  75.00	     186.350	NRM      	      	AFD       	   20	 82.10	 38.20	6.173E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  80.00	     186.400	NRM      	      	AFD       	   20	 54.30	 27.40	7.853E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  85.00	     186.450	NRM      	      	AFD       	   20	 43.60	 16.10	1.207E+01	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  90.00	     186.500	NRM      	      	AFD       	   20	 46.20	 13.90	1.272E+01	          	           	           	           	  1918	
155	 940	A	 21	X	 4	  95.00	     186.550	NRM      	      	AFD       	   20	 29.00	 24.90	7.813E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 100.00	     186.600	NRM      	      	AFD       	   20	 12.00	 41.80	5.273E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 105.00	     186.650	NRM      	      	AFD       	   20	341.60	 46.90	5.422E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 110.00	     186.700	NRM      	      	AFD       	   20	316.00	 44.10	7.104E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 115.00	     186.750	NRM      	      	AFD       	   20	315.50	 41.80	8.835E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 120.00	     186.800	NRM      	      	AFD       	   20	 66.30	 51.80	6.634E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 125.00	     186.850	NRM      	      	AFD       	   20	 94.00	 20.70	9.676E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 130.00	     186.900	NRM      	      	AFD       	   20	118.30	 10.40	9.606E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 135.00	     186.950	NRM      	      	AFD       	   20	125.20	  3.10	6.374E+00	          	           	           	           	  1918	
155	 940	A	 21	X	 4	 140.00	     187.000	NRM      	      	AFD       	   20	124.10	 -3.10	4.113E+00	          	           	           	           	  1918	
155	 940	A	 22	X	 3	   0.00	     193.800	NRM      	      	AFD       	   20	 25.30	  3.20	7.806E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	   5.00	     193.850	NRM      	      	AFD       	   20	 27.60	  7.70	1.155E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  10.00	     193.900	NRM      	      	AFD       	   20	 12.50	 15.60	9.997E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  15.00	     193.950	NRM      	      	AFD       	   20	 22.80	 30.70	6.471E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  20.00	     194.000	NRM      	      	AFD       	   20	 57.40	 25.50	7.581E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  25.00	     194.050	NRM      	      	AFD       	   20	 81.00	 17.30	8.948E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  30.00	     194.100	NRM      	      	AFD       	   20	 77.20	 15.80	8.125E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  35.00	     194.150	NRM      	      	AFD       	   20	 53.40	 15.20	8.324E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  40.00	     194.200	NRM      	      	AFD       	   20	 25.90	 11.70	1.306E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  45.00	     194.250	NRM      	      	AFD       	   20	 14.60	 11.80	1.510E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  50.00	     194.300	NRM      	      	AFD       	   20	353.90	 19.60	1.047E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  55.00	     194.350	NRM      	      	AFD       	   20	317.30	 60.70	4.161E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  60.00	     194.400	NRM      	      	AFD       	   20	123.00	 70.40	3.583E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  65.00	     194.450	NRM      	      	AFD       	   20	 74.30	 29.60	5.740E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  70.00	     194.500	NRM      	      	AFD       	   20	 25.80	 29.80	5.203E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  75.00	     194.550	NRM      	      	AFD       	   20	329.10	 23.20	6.417E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  80.00	     194.600	NRM      	      	AFD       	   20	294.50	 17.50	9.873E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  85.00	     194.650	NRM      	      	AFD       	   20	311.30	 25.80	7.416E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  90.00	     194.700	NRM      	      	AFD       	   20	 20.10	 28.60	8.066E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	  95.00	     194.750	NRM      	      	AFD       	   20	 29.80	 20.50	1.277E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 100.00	     194.800	NRM      	      	AFD       	   20	 30.50	 24.00	1.223E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 105.00	     194.850	NRM      	      	AFD       	   20	 42.50	 45.20	7.319E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 110.00	     194.900	NRM      	      	AFD       	   20	 61.00	 70.30	5.470E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 115.00	     194.950	NRM      	      	AFD       	   20	 91.50	 55.70	5.938E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 120.00	     195.000	NRM      	      	AFD       	   20	 88.90	 40.80	6.961E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 125.00	     195.050	NRM      	      	AFD       	   20	 56.90	 43.60	5.818E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 130.00	     195.100	NRM      	      	AFD       	   20	 21.00	 25.40	8.291E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 135.00	     195.150	NRM      	      	AFD       	   20	 26.50	 21.80	1.115E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 140.00	     195.200	NRM      	      	AFD       	   20	 47.10	 27.00	1.016E+01	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 145.00	     195.250	NRM      	      	AFD       	   20	 71.50	 41.40	6.621E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 3	 150.00	     195.300	NRM      	      	AFD       	   20	 93.90	 61.10	2.979E+00	          	           	           	           	  1919	
155	 940	A	 22	X	 5	   0.00	     196.800	NRM      	      	AFD       	   20	 22.60	-18.30	2.436E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	   5.00	     196.850	NRM      	      	AFD       	   20	 26.70	 -1.70	3.994E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  10.00	     196.900	NRM      	      	AFD       	   20	327.20	 30.10	2.984E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  15.00	     196.950	NRM      	      	AFD       	   20	261.00	 31.70	3.609E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  20.00	     197.000	NRM      	      	AFD       	   20	 69.80	 36.70	2.460E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  25.00	     197.050	NRM      	      	AFD       	   20	 54.10	  8.00	7.975E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  30.00	     197.100	NRM      	      	AFD       	   20	 24.00	  7.50	9.833E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  35.00	     197.150	NRM      	      	AFD       	   20	 11.60	 10.00	8.816E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  40.00	     197.200	NRM      	      	AFD       	   20	 20.30	 11.60	8.769E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  45.00	     197.250	NRM      	      	AFD       	   20	 26.40	 14.60	7.128E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  50.00	     197.300	NRM      	      	AFD       	   20	 40.40	 13.70	7.591E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  55.00	     197.350	NRM      	      	AFD       	   20	 50.90	 19.40	6.083E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  60.00	     197.400	NRM      	      	AFD       	   20	 29.10	 39.60	3.765E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  65.00	     197.450	NRM      	      	AFD       	   20	353.20	 43.00	4.490E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  70.00	     197.500	NRM      	      	AFD       	   20	 44.30	 34.30	5.275E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  75.00	     197.550	NRM      	      	AFD       	   20	 52.30	 11.00	1.026E+01	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  80.00	     197.600	NRM      	      	AFD       	   20	 42.80	  6.40	7.508E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  85.00	     197.650	NRM      	      	AFD       	   20	  3.50	 10.80	5.245E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  90.00	     197.700	NRM      	      	AFD       	   20	294.00	 61.60	1.773E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	  95.00	     197.750	NRM      	      	AFD       	   20	112.50	 14.10	7.053E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 100.00	     197.800	NRM      	      	AFD       	   20	111.70	  9.90	8.411E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 105.00	     197.850	NRM      	      	AFD       	   20	127.00	 21.10	4.280E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 110.00	     197.900	NRM      	      	AFD       	   20	209.80	 65.60	2.238E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 115.00	     197.950	NRM      	      	AFD       	   20	 54.00	 34.10	4.027E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 120.00	     198.000	NRM      	      	AFD       	   20	 53.50	 16.60	7.423E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 125.00	     198.050	NRM      	      	AFD       	   20	 19.60	 27.40	4.988E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 130.00	     198.100	NRM      	      	AFD       	   20	305.10	 22.60	6.740E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 135.00	     198.150	NRM      	      	AFD       	   20	314.00	 22.30	6.336E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 140.00	     198.200	NRM      	      	AFD       	   20	 42.00	 23.20	5.132E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 145.00	     198.250	NRM      	      	AFD       	   20	 68.60	 18.90	4.949E+00	          	           	           	           	  1920	
155	 940	A	 22	X	 5	 150.00	     198.300	NRM      	      	AFD       	   20	 85.40	 28.60	1.913E+00	          	           	           	           	  1920	
155	 940	A	 23	X	 3	   0.00	     203.030	NRM      	      	AFD       	   20	288.40	 48.50	3.103E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	   5.00	     203.080	NRM      	      	AFD       	   20	336.20	 44.90	4.959E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  10.00	     203.130	NRM      	      	AFD       	   20	 37.40	 25.90	7.828E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  15.00	     203.180	NRM      	      	AFD       	   20	 48.60	 20.10	9.177E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  20.00	     203.230	NRM      	      	AFD       	   20	 65.00	 28.90	6.662E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  25.00	     203.280	NRM      	      	AFD       	   20	 72.90	 40.20	4.709E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  30.00	     203.330	NRM      	      	AFD       	   20	 30.90	 27.40	6.269E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  35.00	     203.380	NRM      	      	AFD       	   20	 25.40	 18.30	9.504E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  40.00	     203.430	NRM      	      	AFD       	   20	 19.50	 23.40	9.446E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  45.00	     203.480	NRM      	      	AFD       	   20	 26.30	 34.90	6.970E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  50.00	     203.530	NRM      	      	AFD       	   20	 41.90	 24.60	8.802E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  55.00	     203.580	NRM      	      	AFD       	   20	 60.30	 15.80	1.135E+01	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  60.00	     203.630	NRM      	      	AFD       	   20	 66.20	 16.90	1.114E+01	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  65.00	     203.680	NRM      	      	AFD       	   20	 69.30	 33.40	7.009E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  70.00	     203.730	NRM      	      	AFD       	   20	 24.90	 52.10	5.235E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  75.00	     203.780	NRM      	      	AFD       	   20	347.00	 61.60	4.217E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  80.00	     203.830	NRM      	      	AFD       	   20	 45.10	 42.80	4.752E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  85.00	     203.880	NRM      	      	AFD       	   20	 57.50	 19.00	9.714E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  90.00	     203.930	NRM      	      	AFD       	   20	 46.50	 22.10	1.001E+01	          	           	           	           	  1921	
155	 940	A	 23	X	 3	  95.00	     203.980	NRM      	      	AFD       	   20	 26.40	 36.30	5.728E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 100.00	     204.030	NRM      	      	AFD       	   20	 62.00	 49.00	3.744E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 105.00	     204.080	NRM      	      	AFD       	   20	 55.90	 18.30	8.747E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 110.00	     204.130	NRM      	      	AFD       	   20	 38.60	 18.20	1.164E+01	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 115.00	     204.180	NRM      	      	AFD       	   20	 32.30	 23.60	1.061E+01	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 120.00	     204.230	NRM      	      	AFD       	   20	 57.20	 29.60	9.344E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 125.00	     204.280	NRM      	      	AFD       	   20	 73.90	 28.10	9.776E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 130.00	     204.330	NRM      	      	AFD       	   20	 55.30	 43.00	7.283E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 135.00	     204.380	NRM      	      	AFD       	   20	 50.80	 50.60	6.591E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 140.00	     204.430	NRM      	      	AFD       	   20	 82.60	 27.40	9.536E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 145.00	     204.480	NRM      	      	AFD       	   20	 87.50	 23.60	7.946E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 3	 150.00	     204.530	NRM      	      	AFD       	   20	 88.30	 26.70	4.055E+00	          	           	           	           	  1921	
155	 940	A	 23	X	 5	   0.00	     206.030	NRM      	      	AFD       	   20	 39.10	  6.70	7.301E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	   5.00	     206.080	NRM      	      	AFD       	   20	 40.70	 12.90	1.234E+01	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  10.00	     206.130	NRM      	      	AFD       	   20	 28.70	 20.60	1.285E+01	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  15.00	     206.180	NRM      	      	AFD       	   20	 17.20	 29.00	9.842E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  20.00	     206.230	NRM      	      	AFD       	   20	 13.70	 27.70	8.607E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  25.00	     206.280	NRM      	      	AFD       	   20	 14.00	 22.50	8.333E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  30.00	     206.330	NRM      	      	AFD       	   20	 22.70	 16.30	8.745E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  35.00	     206.380	NRM      	      	AFD       	   20	  2.90	 14.60	8.140E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  40.00	     206.430	NRM      	      	AFD       	   20	332.10	 16.40	7.646E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  45.00	     206.480	NRM      	      	AFD       	   20	321.90	 22.60	6.389E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  50.00	     206.530	NRM      	      	AFD       	   20	  0.80	 28.10	6.035E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  55.00	     206.580	NRM      	      	AFD       	   20	 36.20	 33.60	5.823E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  60.00	     206.630	NRM      	      	AFD       	   20	 60.50	 37.30	5.139E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  65.00	     206.680	NRM      	      	AFD       	   20	149.50	 44.40	3.739E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  70.00	     206.730	NRM      	      	AFD       	   20	216.50	 41.00	3.560E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  75.00	     206.780	NRM      	      	AFD       	   20	283.20	 51.90	3.231E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  80.00	     206.830	NRM      	      	AFD       	   20	  5.30	 36.70	4.590E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  85.00	     206.880	NRM      	      	AFD       	   20	 38.30	 32.20	4.557E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  90.00	     206.930	NRM      	      	AFD       	   20	 69.60	 31.60	2.870E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	  95.00	     206.980	NRM      	      	AFD       	   20	127.70	 69.10	1.057E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 100.00	     207.030	NRM      	      	AFD       	   20	 53.50	  8.90	2.615E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 105.00	     207.080	NRM      	      	AFD       	   20	 23.00	  6.50	5.511E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 110.00	     207.130	NRM      	      	AFD       	   20	  5.40	  4.60	8.005E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 115.00	     207.180	NRM      	      	AFD       	   20	  1.40	 10.50	7.458E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 120.00	     207.230	NRM      	      	AFD       	   20	  7.90	 22.40	5.354E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 125.00	     207.280	NRM      	      	AFD       	   20	 51.30	 21.80	5.804E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 130.00	     207.330	NRM      	      	AFD       	   20	 56.90	 14.80	7.542E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 135.00	     207.380	NRM      	      	AFD       	   20	 56.60	 20.90	6.413E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 140.00	     207.430	NRM      	      	AFD       	   20	 36.60	 45.70	4.244E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 145.00	     207.480	NRM      	      	AFD       	   20	 38.20	 62.80	3.686E+00	          	           	           	           	  1922	
155	 940	A	 23	X	 5	 150.00	     207.530	NRM      	      	AFD       	   20	 20.30	 66.00	2.792E+00	          	           	           	           	  1922	
155	 940	A	 24	X	 3	   0.00	     213.000	NRM      	      	AFD       	   20	 55.20	  3.00	5.610E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	   5.00	     213.050	NRM      	      	AFD       	   20	 37.60	 14.60	6.883E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  10.00	     213.100	NRM      	      	AFD       	   20	355.50	 32.40	6.329E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  15.00	     213.150	NRM      	      	AFD       	   20	 13.80	 70.80	4.304E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  20.00	     213.200	NRM      	      	AFD       	   20	 63.40	 32.50	7.606E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  25.00	     213.250	NRM      	      	AFD       	   20	 40.20	 35.70	8.278E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  30.00	     213.300	NRM      	      	AFD       	   20	  1.10	 40.10	8.121E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  35.00	     213.350	NRM      	      	AFD       	   20	 29.90	 54.20	6.489E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  40.00	     213.400	NRM      	      	AFD       	   20	 76.30	 32.10	8.354E+00	          	           	           	           	  1923	
155	 940	A	 24	X	 3	  45.00	     213.450	NRM      	      	AFD       	   20	 69.50	 31.50	6.130E+00	          	           	           	           	  1923	
