Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	  4	H	 4	 135.00	      27.650	NRM      	      	AFD       	   20	 21.60	-23.70	1.880E+01	          	           	           	           	  1857	
155	 940	A	  4	H	 4	 140.00	      27.700	NRM      	      	AFD       	   20	 20.40	-19.20	2.076E+01	          	           	           	           	  1857	
155	 940	A	  4	H	 4	 145.00	      27.750	NRM      	      	AFD       	   20	 22.80	-16.00	2.202E+01	          	           	           	           	  1857	
155	 940	A	  4	H	 4	 150.00	      27.800	NRM      	      	AFD       	   20	 23.20	-15.50	1.560E+01	          	           	           	           	  1857	
155	 940	A	  4	H	 5	   0.00	      27.800	NRM      	      	AFD       	   20	 19.40	-28.70	9.688E+00	          	           	           	           	  1858	
155	 940	A	  4	H	 5	   5.00	      27.850	NRM      	      	AFD       	   20	 21.70	-23.20	1.887E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  10.00	      27.900	NRM      	      	AFD       	   20	 20.20	-20.50	2.338E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  15.00	      27.950	NRM      	      	AFD       	   20	 18.50	-21.60	2.116E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  20.00	      28.000	NRM      	      	AFD       	   20	 17.70	-22.80	1.908E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  25.00	      28.050	NRM      	      	AFD       	   20	 20.50	-24.00	1.783E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  30.00	      28.100	NRM      	      	AFD       	   20	 18.40	-23.50	1.875E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  35.00	      28.150	NRM      	      	AFD       	   20	 11.10	-21.50	2.067E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  40.00	      28.200	NRM      	      	AFD       	   20	 11.90	-21.10	2.003E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  45.00	      28.250	NRM      	      	AFD       	   20	 15.20	-19.30	1.995E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  50.00	      28.300	NRM      	      	AFD       	   20	 18.60	-21.50	1.771E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  55.00	      28.350	NRM      	      	AFD       	   20	 18.80	-20.00	1.703E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  60.00	      28.400	NRM      	      	AFD       	   20	 22.20	-21.20	1.600E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  65.00	      28.450	NRM      	      	AFD       	   20	 23.50	-20.80	1.660E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  70.00	      28.500	NRM      	      	AFD       	   20	 20.40	-20.60	1.804E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  75.00	      28.550	NRM      	      	AFD       	   20	 19.20	-21.90	1.696E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  80.00	      28.600	NRM      	      	AFD       	   20	 19.90	-22.00	1.725E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  85.00	      28.650	NRM      	      	AFD       	   20	 20.70	-22.40	1.796E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  90.00	      28.700	NRM      	      	AFD       	   20	 19.40	-20.70	1.878E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	  95.00	      28.750	NRM      	      	AFD       	   20	 19.30	-20.50	1.842E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 100.00	      28.800	NRM      	      	AFD       	   20	 20.10	-21.10	1.708E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 105.00	      28.850	NRM      	      	AFD       	   20	 19.80	-23.10	1.466E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 110.00	      28.900	NRM      	      	AFD       	   20	 12.50	-28.90	1.048E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 115.00	      28.950	NRM      	      	AFD       	   20	356.10	-37.90	9.178E+00	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 120.00	      29.000	NRM      	      	AFD       	   20	350.00	-32.00	1.392E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 125.00	      29.050	NRM      	      	AFD       	   20	352.80	-26.20	2.057E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 130.00	      29.100	NRM      	      	AFD       	   20	354.10	-23.00	2.395E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 135.00	      29.150	NRM      	      	AFD       	   20	354.40	-22.80	2.406E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 5	 140.00	      29.200	NRM      	      	AFD       	   20	353.60	-23.60	1.844E+01	          	           	           	           	  1858	
155	 940	A	  4	H	 6	   0.00	      29.300	NRM      	      	AFD       	   20	347.30	-30.30	9.047E+00	          	           	           	           	  1859	
155	 940	A	  4	H	 6	   5.00	      29.350	NRM      	      	AFD       	   20	345.60	-24.30	1.860E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  10.00	      29.400	NRM      	      	AFD       	   20	346.70	-22.60	2.335E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  15.00	      29.450	NRM      	      	AFD       	   20	346.20	-24.40	2.124E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  20.00	      29.500	NRM      	      	AFD       	   20	345.40	-26.60	1.845E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  25.00	      29.550	NRM      	      	AFD       	   20	346.90	-28.30	1.719E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  30.00	      29.600	NRM      	      	AFD       	   20	346.50	-29.50	1.658E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  35.00	      29.650	NRM      	      	AFD       	   20	344.70	-27.80	1.763E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  40.00	      29.700	NRM      	      	AFD       	   20	344.20	-27.30	1.788E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  45.00	      29.750	NRM      	      	AFD       	   20	344.10	-28.90	1.691E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  50.00	      29.800	NRM      	      	AFD       	   20	343.50	-30.70	1.734E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  55.00	      29.850	NRM      	      	AFD       	   20	342.70	-30.40	1.817E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  60.00	      29.900	NRM      	      	AFD       	   20	342.20	-27.60	2.086E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  65.00	      29.950	NRM      	      	AFD       	   20	342.40	-27.20	2.110E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  70.00	      30.000	NRM      	      	AFD       	   20	342.80	-27.60	2.073E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  75.00	      30.050	NRM      	      	AFD       	   20	342.60	-30.20	1.834E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  80.00	      30.100	NRM      	      	AFD       	   20	340.50	-31.30	1.775E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  85.00	      30.150	NRM      	      	AFD       	   20	339.00	-32.10	1.782E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  90.00	      30.200	NRM      	      	AFD       	   20	338.80	-30.90	1.891E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	  95.00	      30.250	NRM      	      	AFD       	   20	339.60	-30.50	1.856E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 100.00	      30.300	NRM      	      	AFD       	   20	340.10	-30.80	1.822E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 105.00	      30.350	NRM      	      	AFD       	   20	340.60	-33.10	1.745E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 110.00	      30.400	NRM      	      	AFD       	   20	342.80	-34.20	1.733E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 115.00	      30.450	NRM      	      	AFD       	   20	343.10	-33.30	1.731E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 120.00	      30.500	NRM      	      	AFD       	   20	342.10	-31.10	1.787E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 125.00	      30.550	NRM      	      	AFD       	   20	341.40	-30.30	1.725E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 130.00	      30.600	NRM      	      	AFD       	   20	342.70	-31.70	1.551E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 135.00	      30.650	NRM      	      	AFD       	   20	344.10	-31.00	1.553E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 140.00	      30.700	NRM      	      	AFD       	   20	343.30	-28.80	1.792E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 145.00	      30.750	NRM      	      	AFD       	   20	342.20	-26.10	1.944E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 6	 150.00	      30.800	NRM      	      	AFD       	   20	342.30	-26.10	1.308E+01	          	           	           	           	  1859	
155	 940	A	  4	H	 7	   0.00	      30.800	NRM      	      	AFD       	   20	336.50	-36.30	7.571E+00	          	           	           	           	  1860	
155	 940	A	  4	H	 7	   5.00	      30.850	NRM      	      	AFD       	   20	330.70	-29.90	1.476E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  10.00	      30.900	NRM      	      	AFD       	   20	331.80	-27.00	1.840E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  15.00	      30.950	NRM      	      	AFD       	   20	334.50	-28.60	1.685E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  20.00	      31.000	NRM      	      	AFD       	   20	335.50	-27.30	1.691E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  25.00	      31.050	NRM      	      	AFD       	   20	335.40	-27.10	1.606E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  30.00	      31.100	NRM      	      	AFD       	   20	335.60	-27.80	1.478E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  35.00	      31.150	NRM      	      	AFD       	   20	337.80	-30.60	1.294E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  40.00	      31.200	NRM      	      	AFD       	   20	338.90	-31.60	1.224E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  45.00	      31.250	NRM      	      	AFD       	   20	340.50	-26.90	1.225E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  50.00	      31.300	NRM      	      	AFD       	   20	339.80	-20.70	1.319E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  55.00	      31.350	NRM      	      	AFD       	   20	340.50	-16.70	1.642E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  60.00	      31.400	NRM      	      	AFD       	   20	340.10	-18.70	1.955E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  65.00	      31.450	NRM      	      	AFD       	   20	340.10	-22.50	1.565E+01	          	           	           	           	  1860	
155	 940	A	  4	H	 7	  70.00	            	NRM      	      	AFD       	   20	342.20	-29.20	6.979E+00	          	           	           	           	  1860	
155	 940	A	  5	H	 1	   0.00	      31.300	NRM      	      	AFD       	   20	171.40	 41.10	2.713E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	   1.00	      31.310	NRM      	      	AFD       	   25	149.50	 32.90	2.883E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	   3.00	      31.330	NRM      	      	AFD       	   25	144.00	 29.60	4.139E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	   5.00	      31.350	NRM      	      	AFD       	   20	147.50	 32.50	6.379E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	   5.00	      31.350	NRM      	      	AFD       	   25	139.80	 27.50	5.486E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	   7.00	      31.370	NRM      	      	AFD       	   25	136.30	 26.00	6.797E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	   9.00	      31.390	NRM      	      	AFD       	   25	132.10	 25.50	7.883E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  10.00	      31.400	NRM      	      	AFD       	   20	137.30	 30.60	9.771E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  11.00	      31.410	NRM      	      	AFD       	   25	130.50	 26.10	8.662E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  13.00	      31.430	NRM      	      	AFD       	   25	129.20	 26.40	9.097E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  15.00	      31.450	NRM      	      	AFD       	   20	134.70	 32.40	1.050E+01	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  15.00	      31.450	NRM      	      	AFD       	   25	128.90	 26.90	9.200E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  17.00	      31.470	NRM      	      	AFD       	   25	128.10	 26.80	9.196E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  19.00	      31.490	NRM      	      	AFD       	   25	127.00	 25.70	9.066E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  20.00	      31.500	NRM      	      	AFD       	   20	133.50	 31.00	9.660E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  21.00	      31.510	NRM      	      	AFD       	   25	126.00	 24.00	8.814E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  23.00	      31.530	NRM      	      	AFD       	   25	124.50	 22.50	8.623E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  25.00	      31.550	NRM      	      	AFD       	   20	128.70	 27.40	8.975E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  25.00	      31.550	NRM      	      	AFD       	   25	121.90	 21.00	8.653E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  27.00	      31.570	NRM      	      	AFD       	   25	118.30	 19.60	8.898E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  29.00	      31.590	NRM      	      	AFD       	   25	114.20	 18.60	9.033E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  30.00	      31.600	NRM      	      	AFD       	   20	116.50	 24.50	9.339E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  31.00	      31.610	NRM      	      	AFD       	   25	110.10	 18.60	8.955E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  33.00	      31.630	NRM      	      	AFD       	   25	106.20	 19.40	8.848E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  35.00	      31.650	NRM      	      	AFD       	   20	104.40	 27.30	9.063E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  35.00	      31.650	NRM      	      	AFD       	   25	102.60	 20.10	8.769E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  37.00	      31.670	NRM      	      	AFD       	   25	 99.10	 20.70	8.646E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  39.00	      31.690	NRM      	      	AFD       	   25	 96.40	 22.20	8.451E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  40.00	      31.700	NRM      	      	AFD       	   20	 95.50	 32.60	8.500E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  41.00	      31.710	NRM      	      	AFD       	   25	 94.50	 21.30	9.324E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  43.00	      31.730	NRM      	      	AFD       	   25	 95.50	 22.50	9.375E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  45.00	      31.750	NRM      	      	AFD       	   20	100.20	 37.50	8.612E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  45.00	      31.750	NRM      	      	AFD       	   25	 98.00	 23.60	9.526E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  47.00	      31.770	NRM      	      	AFD       	   25	101.70	 24.50	9.611E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  49.00	      31.790	NRM      	      	AFD       	   25	105.10	 25.30	9.388E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  50.00	      31.800	NRM      	      	AFD       	   20	115.40	 41.40	8.145E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  51.00	      31.810	NRM      	      	AFD       	   25	107.40	 26.20	8.727E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  53.00	      31.830	NRM      	      	AFD       	   25	108.90	 27.30	7.986E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  55.00	      31.850	NRM      	      	AFD       	   20	136.90	 59.40	5.970E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  55.00	      31.850	NRM      	      	AFD       	   25	109.00	 30.50	7.488E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  57.00	      31.870	NRM      	      	AFD       	   25	105.20	 35.30	7.166E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  59.00	      31.890	NRM      	      	AFD       	   25	 96.20	 41.00	7.190E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  60.00	      31.900	NRM      	      	AFD       	   20	 49.30	 78.70	7.250E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  61.00	      31.910	NRM      	      	AFD       	   25	 82.80	 46.10	8.033E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  63.00	      31.930	NRM      	      	AFD       	   25	 75.10	 49.80	9.707E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  65.00	      31.950	NRM      	      	AFD       	   20	 43.40	 73.80	1.351E+01	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  65.00	      31.950	NRM      	      	AFD       	   25	 80.30	 53.30	1.148E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  67.00	      31.970	NRM      	      	AFD       	   25	 91.90	 56.00	1.280E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  69.00	      31.990	NRM      	      	AFD       	   25	101.40	 56.10	1.319E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  70.00	      32.000	NRM      	      	AFD       	   20	121.50	 77.60	1.565E+01	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  71.00	      32.010	NRM      	      	AFD       	   25	108.40	 54.60	1.274E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  73.00	      32.030	NRM      	      	AFD       	   25	116.40	 52.80	1.212E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  75.00	      32.050	NRM      	      	AFD       	   20	169.60	 64.10	1.330E+01	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  75.00	      32.050	NRM      	      	AFD       	   25	127.80	 48.50	1.132E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  77.00	      32.070	NRM      	      	AFD       	   25	139.80	 42.20	1.057E+01	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  79.00	      32.090	NRM      	      	AFD       	   25	146.40	 35.70	9.212E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  80.00	      32.100	NRM      	      	AFD       	   20	194.70	 40.50	9.967E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  81.00	      32.110	NRM      	      	AFD       	   25	145.80	 35.50	7.764E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  83.00	      32.130	NRM      	      	AFD       	   25	141.80	 38.80	6.749E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  85.00	      32.150	NRM      	      	AFD       	   20	215.30	 48.90	7.327E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  85.00	      32.150	NRM      	      	AFD       	   25	136.10	 41.60	6.497E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  87.00	      32.170	NRM      	      	AFD       	   25	129.70	 39.60	6.613E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  89.00	      32.190	NRM      	      	AFD       	   25	123.30	 35.70	6.795E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  90.00	      32.200	NRM      	      	AFD       	   20	198.60	 55.70	6.066E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  91.00	      32.210	NRM      	      	AFD       	   25	116.50	 32.80	6.976E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  93.00	      32.230	NRM      	      	AFD       	   25	111.30	 29.80	7.268E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  95.00	      32.250	NRM      	      	AFD       	   20	172.60	 54.30	5.743E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	  95.00	      32.250	NRM      	      	AFD       	   25	108.70	 27.70	7.631E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  97.00	      32.270	NRM      	      	AFD       	   25	106.90	 26.40	7.857E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	  99.00	      32.290	NRM      	      	AFD       	   25	106.20	 26.30	7.854E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 100.00	      32.300	NRM      	      	AFD       	   20	159.50	 65.70	5.106E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	 101.00	      32.310	NRM      	      	AFD       	   25	105.80	 27.10	7.760E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 103.00	      32.330	NRM      	      	AFD       	   25	105.60	 28.10	7.772E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 105.00	      32.350	NRM      	      	AFD       	   20	163.20	 69.70	5.437E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	 105.00	      32.350	NRM      	      	AFD       	   25	105.90	 28.60	7.884E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 107.00	      32.370	NRM      	      	AFD       	   25	106.70	 28.10	8.023E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 109.00	      32.390	NRM      	      	AFD       	   25	107.70	 26.90	8.106E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 110.00	      32.400	NRM      	      	AFD       	   20	162.40	 63.00	5.417E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	 111.00	      32.410	NRM      	      	AFD       	   25	107.80	 24.60	8.164E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 113.00	      32.430	NRM      	      	AFD       	   25	107.00	 21.50	8.198E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 115.00	      32.450	NRM      	      	AFD       	   20	153.40	 53.50	4.139E+00	          	           	           	           	  1861	
155	 940	A	  5	H	 1	 115.00	      32.450	NRM      	      	AFD       	   25	105.30	 18.00	8.111E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 117.00	      32.470	NRM      	      	AFD       	   25	102.90	 14.20	7.933E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 1	 119.00	      32.490	NRM      	      	AFD       	   25	 99.90	 10.80	7.720E+00	          	           	           	           	  1862	
155	 940	A	  5	H	 2	   0.00	      32.600	NRM      	      	AFD       	   20	312.20	-58.40	6.338E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	   5.00	      32.650	NRM      	      	AFD       	   20	319.30	-50.30	1.069E+01	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  10.00	      32.700	NRM      	      	AFD       	   20	332.10	-46.80	1.110E+01	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  15.00	      32.750	NRM      	      	AFD       	   20	339.40	-39.60	9.943E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  20.00	      32.800	NRM      	      	AFD       	   20	340.70	-27.20	1.113E+01	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  25.00	      32.850	NRM      	      	AFD       	   20	337.60	-16.80	1.212E+01	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  30.00	      32.900	NRM      	      	AFD       	   20	331.70	-15.50	1.017E+01	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  35.00	      32.950	NRM      	      	AFD       	   20	325.30	-23.60	7.740E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  40.00	      33.000	NRM      	      	AFD       	   20	324.60	-33.30	6.888E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  45.00	      33.050	NRM      	      	AFD       	   20	327.00	-36.20	6.921E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  50.00	      33.100	NRM      	      	AFD       	   20	327.90	-37.30	6.893E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  55.00	      33.150	NRM      	      	AFD       	   20	324.70	-38.60	6.887E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  60.00	      33.200	NRM      	      	AFD       	   20	321.60	-37.80	7.103E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  65.00	      33.250	NRM      	      	AFD       	   20	319.50	-35.00	7.355E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  70.00	      33.300	NRM      	      	AFD       	   20	317.10	-33.70	6.968E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  75.00	      33.350	NRM      	      	AFD       	   20	314.40	-33.70	6.580E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  80.00	      33.400	NRM      	      	AFD       	   20	309.60	-33.90	6.473E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  85.00	      33.450	NRM      	      	AFD       	   20	306.50	-33.00	6.508E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  90.00	      33.500	NRM      	      	AFD       	   20	304.60	-31.30	6.158E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	  95.00	      33.550	NRM      	      	AFD       	   20	298.60	-27.00	6.133E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 100.00	      33.600	NRM      	      	AFD       	   20	292.90	-22.70	6.778E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 105.00	      33.650	NRM      	      	AFD       	   20	290.60	-22.60	6.533E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 110.00	      33.700	NRM      	      	AFD       	   20	291.40	-24.30	6.112E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 115.00	      33.750	NRM      	      	AFD       	   20	293.70	-25.70	5.681E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 120.00	      33.800	NRM      	      	AFD       	   20	292.40	-22.10	5.905E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 125.00	      33.850	NRM      	      	AFD       	   20	289.20	-17.30	5.949E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 130.00	      33.900	NRM      	      	AFD       	   20	285.80	-11.50	5.942E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 135.00	      33.950	NRM      	      	AFD       	   20	284.90	 -4.90	5.852E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 140.00	      34.000	NRM      	      	AFD       	   20	283.30	  1.50	6.722E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 145.00	      34.050	NRM      	      	AFD       	   20	279.50	  5.20	8.077E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 2	 150.00	      34.100	NRM      	      	AFD       	   20	277.40	  7.40	5.665E+00	          	           	           	           	  1863	
155	 940	A	  5	H	 3	   1.00	      34.110	NRM      	      	AFD       	   20	256.00	 25.10	3.338E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	   3.00	      34.130	NRM      	      	AFD       	   20	255.80	 22.60	4.506E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	   5.00	      34.150	NRM      	      	AFD       	   20	255.00	 21.60	5.497E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	   7.00	      34.170	NRM      	      	AFD       	   20	253.50	 20.70	6.111E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	   9.00	      34.190	NRM      	      	AFD       	   20	247.70	 24.50	5.290E+00	          	           	           	           	  1864	
155	 940	A	  5	H	 3	  11.00	      34.210	NRM      	      	AFD       	   20	246.40	 26.70	4.813E+00	          	           	           	           	  1864	
